# artifact_type: raw_data
# circuit_file: 02_complementary_push_pull.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\by_device\bjt\02_complementary_push_pull.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:24:10.334747

Time (s),V(out),V(in),I(VIN),V(vdd),V(vss),I(VDD),I(VSS)
0.0002028,2.132395217629947,2.8690367082965182,-6.801325778868494e-05,12.0,-12.0,-0.0212559480689265,9.1355332187959e-09
0.0002128,2.1810760002121836,2.918424680515538,-6.989016076991428e-05,12.0,-12.0,-0.02174087706251271,7.206239160950645e-09
0.0002228,2.2184162625406256,2.956294963821974,-7.093521133832992e-05,12.0,-12.0,-0.022113232750541556,5.321510343492264e-09
0.0002328,2.2442534212172527,2.9824981015089023,-7.203645604603182e-05,12.0,-12.0,-0.022370501120349218,3.3492426609882386e-09
0.0002428,2.258489124716924,2.9969306817629477,-7.229263113722739e-05,12.0,-12.0,-0.02251260007059841,1.4395737935046782e-09
0.00025279999999999996,2.2610564199127614,2.9995357457834655,-7.259634951270466e-05,12.0,-12.0,-0.022537967313866147,-5.507843070517993e-10
0.0002628,2.2519529983844717,2.990303012572908,-7.205161821483008e-05,12.0,-12.0,-0.02244747592014562,-2.460467385390075e-09
0.0002728,2.231208113357689,2.9692689195112227,-7.155573836120643e-05,12.0,-12.0,-0.022240520966334998,-4.443847956281388e-09
0.00028280000000000004,2.198915579597912,2.9365164785541604,-7.021799897977132e-05,12.0,-12.0,-0.021918931483412507,-6.328548352030339e-09
0.00029280000000000007,2.1552005217326076,2.892174948623012,-6.894032329785027e-05,12.0,-12.0,-0.02148305662888106,-8.280068186650169e-09
0.0003028000000000001,2.100252062407476,2.836419325478698,-6.683710699684209e-05,12.0,-12.0,-0.020935673416971667,-1.0114916904058191e-08
0.0003128000000000001,2.0342900485458575,2.7694696510934467,-6.481464901109124e-05,12.0,-12.0,-0.02027807384141056,-1.2009820693492657e-08
0.00032280000000000015,1.9575974270637733,2.6915901452456614,-6.19921082160857e-05,12.0,-12.0,-0.019513968406869253,-1.377026137561188e-08
0.0003328000000000002,1.8704872084329622,2.60308816276516,-5.927976181069328e-05,12.0,-12.0,-0.018645576752959414,-1.558417750402441e-08
0.0003428000000000002,1.773334652035433,2.504312980544084,-5.5801062406546365e-05,12.0,-12.0,-0.017677528226457184,-1.7246023276129563e-08
0.00035280000000000023,1.6665449777733605,2.395654419100573,-5.246977444861578e-05,12.0,-12.0,-0.016612961062620002,-1.8955091718453332e-08
0.00036280000000000025,1.5505858085074173,2.2775413041352675,-4.841312739607695e-05,12.0,-12.0,-0.015457424477190784,-2.0494766772571893e-08
0.0003728000000000003,1.4259568174647128,2.150439774152186,-4.4547898373020756e-05,12.0,-12.0,-0.014214998214669095,-2.2075781203056977e-08
0.0003828000000000003,1.2932239289135319,2.014851440823008,-4.0004691098521894e-05,12.0,-12.0,-0.012892211141576126,-2.3470505539080477e-08
0.00039280000000000033,1.1529943233629811,1.8713114093549663,-3.570309262124205e-05,12.0,-12.0,-0.011494215253762263,-2.4901112283259863e-08
0.00040280000000000036,1.005958080578439,1.7203861666750604,-3.0777228595846307e-05,12.0,-12.0,-0.010028777461883465,-2.6128986974072177e-08
0.0004128000000000004,0.852881562947531,1.5626713457649664,-2.615038490773325e-05,12.0,-12.0,-0.008502637870122953,-2.7388011858420214e-08
0.0004228000000000004,0.6946843547342931,1.3987893749697682,-2.096260832257224e-05,12.0,-12.0,-0.006925852524020115,-2.8428402742974868e-08
0.00043280000000000044,0.532524883348282,1.2293870215576403,-1.614685783583869e-05,12.0,-12.0,-0.005309072493076883,-2.9495794251488405e-08
0.00044280000000000046,0.3681304847143004,1.0551328392249304,-1.086463164048923e-05,12.0,-12.0,-0.0036704098991577894,-3.032938877822744e-08
0.0004528000000000005,0.20534068175634698,0.8767145296201413,-6.122456409830834e-06,12.0,-12.0,-0.002047253187129172,-3.118687175174273e-08
0.0004628000000000005,0.05698109891907832,0.6948362282997107,-1.3882840036311128e-06,12.0,-12.0,-0.0005683909218134886,-3.179607688252872e-08
0.00047280000000000054,0.00037668498747573086,0.5102157258266571,3.4913968396943496e-07,12.0,-12.0,-4.083575774416204e-06,-3.24262998674385e-08
0.00048280000000000057,-4.084859956012694e-05,0.32358163497915976,4.739755113773725e-07,12.0,-12.0,-3.270423576395842e-08,-3.2797586868582584e-08
0.0004928000000000006,-2.7289555833382046e-05,0.13567051524878687,3.358228725667059e-07,12.0,-12.0,-2.975404811422777e-08,-3.318538688290573e-08
0.0005028000000000006,-4.053217736788712e-05,-0.0527760340233091,4.681616512544444e-07,12.0,-12.0,-2.954708122615557e-08,-3.330475806251343e-08
0.0005128000000000006,-2.842791527813535e-05,-0.2410143004001955,3.469832383327931e-07,12.0,-12.0,-2.9400951007119147e-08,-3.331490461278008e-08
0.0005228000000000007,-6.11522780325912e-05,-0.4283013934423598,5.009387961420197e-07,12.0,-12.0,-2.897017736813723e-08,1.3954260680293373e-07
0.0005328000000000007,-0.01349875819142171,-0.613898176556901,9.530888344481958e-07,12.0,-12.0,-2.860657843939407e-08,0.0001340630882680216
0.0005428000000000007,-0.13635912538882078,-0.797072184031971,6.242817041708648e-06,12.0,-12.0,-2.7961505111306906e-08,0.001357376387147724
0.0005528000000000008,-0.295996501052213,-0.9771005117443095,1.3557615346333762e-05,12.0,-12.0,-2.7390640866542526e-08,0.002946434774798945
0.0005628000000000008,-0.4602776909312253,-1.1532726701315552,2.0965572398834453e-05,12.0,-12.0,-2.65463029336388e-08,0.004581837872379424
0.0005728000000000008,-0.6233944009691406,-1.324893388169957,2.859899260569676e-05,12.0,-12.0,-2.578235580585897e-08,0.006205370788791242
0.0005828000000000008,-0.783565759962742,-1.4912853572914662,3.596918101468616e-05,12.0,-12.0,-2.4753759930717933e-08,0.00779971316185879
0.0005928000000000009,-0.9390362150947783,-1.6517919044112181,4.341873995625245e-05,12.0,-12.0,-2.381264607720368e-08,0.00934696721330397
0.0006028000000000009,-1.0887984353348024,-1.8057795835161987,5.043597450954396e-05,12.0,-12.0,-2.2616561068389274e-08,0.01083757098518845
0.0006128000000000009,-1.2320678683482744,-1.9526406755872585,5.7429794975513704e-05,12.0,-12.0,-2.151574562958558e-08,0.012263270394214487
0.0006228000000000009,-1.3681391926487418,-2.091795586988445,6.39087168190361e-05,12.0,-12.0,-2.0170261905150255e-08,0.013617503369999895
0.000632800000000001,-1.4963640034785666,-2.222695136858288,7.028241381668021e-05,12.0,-12.0,-1.8928460576717043e-08,0.014893376539632186
0.000642800000000001,-1.6161671014609842,-2.34482272447577,7.606380574771976e-05,12.0,-12.0,-1.7452777001381037e-08,0.016085624652021124
0.000652800000000001,-1.7270132946819183,-2.4576963680473476,8.166723112261465e-05,12.0,-12.0,-1.608961497368e-08,0.017188481795813004
0.000662800000000001,-1.8284287923135003,-2.5608706068689098,8.661042008087372e-05,12.0,-12.0,-1.4503854117720039e-08,0.018197691997471566
0.0006728000000000011,-1.9199738487774511,-2.6539382593556535,9.131233767775693e-05,12.0,-12.0,-1.3039851864959928e-08,0.01910843918061289
0.0006828000000000011,-2.0012676991207505,-2.736532030001779,9.529598639421155e-05,12.0,-12.0,-1.1364718943696062e-08,0.019917392360298436
0.0006928000000000011,-2.071962621396691,-2.8083259589280516,9.898563992158382e-05,12.0,-12.0,-9.820965374274238e-09,0.020620650385808403
0.0007028000000000011,-2.131770047367019,-2.8690367082965236,0.0001019103142746447,12.0,-12.0,-8.077876145762275e-09,0.021215798228141125
0.0007128000000000012,-2.1804349268523078,-2.9184246805155434,0.00010450034956441256,12.0,-12.0,-6.475943337136414e-09,0.02169985538583319
0.0007228000000000012,-2.2177622015209395,-2.956294963821978,0.00010629148207078054,12.0,-12.0,-4.686668830800045e-09,0.022071335210767984
0.0007328000000000012,-2.2435910870525886,-2.982498101508905,0.00010772076552778564,12.0,-12.0,-3.0484841317957034e-09,0.022328193144446118
0.0007428000000000013,-2.257821559411749,-2.9969306817629486,0.0001083311950275112,12.0,-12.0,-1.2350653832982061e-09,0.022469885625184816
0.0007528000000000013,-2.2603884252670574,-2.999535745783465,0.00010856697579855745,12.0,-12.0,4.172022727289004e-10,0.02249531685066586
