# artifact_type: raw_data
# circuit_file: 03_cmos_inverter_vtc.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\dc_analysis\03_cmos_inverter_vtc.cir
# analysis_type: dc
# executor: spice
# timestamp: 2026-04-22T10:26:34.802684

Vin,V(out),V(in),I(VIN),V(m1#body diode),V(m1#gate),V(m2#body diode),V(m2#gate),V(vdd),I(VDD)
1.5300000000000011,4.9937622290358545,1.5300000000000011,0.0,4.999999999998695,1.5300000000000011,2.338128125622905e-11,1.5300000000000011,5.0,-0.0007938800932465462
1.5400000000000011,4.9926560344997375,1.5400000000000011,0.0,4.9999999999984945,1.540000000000001,2.3377962166922702e-11,1.540000000000001,5.0,-0.0009313063623901385
1.5500000000000012,4.991379825724691,1.5500000000000012,0.0,4.999999999998273,1.5500000000000012,2.3374132997520035e-11,1.5500000000000012,5.0,-0.0010891402751123103
1.5600000000000012,4.989913756578682,1.5600000000000012,-2.220446049250313e-16,4.999999999998032,1.560000000000001,2.3369734212552657e-11,1.560000000000001,5.0,-0.0012696096675144375
1.5700000000000012,4.988236973876477,1.5700000000000012,0.0,4.999999999997772,1.570000000000001,2.3364703256428392e-11,1.570000000000001,5.0,-0.0014750190800896235
1.5800000000000012,4.986327797180558,1.5800000000000012,0.0,4.999999999997495,1.5800000000000012,2.335897509274307e-11,1.5800000000000012,5.0,-0.0017077217881946716
1.5900000000000012,4.9841639265109645,1.5900000000000012,0.0,4.999999999997205,1.5900000000000012,2.3352482827249198e-11,1.5900000000000012,5.0,-0.0019700884236186766
1.6000000000000012,4.981722669963884,1.6000000000000012,0.0,4.999999999996905,1.600000000000001,2.3345158390486582e-11,1.600000000000001,5.0,-0.0022644732845846782
1.6100000000000012,4.97898118143372,1.6100000000000012,0.0,4.999999999996599,1.6100000000000012,2.333693325067244e-11,1.6100000000000012,5.0,-0.002593179638252785
1.6200000000000012,4.97591669751069,1.6200000000000012,-2.220446049250313e-16,4.999999999996292,1.620000000000001,2.3327739124085734e-11,1.620000000000001,5.0,-0.002958425431894618
1.6300000000000012,4.972506762325172,1.6300000000000012,0.0,4.999999999995991,1.630000000000001,2.331750864928282e-11,1.630000000000001,5.0,-0.0033623108309632777
1.6400000000000012,4.968729429666074,1.6400000000000012,0.0,4.999999999995697,1.6400000000000012,2.3306175993149692e-11,1.6400000000000012,5.0,-0.003806788892186219
1.6500000000000012,4.964563433037833,1.6500000000000012,0.0,4.999999999995418,1.6500000000000012,2.3293677360806697e-11,1.6500000000000012,5.0,-0.004293640470293347
1.6600000000000013,4.959988316266933,1.6600000000000013,0.0,4.999999999995158,1.660000000000001,2.3279951387215213e-11,1.660000000000001,5.0,-0.0048244541722173295
1.6700000000000013,4.954984519583402,1.6700000000000013,0.0,4.999999999994917,1.6700000000000013,2.32649393952729e-11,1.6700000000000013,5.0,-0.0054006118451987994
1.6800000000000013,4.949533418520915,1.6800000000000013,-2.220446049250313e-16,4.999999999994701,1.680000000000001,2.3248585512431162e-11,1.680000000000001,5.0,-0.00602327974961403
1.6900000000000013,4.94361731524719,1.6900000000000013,0.0,4.999999999994508,1.690000000000001,2.3230836644665606e-11,1.690000000000001,5.0,-0.006693405255691509
1.7000000000000013,4.937219383849081,1.7000000000000013,0.0,4.9999999999943405,1.7000000000000013,2.3211642312362597e-11,1.7000000000000013,5.0,-0.007411718640463416
1.7100000000000013,4.930323572514411,1.7100000000000013,0.0,4.999999999994197,1.7100000000000013,2.3190954356933957e-11,1.7100000000000013,5.0,-0.008178739363101872
1.7200000000000013,4.922914466404124,1.7200000000000013,0.0,4.999999999994073,1.720000000000001,2.3168726529524384e-11,1.720000000000001,5.0,-0.008994786069454364
1.7300000000000013,4.914977115289702,1.7300000000000013,0.0,4.999999999993938,1.7300000000000013,2.314491397402004e-11,1.7300000000000013,5.0,-0.00985998951759548
1.7400000000000013,4.906496829779659,1.7400000000000013,-2.220446049250313e-16,4.999999999993861,1.740000000000001,2.3119472615814197e-11,1.740000000000001,5.0,-0.010774307616991052
1.7500000000000013,4.8974589492478104,1.7500000000000013,0.0,4.999999999993796,1.750000000000001,2.309235846565423e-11,1.750000000000001,5.0,-0.011737541821688069
1.7600000000000013,4.887848583469454,1.7600000000000013,0.0,4.999999999993741,1.7600000000000013,2.306352684457608e-11,1.7600000000000013,5.0,-0.012749354199101948
1.7700000000000014,4.877650328547656,1.7700000000000014,0.0,4.99999999999369,1.7700000000000014,2.3032931531662363e-11,1.7700000000000014,5.0,-0.01380928459667441
1.7800000000000014,4.866847955993679,1.7800000000000014,0.0,4.999999999993643,1.7800000000000011,2.3000523831205437e-11,1.7800000000000011,5.0,-0.014916767437680889
1.7900000000000014,4.8554240718270005,1.7900000000000014,0.0,4.999999999993597,1.7900000000000014,2.296625154986135e-11,1.7900000000000014,5.0,-0.016071147785252204
1.8000000000000014,4.843359740232358,1.8000000000000014,-2.220446049250313e-16,4.9999999999935545,1.8000000000000012,2.2930057867393335e-11,1.8000000000000012,5.0,-0.01727169641384174
1.8100000000000014,4.8306340635554825,1.8100000000000014,0.0,4.999999999993509,1.8100000000000012,2.289188007633243e-11,1.8100000000000012,5.0,-0.01851762371598875
1.8200000000000014,4.81722370706379,1.8200000000000014,0.0,4.999999999993465,1.8200000000000014,2.285164815580953e-11,1.8200000000000014,5.0,-0.019808092346879747
1.8300000000000014,4.80310235267451,1.8300000000000014,0.0,4.999999999993418,1.8300000000000014,2.280928313213102e-11,1.8300000000000014,5.0,-0.02114222856994097
1.8400000000000014,4.788240060358571,1.8400000000000014,0.0,4.999999999993371,1.8400000000000012,2.276469516217188e-11,1.8400000000000012,5.0,-0.022519132313677748
