# artifact_type: raw_data
# circuit_file: 03_cmos_ring_oscillator.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\comprehensive_circuits\03_cmos_ring_oscillator.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:23.875617

Time (s),V(m1n#body diode),V(m1n#gate),V(m1p#body diode),V(m1p#gate),V(m2n#body diode),V(m2n#gate),V(m2p#body diode),V(m2p#gate),V(m3n#body diode),V(m3n#gate),V(m3p#body diode),V(m3p#gate),V(n1),V(n2),V(n3),V(vdd),I(VDD)
4.095085605851698e-11,0.8067699954793469,0.9857369718785288,4.55106676066351,2.6856681398477957,0.8076990912268519,0.9862468213060722,4.552950911482087,2.6877062144774717,0.8077122676619543,0.9850640368144593,4.552957039831417,2.685375224387795,1.6532967239180194,1.6503362953719787,1.6503542470404928,5.0,-2.022493489101236
7.282409715860616e-11,0.26838120289527523,0.8605652837383893,4.9226292193672405,2.315138126429132,0.2695151716953923,0.8612511250036837,4.922807716172944,2.317578484367244,0.2695302053079637,0.8600956927879282,4.9228111257661915,2.31518003254953,1.399360122363947,1.3968487621060057,1.3968767211748174,5.0,-1.1136342568311353
1.0325150656858296e-10,0.08297603419633004,0.8255470302281602,4.964585679818777,2.079617763274201,0.08379334854368381,0.8263415099262668,4.964643286062571,2.0820511620283733,0.08381895303445441,0.8251538395250544,4.964652729808822,2.079674932823503,1.3073325686414,1.3049416638745168,1.3049914236291915,5.0,-0.7460891539030867
1.4963984973801186e-10,-0.0035049531884829843,0.8210695086031022,4.991435255194203,1.8278002655209784,-0.0029661104230950253,0.821976728182466,4.991515935932784,1.8299880135965538,-0.0028980757095875553,0.8207921169114437,4.991541619840711,1.8278112948432168,1.2535621296214425,1.2514269598465144,1.2515580195308083,5.0,-0.5061699717326621
2e-10,0.0011770755346095507,0.8514054482984958,5.004067526162469,1.6675077274575911,0.0014405331562368229,0.8523787278324594,5.004069631846033,1.6693798243600662,0.001525576071726431,0.8511652691959614,5.004089554626982,1.667408189907912,1.2571999220619214,1.2551496770386121,1.2553663560590909,5.0,-0.4313683441008777
2.058987708508653e-10,0.003552050038701182,0.8562806796422433,5.004640645614932,1.6548967247340032,0.003824199495340075,0.857261532750314,5.004666979845676,1.6567392289664309,0.003908479136363496,0.8560520155330531,5.004686092319896,1.6547950638101778,1.2599481352674147,1.2579349539743854,1.2581597342154085,5.0,-0.42849687301189804
2.1769631255259591e-10,0.008360544271283521,0.8663344947633836,5.005806433499587,1.6315448514152886,0.008606881321777227,0.8673269833121046,5.005834257873297,1.6333286286948026,0.008689314672594595,0.8661137434383712,5.005851951662893,1.631425804550266,1.266008616458656,1.2640233971311619,1.2642638906911914,5.0,-0.42292880794199056
2.412913959560571e-10,0.017281240330634606,0.8876413801382873,5.007584964704376,1.5937302314851196,0.017476127377953343,0.8886533184421471,5.00760431874309,1.5954125275858688,0.017553303095286354,0.887429012538026,5.0076198080030965,1.593577527816651,1.2803234506486711,1.278376687091051,1.2786457158854798,5.0,-0.4146687424511934
2.8848156276297954e-10,0.031103513644871406,0.933217497148983,5.009646029943077,1.5448435371745828,0.031236579145216825,0.9342592589190627,5.009660882545341,1.5463769306378503,0.03130153177891126,0.9330134175967182,5.009673571140467,1.5446403624021352,1.3145662666977325,1.3126857878004887,1.3130036539947825,5.0,-0.40443394596056326
3.828618963768244e-10,0.04447056281669892,1.0284939868192962,5.010957320345653,1.511690048747905,0.044532918346516626,1.0295694230457233,5.010959436557513,1.5130561998981502,0.04457906717502036,1.0282754015381665,5.010969844540067,1.5114112140477272,1.3923724193113458,1.3905581419661228,1.390956515908282,5.0,-0.38967746079669335
5.515881176679739e-10,0.04384037810140795,1.1930700327156998,5.010091676779256,1.548125195589156,0.043859314804797545,1.1941629240426472,5.0100897852790744,1.54937305829571,0.043892427218148344,1.1927865366838968,5.010099437002208,1.5477401184982922,1.5295227913035792,1.5277345674659963,1.5282565860122306,5.0,-0.35686912071846577
7.275466797931966e-10,0.03508584715976437,1.3465603102731112,5.008489406726071,1.6313965167570406,0.03508594996503889,1.3476423820699508,5.008482429776515,1.6325895195998552,0.03511741685773351,1.346185492050055,5.00849215031552,1.630896723289697,1.6530412588858319,1.651214970134081,1.6518590201404828,5.0,-0.3154630908910131
9.275466797931966e-10,0.027788177745894593,1.4977137107502432,5.007025546174227,1.7329077271063056,0.027784818040117898,1.4987658390185867,5.007021239706745,1.734043883584159,0.027816235736858652,1.4972259318349814,5.007031338812293,1.7322695663239456,1.7686482778314156,1.7667659838746916,1.7675498860997543,5.0,-0.2708722333343485
1.1275466797931966e-09,0.02263449924426786,1.6275414674805884,5.005946371033387,1.8278029715704274,0.02262578775156532,1.6285505343348756,5.0059389906871585,1.8288752779407538,0.02265754017327859,1.6269309986954066,5.0059493880887285,1.8270216489262474,1.8642000570419768,1.8622508307845442,1.8631774144427118,5.0,-0.23249487923089315
1.3275466797931965e-09,0.018292145493499667,1.738377032097313,5.00490219068776,1.910751062753215,0.018281764183068927,1.739329465595738,5.004896860332537,1.9117440457801125,0.0183198803703426,1.7376357205411934,5.004909747235656,1.909821736711332,1.9430612229465354,1.941040714194708,1.942130984569553,5.0,-0.20183727463091733
1.5275466797931964e-09,0.013378201968005099,1.8297839759751635,5.003558260573302,1.9773342973210668,0.013357880223095697,1.8306517746621584,5.003548534729754,1.978215346921281,0.013412108333575423,1.8288913426511664,5.003566463822949,1.9762230189173093,2.003448660521589,2.0013305197659,2.002641074195724,5.0,-0.18050017629512927
1.7275466797931964e-09,0.007861810316310835,1.9000473210886675,5.002001945880368,2.023721023414803,0.007842727933969784,1.9007939014296045,5.001996071185634,2.0244498422586297,0.007910457538397475,1.8989827105251584,5.00201717688823,2.0223840506063606,2.0421795454331297,2.0399636934915737,2.0415526823925285,5.0,-0.16871565633965444
1.9275466797931963e-09,0.00330974578458032,1.9499093626835793,5.0007807108474776,2.050063289142776,0.0032937289548573556,1.9505019941745094,5.000774729414879,2.0505988123793917,0.0033663479933754292,1.948651922079002,5.000796539142535,2.048463148673489,2.0610398038190514,2.0587442812528955,2.060639115194827,5.0,-0.16406090974246773
2.1275466797931964e-09,0.00047988244681307357,1.9829719310884903,5.000035384495573,2.0611147892040202,0.00047534980260444115,1.9833854176261747,5.000035435505698,2.0614176223783245,0.0005489576885424619,1.9815098760689112,5.000057041921877,2.0592335662909074,2.0661737671912817,2.0638433571208243,2.066049192387046,5.0,-0.1633954489160621
2.3275466797931966e-09,-0.0008256913656337073,2.0040420853591465,4.999725412270822,2.062946303554114,-0.0008234522311540982,2.0042524752785744,4.99972571296867,2.0629774949228636,-0.0007502211909142797,2.0023628328059853,4.999746873101393,2.060775785556657,2.064141019230916,2.061812855536736,2.0643267940303907,5.0,-0.16445529808305231
2.5275466797931967e-09,-0.0012381344459077015,2.0172350094135716,4.99962871501016,2.0603626502501493,-0.001222844764429576,2.0172174757766714,4.999634953108407,2.0600857576758105,-0.0011508602117137334,2.0153319205040505,4.999655565279367,2.0579058197473357,2.059390660240208,2.0571141270125466,2.059930112067576,5.0,-0.16607365396736512
2.727546679793197e-09,-0.0011887945909332398,2.025510289079972,4.999666024100776,2.0563726008436243,-0.0011650587376591526,2.0252367914211074,4.999672739507231,2.0557518914579065,-0.0010953362839229985,2.0233763616867217,4.9996925820095015,2.0536334546284345,2.054343091260151,2.0521589378132186,2.0552677625376585,5.0,-0.16761728160303774
2.927546679793197e-09,-0.0009975105067316914,2.0307480234515953,4.999717464953621,2.0524671415628717,-0.0009587824770336262,2.030189229328925,4.999730517673508,2.0514685163540434,-0.0008925986991739077,2.0283838084964323,4.999749275355689,2.0494572032758827,2.0499467041585486,2.0479102878179636,2.05129832284102,5.0,-0.16893364595786903
3.127546679793197e-09,-0.0007648366861308098,2.0341361140823073,4.99979244168242,2.049256478045098,-0.0007153218686501983,2.033260989465976,4.999806646685483,2.0478460027250875,-0.0006542114673592225,2.031543683448125,4.999823880872221,2.0459886732966814,2.0464840111951337,2.044644634312063,2.048292452819914,5.0,-0.16991878666576504
3.3275466797931972e-09,-0.0005817411367390335,2.036364991530825,4.999836090232078,2.0468380112757347,-0.0005148975932414146,2.035143280658642,4.9998572738857225,2.0449838390221755,-0.0004606545694930686,2.033555477081056,4.999872466945696,2.043334582061225,2.043845158567983,2.042267756442413,2.0461488507038488,5.0,-0.1706666227476244
3.5275466797931974e-09,-0.00042566732632476345,2.0378813522881614,4.999886415766721,2.0451407363195755,-0.00034565068318226366,2.03628326968716,4.999909491145474,2.0428126031151717,-0.00030026325639365137,2.0348688028814745,4.999922053764256,2.0414275503245953,2.041890977451918,2.0406348541845127,2.044714636038505,5.0,-0.1711713964582256
3.7275466797931975e-09,-0.00033012704917578795,2.0389322771859715,4.999905160604557,2.0439941150277843,-0.00023039217953346736,2.0369295369885334,4.9999359036019,2.041165211128475,-0.00019591491188553078,2.035739913141267,4.999945239928414,2.040108214880404,2.040403817547867,2.0395440590718836,2.043779389619921,5.0,-0.17154825930283266
3.927546679793198e-09,-0.0002492244737956062,2.0396937453024995,4.99993417304667,2.0432673584122916,-0.00013421441080441188,2.0372609315224506,4.999967427262302,2.0399144388225166,-0.00011304102926701365,2.0363493166317794,4.999972804603584,2.0392509627764905,2.0392717875249518,2.0388769682118246,2.0432150098012656,5.0,-0.17178177748068812
4.127546679793198e-09,-0.00020864470951920122,2.040245351376624,4.999938269493888,2.0428220380117477,-7.29263473231434e-05,2.0373635621239736,4.999979403913052,2.03892909145559,-6.766016693049437e-05,2.036788798548007,4.9999800686151,2.0387297996421188,2.0383539649322966,2.0385046735466297,2.0428818649020273,5.0,-0.17196227541383335
4.327546679793198e-09,-0.00016878449423829434,2.040668875027783,4.999955572935093,2.042577942097453,-1.7015742483028617e-05,2.0373237048482085,4.999999503463845,2.038136034644878,-3.0081603819787084e-05,2.0371446286404447,4.999994757635263,2.0384711325997484,2.037603926143021,2.0383723262932802,2.04271471006855,5.0,-0.17206037068769986
4.527546679793198e-09,-0.00015749645165930026,2.0409860720155537,4.999952031469608,2.042444937450085,1.533191412206314e-05,2.0371700126941255,5.0000038772010456,2.0374545052253317,-1.8568559047471567e-05,2.037449877620506,4.999992976332527,2.0383979263819247,2.036932452468455,2.038401141498716,2.042624322362383,5.0,-0.17214871605737925
4.727546679793198e-09,-0.0001367400963190324,2.0412365775977865,4.99996402650557,2.0423862730147184,5.1841532997642936e-05,2.0369488554528483,5.00001858822256,2.0368570337178906,-5.3717903655270405e-06,2.0377493667289546,5.000000822930568,2.0384801526536154,2.0363375740524043,2.038578235183417,2.042587375839204,5.0,-0.1721852362367945
4.927546679793198e-09,-0.00013685436924537608,2.0414168199286222,4.999957671351844,2.042346689068198,7.167352643311364e-05,2.0366658209460984,5.00001976004324,2.036300246728976,-1.1284256243637714e-05,2.038051112426674,4.9999944163340135,2.038675473563477,2.0357650753727436,2.038856580858038,2.042546577920917,5.0,-0.1722316668902143
5.1275466797931985e-09,-0.00012284023955833057,2.0415490333492596,4.999967743448373,2.042313285837996,9.959581496410408e-05,2.0363521803413995,5.000032008767771,2.03578314844517,-1.1420733027955876e-05,2.0383826693396214,4.999998426853491,2.038977441597137,2.0352358385766243,2.0392429868809367,2.042498887394111,5.0,-0.17224086027634622
5.327546679793199e-09,-0.0001256100173796515,2.041618978501671,4.999960947732015,2.0422481009321545,0.00011391511421998679,2.036005109506358,5.000031837816431,2.035282226484954,-2.7317500929435745e-05,2.038741067668328,4.999989392281135,2.0393602456700815,2.0347133885596733,2.039704238516883,2.042401856946728,5.0,-0.17226843961516292
5.527546679793199e-09,-0.0001120854439097263,2.041641043677057,4.999970814203584,2.0421492264976426,0.00013759390234391322,2.035650263251305,5.000042782887984,2.034809963982804,-3.57699338159323e-05,2.0391454770381405,4.9999909345621365,2.0398273605859325,2.0342297731664627,2.0402544349766343,2.0422612760388796,5.0,-0.17226575082519266
5.727546679793199e-09,-0.00011297244833541331,2.0415965641550176,4.999964813560556,2.041986961243299,0.0001488714935667934,2.0352825046228777,5.000041899712202,2.0343534017707947,-5.824830860923225e-05,2.039587454690291,4.999980186368082,2.0403595561248107,2.033758217825082,2.0408654689873553,2.0420418942310854,5.0,-0.1722848148982324
5.927546679793199e-09,-9.65400626140589e-05,2.0414963172519243,4.999975416755421,2.0417643680315516,0.00016948931515170518,2.034925875341417,5.000051837628221,2.0339320732696438,-7.262414088726743e-05,2.0400812167847437,4.99997992375794,2.040963189080833,2.033336527325359,2.041552695425736,2.0417534421149863,5.0,-0.17227711671175303
6.127546679793199e-09,-9.294824950234482e-05,2.0413201416918656,4.9999709221069315,2.04145611231756,0.00017798145072633886,2.0345755209384877,5.000050271591758,2.033539130706239,-9.991977938017538e-05,2.0406149049768687,4.9999679453863575,2.041620610024664,2.0329438989879423,2.0422888383569378,2.0413648209805286,5.0,-0.17229226544683982
6.327546679793199e-09,-7.155308519479764e-05,2.0410773484148605,4.999982838060748,2.0410678790175614,0.0001951475221801946,2.0342555663553865,5.000059066821537,2.033198112893943,-0.0001187877659281078,2.0411989837091093,4.99996628955406,2.042337520592219,2.0326213440609258,2.0430874909102723,2.0408879889612317,5.0,-0.1722826038635575
6.5275466797931994e-09,-6.184278264664833e-05,2.0407478943603374,4.999980299742286,2.040577386639413,0.00019997541219995973,2.033962481532134,5.000056536749144,2.032906117243818,-0.00014962993610190267,2.041818791415999,4.999953443231742,2.0430952849263977,2.032352156631862,2.0439199870292586,2.0402951423795797,5.0,-0.17229588906371704
6.7275466797931996e-09,-3.414836135340327e-05,2.0403409524492746,4.999993905376583,2.039992391093598,0.00021246547103581648,2.033721095110491,5.000063822339613,2.032689119905717,-0.00017172821580002662,2.0424813104532142,4.999950769989582,2.04389708829542,2.032179165344775,2.044796550069914,2.0396002678900085,5.0,-0.17228561817186494
