# artifact_type: raw_data
# circuit_file: 05_bjt_current_mirror.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\op_analysis\05_bjt_current_mirror.cir
# analysis_type: op
# executor: spice
# timestamp: 2026-04-22T10:26:56.562105

Index,V(mirror),V(ref),V(vdd),I(VDD)
0.0,4.82681579446904,0.6551759207754995,10.0,-0.002034636841106192
