bundle_rel_path,bundle_timestamp,circuit_name,circuit_stem,analysis_type,success,duration_ms,metric_row_count,metric_values,artifact_file_count,manifest_error_count,warning_count,error_count,first_error,data_point_count,signal_count,timestamp,x_axis_kind,analysis_command,result_file_path,has_metrics
common_emitter_amplifier/2026-04-22_10-26-06_140900,2026-04-22_10-26-06_140900,common_emitter_amplifier.cir,common_emitter_amplifier,ac,True,10.850667953491211,0,{},10,0,0,0,,839,9,2026-04-22T10:26:06.140900,frequency,.ac dec 101 1 200Meg,E:\Individual Project\circuit_design_ai\TestWork\cir\common_emitter_amplifier.cir,False
common_emitter_amplifier/2026-04-22_15-51-54_621189,2026-04-22_15-51-54_621189,common_emitter_amplifier.cir,common_emitter_amplifier,ac,True,7.013797760009766,0,{},10,0,0,0,,839,9,2026-04-22T15:51:54.621189,frequency,.ac dec 101 1 200Meg,E:\Individual Project\circuit_design_ai\TestCircuit\cir\common_emitter_amplifier.cir,False
differential_amplifier/2026-04-22_10-26-08_046607,2026-04-22_10-26-08_046607,differential_amplifier.cir,differential_amplifier,tran,True,10.815620422363281,0,{},10,0,0,0,,1008,15,2026-04-22T10:26:08.046607,time,.tran 20u 20m,E:\Individual Project\circuit_design_ai\TestWork\cir\differential_amplifier.cir,False
differential_amplifier/2026-04-22_15-51-54_720604,2026-04-22_15-51-54_720604,differential_amplifier.cir,differential_amplifier,tran,True,7.518291473388672,0,{},10,0,0,0,,1008,15,2026-04-22T15:51:54.720604,time,.tran 20u 20m,E:\Individual Project\circuit_design_ai\TestCircuit\cir\differential_amplifier.cir,False
inverting amplifier/2026-04-22_10-26-09_947959,2026-04-22_10-26-09_947959,inverting amplifier.cir,inverting amplifier,tran,True,10.081052780151367,0,{},10,0,0,0,,1008,11,2026-04-22T10:26:09.947959,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestWork\cir\inverting amplifier.cir,False
inverting amplifier/2026-04-22_15-51-54_806269,2026-04-22_15-51-54_806269,inverting amplifier.cir,inverting amplifier,tran,True,6.006717681884766,0,{},10,0,0,0,,1008,11,2026-04-22T15:51:54.806269,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestCircuit\cir\inverting amplifier.cir,False
multistage_amplifier/2026-04-22_10-26-11_833282,2026-04-22_10-26-11_833282,multistage_amplifier.cir,multistage_amplifier,tran,True,12.003183364868164,0,{},10,0,0,0,,1011,15,2026-04-22T10:26:11.833282,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestWork\cir\multistage_amplifier.cir,False
multistage_amplifier/2026-04-22_15-51-54_876072,2026-04-22_15-51-54_876072,multistage_amplifier.cir,multistage_amplifier,tran,True,8.522748947143555,0,{},10,0,0,0,,1011,15,2026-04-22T15:51:54.876072,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestCircuit\cir\multistage_amplifier.cir,False
NMOS/2026-04-22_10-26-13_715047,2026-04-22_10-26-13_715047,NMOS.cir,NMOS,dc,True,7.018566131591797,0,{},10,0,0,0,,217,6,2026-04-22T10:26:13.715047,sweep,.dc V1 0V 300V 10V V2 0V 30V 5V,E:\Individual Project\circuit_design_ai\TestWork\cir\NMOS.cir,False
NMOS/2026-04-22_15-51-54_959790,2026-04-22_15-51-54_959790,NMOS.cir,NMOS,dc,True,2.5038719177246094,0,{},10,0,0,0,,217,6,2026-04-22T15:51:54.959790,sweep,.dc V1 0V 300V 10V V2 0V 30V 5V,E:\Individual Project\circuit_design_ai\TestCircuit\cir\NMOS.cir,False
non-inverting amplifier/2026-04-22_10-26-15_963764,2026-04-22_10-26-15_963764,non-inverting amplifier.cir,non-inverting amplifier,tran,True,9.010791778564453,0,{},10,0,0,0,,1008,11,2026-04-22T10:26:15.963764,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestWork\cir\non-inverting amplifier.cir,False
non-inverting amplifier/2026-04-22_15-51-54_988873,2026-04-22_15-51-54_988873,non-inverting amplifier.cir,non-inverting amplifier,tran,True,6.01506233215332,0,{},10,0,0,0,,1008,11,2026-04-22T15:51:54.988873,time,.tran 20u 20ms,E:\Individual Project\circuit_design_ai\TestCircuit\cir\non-inverting amplifier.cir,False
