# artifact_type: raw_data
# circuit_file: amplifier circuit.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\amplifier circuit.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:01.903172

Time (s),V(n001),V(n002),V(n003),V(n004),V(n005),V(xu1.ndrv),I(E.XU1.E1),I(V1),I(V2),I(V3)
0.002505600000000005,-3.5181708764260425e-07,0.35178190906473417,12.0,-0.03517857790526982,-12.0,0.3518170876426043,-3.5178577870109695e-05,-1.2e-11,3.517822608818218e-05,-1.2e-11
0.002525600000000005,-1.6017109570433417e-06,1.6015508002015997,12.0,-0.16015684190221272,-12.0,1.6017109570433417,-0.0001601568417419763,-1.2e-11,0.00016015524019125568,-1.2e-11
0.002545600000000005,-2.8263448878357757e-06,2.826062278499229,12.0,-0.2826093368292995,-12.0,2.8263448878357758,-0.0002826093365468907,-1.2e-11,0.00028260651048441166,-1.2e-11
0.002565600000000005,-4.006405671370442e-06,4.00600506645715,12.0,-0.4006049136919535,-12.0,4.006405671370442,-0.00040060491329185766,-1.2e-11,0.00040060090728628216,-1.2e-11
0.002585600000000005,-5.123283044156839e-06,5.122770761445595,12.0,-0.5122827117559081,-12.0,5.123283044156839,-0.0005122827112442607,-1.2e-11,0.000512277588472864,-1.2e-11
0.0026056000000000052,-6.159363182835943e-06,6.158747301331126,12.0,-0.6158815054326137,-12.0,6.159363182835943,-0.0006158815048165067,-1.2e-11,0.0006158753460694309,-1.2e-11
0.0026256000000000053,-7.098306484696507e-06,7.097596717217358,12.0,-0.7097674798588689,-12.0,7.098306484696507,-0.0007097674791491926,-1.2e-11,0.0007097603815523842,-1.2e-11
0.0026456000000000053,-7.925305252970673e-06,7.9245127929743315,12.0,-0.7924599971332114,-12.0,7.925305252970673,-0.0007924599963411438,-1.2e-11,0.0007924520718279584,-1.2e-11
0.0026656000000000054,-8.62731722305759e-06,8.626454568111592,12.0,-0.8626549468601046,-12.0,8.62731722305759,-0.0008626549459975763,-1.2e-11,0.0008626463195428815,-1.2e-11
0.0026856000000000054,-9.193271246827393e-06,9.19235200151556,12.0,-0.9192453127499277,-12.0,9.193271246827393,-0.0009192453118327393,-1.2e-11,0.0009192361194786809,-1.2e-11
0.0027056000000000055,-9.614241891240683e-06,9.613280552610718,12.0,-0.9613386309271521,-12.0,9.614241891240683,-0.0009613386299651694,-1.2e-11,0.0009613290166852609,-1.2e-11
0.0027256000000000055,-9.883590197759392e-06,9.882601926695761,12.0,-0.9882710646187935,-12.0,9.883590197759391,-0.0009882710636297531,-1.2e-11,0.0009882611810285958,-1.2e-11
