# artifact_type: raw_data
# circuit_file: amplifier circuit.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\amplifier circuit.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:01.903172

Time (s),V(n001),V(n002),V(n003),V(n004),V(n005),V(xu1.ndrv),I(E.XU1.E1),I(V1),I(V2),I(V3)
0.0027456000000000056,-9.997068382688839e-06,9.996068764816581,12.0,-0.999617873256879,-12.0,9.99706838268884,-0.0009996178722584403,-1.2e-11,0.0009996078761884963,-1.2e-11
0.0027656000000000056,-9.952886827264094e-06,9.951891627154197,12.0,-0.9952001108909297,-12.0,9.952886827264093,-0.0009952001098962882,-1.2e-11,0.0009951901580041026,-1.2e-11
0.0027856000000000057,-9.751742301006998e-06,9.750767213559701,12.0,-0.9750874482725012,-12.0,9.751742301006999,-0.0009750874472977955,-1.2e-11,0.0009750776965302001,-1.2e-11
0.0028056000000000057,-9.396806973254542e-06,9.395867376181375,12.0,-0.9395970741058081,-12.0,9.396806973254542,-0.0009395970731667092,-1.2e-11,0.0009395876772988348,-1.2e-11
0.002825600000000006,-8.893678386153468e-06,8.892789097461565,12.0,-0.8892886927923812,-12.0,8.893678386153468,-0.0008892886919031895,-1.2e-11,0.000889279799113995,-1.2e-11
0.002845600000000006,-8.25029117807679e-06,8.249466222380056,12.0,-0.8249556975583014,-12.0,8.25029117807679,-0.0008249556967339089,-1.2e-11,0.0008249474472671233,-1.2e-11
0.002865600000000006,-7.4767919496368e-06,7.476044336979378,12.0,-0.7476126581690824,-12.0,7.4767919496368,-0.0007476126574221809,-1.2e-11,0.0007476051813771328,-1.2e-11
0.002885600000000006,-6.585379245732025e-06,6.584720766412125,12.0,-0.6584793205583828,-12.0,6.585379245732025,-0.0006584793198998184,-1.2e-11,0.0006584727351791371,-1.2e-11
0.002905600000000006,-5.59011117720718e-06,5.589552215837033,12.0,-0.5589613707059982,-12.0,5.59011117720718,-0.0005589613701468821,-1.2e-11,0.000558955780594821,-1.2e-11
0.002925600000000006,-4.506683716047194e-06,4.506233087781514,12.0,-0.4506282661302391,-12.0,4.506683716047195,-0.00045062826568020853,-1.2e-11,0.00045062375944652307,-1.2e-11
0.002945600000000006,-3.3521831605228173e-06,3.351847972038547,12.0,-0.3351884846053313,-12.0,3.3521831605228174,-0.0003351884842706099,-1.2e-11,0.0003351851324221708,-1.2e-11
0.002965600000000006,-2.1448166740598407e-06,2.144602211479609,12.0,-0.21446258044630231,-12.0,2.144816674059841,-0.00021446258023205544,-1.2e-11,0.00021446043562962827,-1.2e-11
0.0029856000000000062,-9.036251473955639e-07,0.9035347929223744,12.0,-0.09035447327989957,-12.0,0.903625147395564,-9.035447318961332e-05,-1.2e-11,9.035356965475218e-05,-1.2e-11
0.0030056000000000063,3.518170876426741e-07,-0.35178190906480394,12.0,0.0351785779052768,-12.0,-0.35181708764267405,3.5178577870109695e-05,-1.2e-11,-3.517822608818916e-05,-1.2e-11
0.0030256000000000063,1.6017109570434457e-06,-1.6015508002017036,12.0,0.1601568419022231,-12.0,-1.6017109570434458,0.00016015684174219835,-1.2e-11,-0.00016015524019126606,-1.2e-11
0.0030456000000000064,2.82634488783586e-06,-2.8260622784993132,12.0,0.28260933682930794,-12.0,-2.82634488783586,0.0002826093365468907,-1.2e-11,-0.0002826065104844201,-1.2e-11
0.0030656000000000064,4.006405671370506e-06,-4.006005066457215,12.0,0.40060491369195994,-12.0,-4.006405671370506,0.0004006049132909695,-1.2e-11,-0.0004006009072862886,-1.2e-11
0.0030856000000000065,5.1232830441569e-06,-5.122770761445656,12.0,0.5122827117559141,-12.0,-5.1232830441569,0.0005122827112442607,-1.2e-11,-0.00051227758847287,-1.2e-11
0.0031056000000000065,6.159363182835997e-06,-6.15874730133118,12.0,0.6158815054326191,-12.0,-6.159363182835997,0.0006158815048165067,-1.2e-11,-0.0006158753460694363,-1.2e-11
0.0031256000000000066,7.09830648469658e-06,-7.097596717217431,12.0,0.7097674798588762,-12.0,-7.09830648469658,0.0007097674791491926,-1.2e-11,-0.0007097603815523915,-1.2e-11
0.0031456000000000066,7.925305252970715e-06,-7.924512792974374,12.0,0.7924599971332156,-12.0,-7.925305252970715,0.0007924599963411438,-1.2e-11,-0.0007924520718279627,-1.2e-11
0.0031656000000000067,8.627317223057625e-06,-8.626454568111628,12.0,0.8626549468601081,-12.0,-8.627317223057625,0.0008626549459975763,-1.2e-11,-0.0008626463195428851,-1.2e-11
0.0031856000000000067,9.193271246827421e-06,-9.19235200151559,12.0,0.9192453127499305,-12.0,-9.193271246827422,0.0009192453118309629,-1.2e-11,-0.0009192361194786837,-1.2e-11
0.003205600000000007,9.614241891240712e-06,-9.613280552610746,12.0,0.961338630927155,-12.0,-9.614241891240713,0.0009613386299669457,-1.2e-11,-0.0009613290166852638,-1.2e-11
0.003225600000000007,9.883590197759409e-06,-9.882601926695777,12.0,0.9882710646187952,-12.0,-9.883590197759409,0.0009882710636315295,-1.2e-11,-0.0009882611810285975,-1.2e-11
0.003245600000000007,9.997068382688839e-06,-9.996068764816581,12.0,0.9996178732568791,-12.0,-9.99706838268884,0.0009996178722584403,-1.2e-11,-0.0009996078761884963,-1.2e-11
0.003265600000000007,9.952886827264089e-06,-9.951891627154192,12.0,0.9952001108909291,-12.0,-9.952886827264088,0.0009952001098962882,-1.2e-11,-0.000995190158004102,-1.2e-11
0.003285600000000007,9.751742301006983e-06,-9.750767213559685,12.0,0.9750874482724996,-12.0,-9.751742301006983,0.0009750874472977955,-1.2e-11,-0.0009750776965301986,-1.2e-11
0.003305600000000007,9.396806973254506e-06,-9.39586737618134,12.0,0.9395970741058045,-12.0,-9.396806973254506,0.0009395970731667092,-1.2e-11,-0.0009395876772988313,-1.2e-11
0.003325600000000007,8.893678386153419e-06,-8.892789097461515,12.0,0.8892886927923763,-12.0,-8.89367838615342,0.0008892886919049658,-1.2e-11,-0.0008892797991139901,-1.2e-11
0.003345600000000007,8.25029117807675e-06,-8.249466222380015,12.0,0.8249556975582975,-12.0,-8.250291178076749,0.0008249556967339089,-1.2e-11,-0.0008249474472671194,-1.2e-11
0.003365600000000007,7.476791949636754e-06,-7.476044336979332,12.0,0.7476126581690778,-12.0,-7.4767919496367545,0.0007476126574221809,-1.2e-11,-0.0007476051813771282,-1.2e-11
0.0033856000000000073,6.585379245731973e-06,-6.584720766412073,12.0,0.6584793205583775,-12.0,-6.585379245731973,0.0006584793198998184,-1.2e-11,-0.0006584727351791319,-1.2e-11
0.0034056000000000073,5.590111177207092e-06,-5.589552215836945,12.0,0.5589613707059894,-12.0,-5.590111177207092,0.0005589613701468821,-1.2e-11,-0.0005589557805948122,-1.2e-11
0.0034256000000000074,4.506683716047132e-06,-4.506233087781452,12.0,0.4506282661302329,-12.0,-4.506683716047132,0.00045062826567932035,-1.2e-11,-0.00045062375944651683,-1.2e-11
0.0034456000000000074,3.3521831605227516e-06,-3.3518479720384815,12.0,0.3351884846053247,-12.0,-3.3521831605227517,0.0003351884842701658,-1.2e-11,-0.0003351851324221642,-1.2e-11
0.0034656000000000075,2.144816674059772e-06,-2.14460221147954,12.0,0.2144625804462955,-12.0,-2.144816674059772,0.00021446258023205544,-1.2e-11,-0.00021446043562962144,-1.2e-11
0.0034856000000000075,9.036251473954589e-07,-0.9035347929222693,12.0,0.09035447327988907,-12.0,-0.9036251473954588,9.03544731895023e-05,-1.2e-11,-9.035356965474168e-05,-1.2e-11
0.0035056000000000076,-3.518170876427438e-07,0.35178190906487367,12.0,-0.035178577905283774,-12.0,0.3518170876427438,-3.5178577870109695e-05,-1.2e-11,3.517822608819613e-05,-1.2e-11
0.0035256000000000076,-1.6017109570435147e-06,1.6015508002017727,12.0,-0.16015684190223,-12.0,1.6017109570435146,-0.0001601568417419763,-1.2e-11,0.00016015524019127297,-1.2e-11
0.0035456000000000077,-2.826344887835927e-06,2.82606227849938,12.0,-0.2826093368293146,-12.0,2.8263448878359267,-0.0002826093365468907,-1.2e-11,0.0002826065104844268,-1.2e-11
0.0035656000000000077,-4.0064056713705695e-06,4.006005066457278,12.0,-0.4006049136919663,-12.0,4.00640567137057,-0.00040060491329185766,-1.2e-11,0.00040060090728629496,-1.2e-11
0.003585600000000008,-5.12328304415699e-06,5.1227707614457465,12.0,-0.5122827117559232,-12.0,5.123283044156991,-0.0005122827112442607,-1.2e-11,0.0005122775884728792,-1.2e-11
0.003605600000000008,-6.15936318283608e-06,6.158747301331263,12.0,-0.6158815054326274,-12.0,6.15936318283608,-0.0006158815048173949,-1.2e-11,0.0006158753460694447,-1.2e-11
0.003625600000000008,-7.098306484696631e-06,7.097596717217481,12.0,-0.7097674798588812,-12.0,7.098306484696631,-0.0007097674791500808,-1.2e-11,0.0007097603815523966,-1.2e-11
0.003645600000000008,-7.925305252970758e-06,7.924512792974417,12.0,-0.7924599971332199,-12.0,7.925305252970758,-0.0007924599963411438,-1.2e-11,0.0007924520718279669,-1.2e-11
0.003665600000000008,-8.62731722305766e-06,8.626454568111663,12.0,-0.8626549468601117,-12.0,8.627317223057661,-0.0008626549459975763,-1.2e-11,0.0008626463195428887,-1.2e-11
0.003685600000000008,-9.193271246827462e-06,9.192352001515632,12.0,-0.9192453127499346,-12.0,9.193271246827463,-0.0009192453118309629,-1.2e-11,0.0009192361194786878,-1.2e-11
0.003705600000000008,-9.614241891240733e-06,9.613280552610766,12.0,-0.9613386309271569,-12.0,9.614241891240733,-0.0009613386299669457,-1.2e-11,0.0009613290166852657,-1.2e-11
0.003725600000000008,-9.883590197759417e-06,9.882601926695786,12.0,-0.9882710646187962,-12.0,9.883590197759418,-0.0009882710636315295,-1.2e-11,0.0009882611810285984,-1.2e-11
0.003745600000000008,-9.99706838268884e-06,9.996068764816583,12.0,-0.9996178732568793,-12.0,9.997068382688841,-0.0009996178722584403,-1.2e-11,0.0009996078761884966,-1.2e-11
0.0037656000000000083,-9.952886827264082e-06,9.951891627154186,12.0,-0.9952001108909284,-12.0,9.952886827264082,-0.0009952001098962882,-1.2e-11,0.0009951901580041013,-1.2e-11
0.0037856000000000083,-9.75174230100696e-06,9.750767213559662,12.0,-0.9750874482724973,-12.0,9.75174230100696,-0.0009750874472977955,-1.2e-11,0.0009750776965301962,-1.2e-11
0.0038056000000000084,-9.396806973254483e-06,9.395867376181316,12.0,-0.9395970741058021,-12.0,9.396806973254483,-0.0009395970731667092,-1.2e-11,0.0009395876772988289,-1.2e-11
0.0038256000000000084,-8.893678386153387e-06,8.892789097461483,12.0,-0.8892886927923731,-12.0,8.893678386153386,-0.0008892886919031895,-1.2e-11,0.0008892797991139869,-1.2e-11
0.0038456000000000085,-8.25029117807671e-06,8.249466222379976,12.0,-0.8249556975582936,-12.0,8.25029117807671,-0.0008249556967339089,-1.2e-11,0.0008249474472671155,-1.2e-11
0.0038656000000000085,-7.476791949636684e-06,7.476044336979262,12.0,-0.7476126581690709,-12.0,7.4767919496366835,-0.0007476126574212927,-1.2e-11,0.0007476051813771211,-1.2e-11
0.0038856000000000086,-6.585379245731893e-06,6.584720766411992,12.0,-0.6584793205583696,-12.0,6.585379245731893,-0.0006584793199007066,-1.2e-11,0.0006584727351791239,-1.2e-11
0.0039056000000000086,-5.590111177207035e-06,5.589552215836887,12.0,-0.5589613707059836,-12.0,5.590111177207034,-0.0005589613701468821,-1.2e-11,0.0005589557805948064,-1.2e-11
0.003925600000000008,-4.50668371604707e-06,4.50623308778139,12.0,-0.45062826613022666,-12.0,4.506683716047069,-0.00045062826567932035,-1.2e-11,0.00045062375944651065,-1.2e-11
0.003945600000000008,-3.352183160522686e-06,3.351847972038416,12.0,-0.33518848460531814,-12.0,3.352183160522686,-0.0003351884842701658,-1.2e-11,0.00033518513242215765,-1.2e-11
0.003965600000000008,-2.1448166740597043e-06,2.1446022114794725,12.0,-0.2144625804462887,-12.0,2.144816674059704,-0.00021446258023161135,-1.2e-11,0.00021446043562961463,-1.2e-11
0.003985600000000008,-9.036251473954249e-07,0.9035347929222354,12.0,-0.09035447327988566,-12.0,0.9036251473954249,-9.03544731895023e-05,-1.2e-11,9.035356965473828e-05,-1.2e-11
0.0040056000000000085,3.518170876427781e-07,-0.35178190906490797,12.0,0.0351785779052872,-12.0,-0.3518170876427781,3.5178577870109695e-05,-1.2e-11,-3.517822608819956e-05,-1.2e-11
0.0040256000000000085,1.6017109570435486e-06,-1.6015508002018064,12.0,0.1601568419022334,-12.0,-1.6017109570435486,0.00016015684174219835,-1.2e-11,-0.00016015524019127636,-1.2e-11
0.0040456000000000086,2.82634488783596e-06,-2.826062278499413,12.0,0.28260933682931794,-12.0,-2.82634488783596,0.0002826093365468907,-1.2e-11,-0.0002826065104844301,-1.2e-11
0.004065600000000009,4.006405671370634e-06,-4.006005066457342,12.0,0.4006049136919727,-12.0,-4.006405671370634,0.00040060491329185766,-1.2e-11,-0.00040060090728630135,-1.2e-11
0.004085600000000009,5.1232830441569896e-06,-5.122770761445746,12.0,0.5122827117559231,-12.0,-5.12328304415699,0.0005122827112442607,-1.2e-11,-0.000512277588472879,-1.2e-11
0.004105600000000009,6.1593631828361066e-06,-6.15874730133129,12.0,0.6158815054326301,-12.0,-6.159363182836106,0.0006158815048165067,-1.2e-11,-0.0006158753460694473,-1.2e-11
0.004125600000000009,7.098306484696655e-06,-7.097596717217505,12.0,0.7097674798588837,-12.0,-7.098306484696654,0.0007097674791491926,-1.2e-11,-0.000709760381552399,-1.2e-11
0.004145600000000009,7.9253052529708e-06,-7.9245127929744585,12.0,0.7924599971332241,-12.0,-7.9253052529708,0.0007924599963411438,-1.2e-11,-0.0007924520718279711,-1.2e-11
0.004165600000000009,8.627317223057715e-06,-8.626454568111717,12.0,0.862654946860117,-12.0,-8.627317223057714,0.0008626549459975763,-1.2e-11,-0.000862646319542894,-1.2e-11
0.004185600000000009,9.193271246827476e-06,-9.192352001515644,12.0,0.9192453127499359,-12.0,-9.193271246827475,0.0009192453118309629,-1.2e-11,-0.0009192361194786891,-1.2e-11
0.004205600000000009,9.614241891240751e-06,-9.613280552610785,12.0,0.9613386309271589,-12.0,-9.61424189124075,0.0009613386299651694,-1.2e-11,-0.0009613290166852677,-1.2e-11
0.004225600000000009,9.883590197759429e-06,-9.882601926695799,12.0,0.9882710646187973,-12.0,-9.883590197759428,0.0009882710636297531,-1.2e-11,-0.0009882611810285995,-1.2e-11
0.004245600000000009,9.997068382688846e-06,-9.996068764816588,12.0,0.9996178732568797,-12.0,-9.997068382688845,0.000999617872256664,-1.2e-11,-0.000999607876188497,-1.2e-11
0.004265600000000009,9.952886827264077e-06,-9.95189162715418,12.0,0.9952001108909281,-12.0,-9.952886827264077,0.0009952001098962882,-1.2e-11,-0.0009951901580041009,-1.2e-11
0.004285600000000009,9.751742301006953e-06,-9.750767213559655,12.0,0.9750874482724965,-12.0,-9.751742301006953,0.0009750874472977955,-1.2e-11,-0.0009750776965301955,-1.2e-11
0.004305600000000009,9.396806973254471e-06,-9.395867376181304,12.0,0.939597074105801,-12.0,-9.39680697325447,0.0009395970731667092,-1.2e-11,-0.0009395876772988277,-1.2e-11
0.004325600000000009,8.893678386153356e-06,-8.892789097461453,12.0,0.88928869279237,-12.0,-8.893678386153356,0.0008892886919031895,-1.2e-11,-0.0008892797991139838,-1.2e-11
0.004345600000000009,8.25029117807669e-06,-8.249466222379956,12.0,0.8249556975582916,-12.0,-8.25029117807669,0.0008249556967339089,-1.2e-11,-0.0008249474472671135,-1.2e-11
0.004365600000000009,7.476791949636661e-06,-7.476044336979239,12.0,0.7476126581690685,-12.0,-7.476791949636661,0.0007476126574221809,-1.2e-11,-0.0007476051813771189,-1.2e-11
0.0043856000000000095,6.585379245731867e-06,-6.584720766411967,12.0,0.658479320558367,-12.0,-6.5853792457318665,0.0006584793198998184,-1.2e-11,-0.0006584727351791213,-1.2e-11
0.0044056000000000095,5.590111177206976e-06,-5.589552215836829,12.0,0.5589613707059778,-12.0,-5.5901111772069765,0.0005589613701477703,-1.2e-11,-0.0005589557805948006,-1.2e-11
0.0044256000000000096,4.506683716046975e-06,-4.506233087781295,12.0,0.4506282661302172,-12.0,-4.506683716046975,0.00045062826568020853,-1.2e-11,-0.00045062375944650117,-1.2e-11
0.00444560000000001,3.35218316052262e-06,-3.3518479720383496,12.0,0.33518848460531153,-12.0,-3.3521831605226198,0.0003351884842701658,-1.2e-11,-0.00033518513242215104,-1.2e-11
0.00446560000000001,2.1448166740596014e-06,-2.1446022114793695,12.0,0.2144625804462784,-12.0,-2.1448166740596015,0.00021446258023205544,-1.2e-11,-0.00021446043562960433,-1.2e-11
0.00448560000000001,9.036251473953199e-07,-0.9035347929221303,12.0,0.09035447327987517,-12.0,-0.9036251473953198,9.03544731895023e-05,-1.2e-11,-9.035356965472777e-05,-1.2e-11
0.00450560000000001,-3.51817087642919e-07,0.35178190906504886,12.0,-0.03517857790530129,-12.0,0.35181708764291897,-3.5178577870109695e-05,-1.2e-11,3.517822608821365e-05,-1.2e-11
0.00452560000000001,-1.6017109570436174e-06,1.6015508002018752,12.0,-0.16015684190224028,-12.0,1.6017109570436174,-0.00016015684174219835,-1.2e-11,0.00016015524019128325,-1.2e-11
0.00454560000000001,-2.826344887836061e-06,2.8260622784995144,12.0,-0.28260933682932804,-12.0,2.8263448878360613,-0.0002826093365468907,-1.2e-11,0.0002826065104844402,-1.2e-11
0.00456560000000001,-4.006405671370665e-06,4.006005066457374,12.0,-0.4006049136919759,-12.0,4.006405671370665,-0.0004006049132909695,-1.2e-11,0.0004006009072863045,-1.2e-11
0.00458560000000001,-5.12328304415711e-06,5.1227707614458655,12.0,-0.5122827117559352,-12.0,5.12328304415711,-0.0005122827112442607,-1.2e-11,0.0005122775884728911,-1.2e-11
0.00460560000000001,-6.159363182836162e-06,6.158747301331345,12.0,-0.6158815054326356,-12.0,6.159363182836161,-0.0006158815048165067,-1.2e-11,0.0006158753460694528,-1.2e-11
0.00462560000000001,-7.098306484696729e-06,7.09759671721758,12.0,-0.7097674798588911,-12.0,7.098306484696729,-0.0007097674791491926,-1.2e-11,0.0007097603815524065,-1.2e-11
0.00464560000000001,-7.925305252970822e-06,7.924512792974481,12.0,-0.7924599971332262,-12.0,7.925305252970822,-0.0007924599963411438,-1.2e-11,0.0007924520718279733,-1.2e-11
0.00466560000000001,-8.627317223057732e-06,8.626454568111734,12.0,-0.8626549468601188,-12.0,8.627317223057732,-0.0008626549459975763,-1.2e-11,0.0008626463195428957,-1.2e-11
0.00468560000000001,-9.193271246827516e-06,9.192352001515685,12.0,-0.91924531274994,-12.0,9.193271246827516,-0.0009192453118309629,-1.2e-11,0.0009192361194786932,-1.2e-11
0.00470560000000001,-9.614241891240771e-06,9.613280552610805,12.0,-0.9613386309271608,-12.0,9.614241891240772,-0.0009613386299669457,-1.2e-11,0.0009613290166852696,-1.2e-11
0.00472560000000001,-9.883590197759444e-06,9.882601926695813,12.0,-0.9882710646187989,-12.0,9.883590197759444,-0.0009882710636315295,-1.2e-11,0.000988261181028601,-1.2e-11
0.00474560000000001,-9.997068382688846e-06,9.996068764816588,12.0,-0.9996178732568798,-12.0,9.997068382688845,-0.000999617872256664,-1.2e-11,0.000999607876188497,-1.2e-11
0.0047656000000000105,-9.952886827264068e-06,9.951891627154172,12.0,-0.9952001108909271,-12.0,9.952886827264068,-0.0009952001098962882,-1.2e-11,0.0009951901580041,-1.2e-11
0.0047856000000000105,-9.751742301006937e-06,9.750767213559639,12.0,-0.9750874482724949,-12.0,9.751742301006937,-0.0009750874472977955,-1.2e-11,0.000975077696530194,-1.2e-11
0.0048056000000000106,-9.396806973254434e-06,9.395867376181267,12.0,-0.9395970741057973,-12.0,9.396806973254433,-0.0009395970731667092,-1.2e-11,0.000939587677298824,-1.2e-11
0.004825600000000011,-8.89367838615334e-06,8.892789097461437,12.0,-0.8892886927923684,-12.0,8.89367838615334,-0.0008892886919031895,-1.2e-11,0.0008892797991139822,-1.2e-11
0.004845600000000011,-8.25029117807663e-06,8.249466222379898,12.0,-0.8249556975582856,-12.0,8.250291178076631,-0.0008249556967339089,-1.2e-11,0.0008249474472671075,-1.2e-11
0.004865600000000011,-7.476791949636614e-06,7.476044336979193,12.0,-0.7476126581690639,-12.0,7.476791949636614,-0.0007476126574212927,-1.2e-11,0.0007476051813771142,-1.2e-11
0.004885600000000011,-6.585379245731789e-06,6.5847207664118885,12.0,-0.6584793205583591,-12.0,6.585379245731788,-0.0006584793198998184,-1.2e-11,0.0006584727351791134,-1.2e-11
0.004905600000000011,-5.590111177206948e-06,5.589552215836801,12.0,-0.558961370705975,-12.0,5.590111177206948,-0.0005589613701468821,-1.2e-11,0.0005589557805947978,-1.2e-11
0.004925600000000011,-4.506683716046945e-06,4.506233087781266,12.0,-0.4506282661302142,-12.0,4.506683716046945,-0.00045062826567932035,-1.2e-11,0.00045062375944649813,-1.2e-11
0.004945600000000011,-3.352183160522521e-06,3.3518479720382506,12.0,-0.3351884846053016,-12.0,3.3521831605225207,-0.0003351884842701658,-1.2e-11,0.0003351851324221411,-1.2e-11
0.004965600000000011,-2.1448166740595328e-06,2.144602211479301,12.0,-0.21446258044627156,-12.0,2.1448166740595327,-0.00021446258023161135,-1.2e-11,0.0002144604356295975,-1.2e-11
0.004985600000000011,-9.03625147395215e-07,0.9035347929220254,12.0,-0.09035447327986468,-12.0,0.9036251473952149,-9.03544731895023e-05,-1.2e-11,9.035356965471728e-05,-1.2e-11
0.005005600000000011,3.5181708764295323e-07,-0.3517819090650831,12.0,0.035178577905304716,-12.0,-0.3518170876429532,3.5178577870109695e-05,-1.2e-11,-3.517822608821707e-05,-1.2e-11
0.005025600000000011,1.6017109570437216e-06,-1.6015508002019794,12.0,0.16015684190225069,-12.0,-1.6017109570437216,0.00016015684174219835,-1.2e-11,-0.00016015524019129365,-1.2e-11
0.005045600000000011,2.826344887836128e-06,-2.826062278499581,12.0,0.2826093368293347,-12.0,-2.826344887836128,0.0002826093365468907,-1.2e-11,-0.0002826065104844469,-1.2e-11
0.005065600000000011,4.006405671370794e-06,-4.006005066457503,12.0,0.40060491369198875,-12.0,-4.006405671370794,0.0004006049132909695,-1.2e-11,-0.0004006009072863174,-1.2e-11
0.005085600000000011,5.1232830441571395e-06,-5.122770761445896,12.0,0.5122827117559381,-12.0,-5.123283044157139,0.0005122827112433725,-1.2e-11,-0.000512277588472894,-1.2e-11
0.005105600000000011,6.159363182836273e-06,-6.158747301331457,12.0,0.6158815054326467,-12.0,-6.159363182836273,0.0006158815048165067,-1.2e-11,-0.000615875346069464,-1.2e-11
0.005125600000000011,7.098306484696752e-06,-7.097596717217603,12.0,0.7097674798588934,-12.0,-7.098306484696752,0.0007097674791491926,-1.2e-11,-0.0007097603815524087,-1.2e-11
0.0051456000000000114,7.925305252970907e-06,-7.924512792974565,12.0,0.7924599971332348,-12.0,-7.925305252970906,0.0007924599963411438,-1.2e-11,-0.0007924520718279818,-1.2e-11
0.0051656000000000115,8.627317223057749e-06,-8.62645456811175,12.0,0.8626549468601205,-12.0,-8.62731722305775,0.0008626549459993527,-1.2e-11,-0.0008626463195428975,-1.2e-11
0.0051856000000000116,9.193271246827545e-06,-9.192352001515713,12.0,0.9192453127499428,-12.0,-9.193271246827544,0.0009192453118309629,-1.2e-11,-0.0009192361194786961,-1.2e-11
0.005205600000000012,9.614241891240809e-06,-9.613280552610842,12.0,0.9613386309271647,-12.0,-9.614241891240809,0.0009613386299669457,-1.2e-11,-0.0009613290166852734,-1.2e-11
0.005225600000000012,9.88359019775945e-06,-9.882601926695818,12.0,0.9882710646187994,-12.0,-9.88359019775945,0.0009882710636315295,-1.2e-11,-0.0009882611810286017,-1.2e-11
0.005245600000000012,9.997068382688849e-06,-9.996068764816592,12.0,0.9996178732568801,-12.0,-9.997068382688848,0.000999617872256664,-1.2e-11,-0.0009996078761884974,-1.2e-11
0.005265600000000012,9.952886827264063e-06,-9.951891627154167,12.0,0.9952001108909267,-12.0,-9.952886827264063,0.0009952001098962882,-1.2e-11,-0.0009951901580040996,-1.2e-11
0.005285600000000012,9.751742301006912e-06,-9.750767213559614,12.0,0.9750874482724926,-12.0,-9.751742301006912,0.0009750874472977955,-1.2e-11,-0.0009750776965301916,-1.2e-11
0.005305600000000012,9.39680697325441e-06,-9.395867376181243,12.0,0.939597074105795,-12.0,-9.39680697325441,0.0009395970731667092,-1.2e-11,-0.0009395876772988217,-1.2e-11
0.005325600000000012,8.89367838615329e-06,-8.892789097461387,12.0,0.8892886927923636,-12.0,-8.89367838615329,0.0008892886919031895,-1.2e-11,-0.0008892797991139773,-1.2e-11
0.005345600000000012,8.250291178076592e-06,-8.249466222379858,12.0,0.8249556975582817,-12.0,-8.250291178076592,0.0008249556967339089,-1.2e-11,-0.0008249474472671036,-1.2e-11
0.005365600000000012,7.476791949636568e-06,-7.476044336979146,12.0,0.7476126581690592,-12.0,-7.476791949636568,0.0007476126574221809,-1.2e-11,-0.0007476051813771095,-1.2e-11
0.005385600000000012,6.585379245731762e-06,-6.584720766411861,12.0,0.6584793205583565,-12.0,-6.585379245731762,0.0006584793199007066,-1.2e-11,-0.0006584727351791107,-1.2e-11
0.005405600000000012,5.5901111772068305e-06,-5.589552215836683,12.0,0.5589613707059633,-12.0,-5.590111177206831,0.0005589613701477703,-1.2e-11,-0.000558955780594786,-1.2e-11
0.005425600000000012,4.506683716046915e-06,-4.506233087781235,12.0,0.4506282661302111,-12.0,-4.506683716046915,0.00045062826568020853,-1.2e-11,-0.0004506237594464951,-1.2e-11
0.005445600000000012,3.352183160522455e-06,-3.351847972038185,12.0,0.33518848460529505,-12.0,-3.352183160522455,0.0003351884842701658,-1.2e-11,-0.00033518513242213456,-1.2e-11
0.005465600000000012,2.144816674059465e-06,-2.144602211479233,12.0,0.21446258044626476,-12.0,-2.144816674059465,0.00021446258023205544,-1.2e-11,-0.0002144604356295907,-1.2e-11
0.005485600000000012,9.036251473951808e-07,-0.9035347929219912,12.0,0.09035447327986126,-12.0,-0.9036251473951807,9.03544731895023e-05,-1.2e-11,-9.035356965471387e-05,-1.2e-11
0.005505600000000012,-3.5181708764309405e-07,0.3517819090652239,12.0,-0.035178577905318795,-12.0,0.35181708764309405,-3.5178577870165206e-05,-1.2e-11,3.517822608823115e-05,-1.2e-11
0.0055256000000000124,-1.6017109570437555e-06,1.6015508002020133,12.0,-0.16015684190225407,-12.0,1.6017109570437555,-0.00016015684174219835,-1.2e-11,0.00016015524019129704,-1.2e-11
0.0055456000000000125,-2.826344887836229e-06,2.826062278499682,12.0,-0.2826093368293448,-12.0,2.8263448878362287,-0.0002826093365468907,-1.2e-11,0.000282606510484457,-1.2e-11
0.0055656000000000126,-4.006405671370858e-06,4.006005066457567,12.0,-0.4006049136919952,-12.0,4.0064056713708585,-0.00040060491329185766,-1.2e-11,0.00040060090728632385,-1.2e-11
0.005585600000000013,-5.12328304415723e-06,5.122770761445986,12.0,-0.5122827117559472,-12.0,5.12328304415723,-0.0005122827112433725,-1.2e-11,0.0005122775884729031,-1.2e-11
0.005605600000000013,-6.1593631828363e-06,6.158747301331482,12.0,-0.6158815054326494,-12.0,6.1593631828363,-0.0006158815048173949,-1.2e-11,0.0006158753460694666,-1.2e-11
0.005625600000000013,-7.0983064846968266e-06,7.0975967172176775,12.0,-0.7097674798589009,-12.0,7.098306484696827,-0.0007097674791491926,-1.2e-11,0.0007097603815524162,-1.2e-11
0.005645600000000013,-7.925305252970927e-06,7.9245127929745856,12.0,-0.7924599971332369,-12.0,7.925305252970927,-0.0007924599963411438,-1.2e-11,0.0007924520718279839,-1.2e-11
0.005665600000000013,-8.627317223057839e-06,8.626454568111841,12.0,-0.8626549468601294,-12.0,8.627317223057839,-0.0008626549459975763,-1.2e-11,0.0008626463195429065,-1.2e-11
