# artifact_type: raw_data
# circuit_file: 06_njf_source_follower.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\transient_analysis\06_njf_source_follower.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:27:29.543802

Time (s),V(in),I(VIN),V(gate),V(sfollow),V(vdd),I(VDD)
0.0016828000000000036,-0.09121773433339328,9.140209902488983e-08,-0.09122761283060632,2.31723703377756,10.0,-0.00046344758124483576
0.0016928000000000036,-0.09361086529760225,9.377143812133726e-08,-0.09361981792712953,2.315117078518514,10.0,-0.00046302356732219607
0.0017028000000000037,-0.09563455694321794,9.577057090773278e-08,-0.09564256186270005,2.3133246224477126,10.0,-0.00046266505249725753
0.0017128000000000037,-0.0972808226838518,9.73919993471628e-08,-0.09728786179048263,2.311866696613874,10.0,-0.0004623734434616722
0.0017228000000000037,-0.09854316546073286,9.86289328472334e-08,-0.09854922446270273,2.310749019228007,10.0,-0.0004621498835533089
0.0017328000000000037,-0.09941660338363033,9.947688135725219e-08,-0.09942167185652918,2.3099759734322696,10.0,-0.0004619952498945423
0.0017428000000000038,-0.09989768939209837,9.993210692976762e-08,-0.09990176082005578,2.30955059072437,10.0,-0.00046191014849128464
0.0017528000000000038,-0.09998452485944882,9.999320453590865e-08,-0.0999875966608489,2.309474539063396,10.0,-0.0004618949134194139
0.0017628000000000038,-0.09967676708576341,9.965954159835144e-08,-0.09967884062343282,2.309748116722685,10.0,-0.0004619496040447757
0.0017728000000000038,-0.09897563065037375,9.893282640685563e-08,-0.09897671122620315,2.3103702508892017,10.0,-0.00046207400629150186
0.0017828000000000039,-0.09788388261847154,9.781553562959733e-08,-0.09788397945249078,2.3113385020391823,10.0,-0.0004622676319652186
0.001792800000000004,-0.09640583162076642,9.631247007216293e-08,-0.09640495781475716,2.31264907304247,10.0,-0.00046252972212101895
0.001802800000000004,-0.09454731084928913,9.442917034072074e-08,-0.09454548333507781,2.3142968240044235,10.0,-0.00046285924848987747
0.001812800000000004,-0.09231565503644733,9.21734602810087e-08,-0.09231289450908288,2.316275291749689,10.0,-0.00046325491891430204
0.001822800000000004,-0.08971967150818769,8.955385089048917e-08,-0.08971600234426738,2.3185767149251584,10.0,-0.000463715180833546
0.001832800000000004,-0.08676960542550421,8.658107179468355e-08,-0.0867650555869705,2.321192063593127,10.0,-0.00046423822873364884
