# artifact_type: raw_data
# circuit_file: differential_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\differential_amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:08.046607

Time (s),V(m1#body diode),V(m1#gate),V(m2#body diode),V(m2#gate),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),I(V1),I(V2),I(V3)
0.0043856000000000095,-1.6861070314946724,0.00739585201106209,-1.686107042160005,-0.0006169396748741639,12.0,0.00658479320558367,0.007395608766393847,-1.4731277150024624,-0.29706634592957926,-0.00061675464847962,-1.6861070379461789,-12.0,8.108155608101771e-08,-0.0025770194060932045,-0.002577
0.0044056000000000095,-1.6865758857569124,0.006759137147763369,-1.6865759011299868,-0.0009068037657068567,12.0,0.005589613707059778,0.0067587863959567,-1.4482678702740803,-0.32199477063217685,-0.0009065318061650072,-1.6865758949645497,-12.0,1.1691726888969213e-07,-0.0025770262640906257,-0.002577
0.0044256000000000096,-1.6870984842835992,0.00600999133455099,-1.687098503998587,-0.0011884092681598117,12.0,0.004506282661302172,0.006009540357242208,-1.414533807560879,-0.3557813972742885,-0.0011880528523041205,-1.6870984959539228,-12.0,1.5032576959400361e-07,-0.002577031520483517,-0.002577
0.00444560000000001,-1.687667259830004,0.005159821635647169,-1.6876672834561215,-0.0014589945793092897,12.0,0.0033518848460531154,0.005159279417275802,-1.3725466800223576,-0.3978021575555921,-0.0014585570122056279,-1.6876672736366403,-12.0,1.8073945712226863e-07,-0.0025770348837577954,-0.002577
0.00446560000000001,-1.6882733434789494,0.004222067339490432,-1.6882733705443702,-0.0017153189012815567,12.0,0.002144625804462784,0.004221444293943588,-1.323043306325408,-0.44731870771464344,-0.0017148044599435736,-1.6882733590558983,-12.0,2.076818489480804e-07,-0.002577036201404005,-0.002577
0.00448560000000001,-1.6889066945538302,0.003211915076756694,-1.688906724565819,-0.00195364427979668,12.0,0.0009035447327987517,0.00321122277334453,-1.266854247597193,-0.5035003720885882,-0.0019530583622879934,-1.6889067115424188,-12.0,2.3076780405457785e-07,-0.002577035461968578,-0.002577
0.00450560000000001,-1.6895564104090743,0.002145924905574248,-1.6895564428689624,-0.0021698299830074583,12.0,-0.0003517857790530129,0.002145175817095403,-1.2048836998444177,-0.565444082537855,-0.0021691792292386864,-1.6895564284436406,-12.0,2.496961596148416e-07,-0.0025770327782382273,-0.002577
0.00452560000000001,-1.6902109752790655,0.0010416592556584947,-1.6902110096913732,-0.0023594737502743365,12.0,-0.0016015684190224028,0.0010408665251752354,-1.1380925408524598,-0.6321911279552523,-0.002358766120438205,-1.690210994024527,-12.0,2.642434944197638e-07,-0.0025770283668807717,-0.002577
0.00454560000000001,-1.6908586340275862,-8.271228880907255e-05,-1.6908586699039865,-0.002518127981194239,12.0,-0.0028260933682932804,-8.353505630266973e-05,-1.0674851829665806,-0.7027400026154567,-0.0025173727693634297,-1.6908586531561414,-12.0,2.7425583119906104e-07,-0.0025770225185582037,-0.002577
0.00456560000000001,-1.691487642070712,-0.0012087404777260807,-1.691487678929518,-0.0026415052683104456,12.0,-0.004006049136919759,-0.0012095794186415642,-0.9941002773246329,-0.7760554793410464,-0.0026407130543941275,-1.6914876612917291,-12.0,2.7964697182781945e-07,-0.002577015575666568,-0.002577
0.00458560000000001,-1.692086582715267,-0.002317996174026532,-1.6920866200779812,-0.002725697713438849,12.0,-0.005122827117559352,-0.002318837370950515,-0.9190045484693231,-0.8510745610068682,-0.0027248802493640397,-1.6920866017464493,-12.0,2.8039897466088367e-07,-0.0025770079109476195,-0.002577
0.00460560000000001,-1.6926445267786496,-0.0033922822642579314,-1.6926445641645824,-0.0027673375062710268,12.0,-0.0061588150543263566,-0.003393111975181675,-0.843288600913842,-0.9267105946364502,-0.002766507554004825,-1.692644545372322,-12.0,2.7657030791446815e-07,-0.0025769999195550293,-0.002577
0.00462560000000001,-1.6931512571338165,-0.0044138342516306245,-1.6931512940544036,-0.002763750370146159,12.0,-0.007097674798588911,-0.004414639162321504,-0.7680630807071087,-1.0018570334202366,-0.0027629214936980497,-1.693151275046481,-12.0,2.683035636267407e-07,-0.0025769920114127346,-0.002577
0.00464560000000001,-1.6935973666148114,-0.005365487458933296,-1.6935974025686154,-0.0027130581252039904,12.0,-0.007924599971332262,-0.005366254962435965,-0.6944535240136686,-1.0753925765455463,-0.0027122444518684298,-1.6935973836331981,-12.0,2.5583450088962976e-07,-0.0025769846100559216,-0.002577
0.00466560000000001,-1.6939744712300815,-0.006230907319962148,-1.6939745057001188,-0.0026143028006218455,12.0,-0.008626549468601188,-0.006231625797063609,-0.6235921370319417,-1.1461892679300902,-0.002613518744998346,-1.6939744871417441,-12.0,2.394923671537579e-07,-0.0025769781404962034,-0.002577
0.00468560000000001,-1.694275348140058,-0.006994861166756475,-1.694275380594428,-0.002467550147962544,12.0,-0.009192453127499401,-0.0069955202466207385,-0.5566051327807732,-1.2131249900256584,-0.0024668101049310645,-1.6942753627610951,-12.0,2.1969328808786632e-07,-0.0025769730122806437,-0.002577
0.00470560000000001,-1.694494215205544,-0.00764359680495745,-1.6944942451028766,-0.0022740270665953383,12.0,-0.009613386309271608,-0.007644187564580857,-0.4945946741936826,-1.2751011795261604,-0.002273345063076415,-1.6944942283533757,-12.0,1.9691987446907516e-07,-0.0025769695853719845,-0.002577
0.00472560000000001,-1.6946269202972712,-0.008165255878414171,-1.694626947097514,-0.0020362167891765093,12.0,-0.00988271064618799,-0.00816577096031993,-0.4386154730634827,-1.3310658604853316,-0.002035606107344306,-1.6946269318203884,-12.0,1.7169396858680602e-07,-0.0025769681333548816,-0.002577
0.00474560000000001,-1.694671211933384,-0.008550326659497828,-1.694671235114449,-0.0017579348019315655,12.0,-0.009996178732568799,-0.00855076028503209,-0.38964705635450764,-1.3800409545375203,-0.0017574075796576681,-1.694671221685849,-12.0,1.4454184475367098e-07,-0.002576968801089203,-0.002577
0.0047656000000000105,-1.6946268311950992,-0.00879201974907258,-1.694626850274346,-0.0014442925654466199,12.0,-0.00995200110890927,-0.00879236763911352,-0.34856392793595914,-1.4211518461255928,-0.0014438594076243325,-1.6946268390671386,-12.0,1.1596334697957502e-07,-0.0025769715774061554,-0.002577
0.0047856000000000105,-1.6944955985319552,-0.008886557488194655,-1.6944956130909565,-0.0011015861211045586,12.0,-0.00975087448272495,-0.008886816705527814,-0.31610644944313326,-1.4536563525947663,-0.0011012557443812441,-1.69449560442451,-12.0,8.640577771971376e-08,-0.00257697628020379,-0.002577
0.0048056000000000106,-1.6942812681943313,-0.008833285117706341,-1.6942812779037435,-0.0007370527529260151,12.0,-0.009395970741057974,-0.008833453872766827,-0.2928555544136991,-1.4769701307609964,-0.0007368317034149906,-1.694281272048696,-12.0,5.625168682911467e-08,-0.00257698256851747,-0.002577
0.004825600000000011,-1.6939893738389633,-0.008634644521103726,-1.6939893784801474,-0.0003585811490805363,12.0,-0.008892886927923685,-0.008634721970590925,-0.27921377074550185,-1.4906859206564924,-0.00035847360699843675,-1.6939893756098656,-12.0,2.5816495733276045e-08,-0.0025769899691401995,-0.002577
0.004845600000000011,-1.6936268840208484,-0.0082959743687267,-1.6936268835004367,2.564627205087211e-05,12.0,-0.008249556975582856,-0.00829596044768507,-0.2753942394995272,-1.4945849956253845,2.563858047672909e-05,-1.693626883704183,-12.0,-4.640347210221357e-09,-0.0025769979235124914,-0.002577
0.004865600000000011,-1.6932019184035763,-0.0078252200190439,-1.6932019127585236,0.0004074778228393555,12.0,-0.007476126581690639,-0.00782511532242168,-0.28141817705454025,-1.488640189850674,0.0004073556161545092,-1.6932019160077019,-12.0,-3.489887407310415e-08,-0.0025770058366905214,-0.002577
0.004885600000000011,-1.6927233486514266,-0.007232539114945105,-1.692723338043486,0.0007791130652233247,12.0,-0.006584793205583591,-0.0072323448494519445,-0.2971204210511793,-1.4730109067081258,0.0007788794014029038,-1.6927233442232412,-12.0,-6.475516438683538e-08,-0.002577013132775931,-0.002577
0.004905600000000011,-1.6922005250463583,-0.006529891663649534,-1.692200509747248,0.0011333368520138332,12.0,-0.0055896137070597495,-0.006529609664862193,-0.3221618367283142,-1.4480311642271992,0.0011329969529279547,-1.692200518641444,-12.0,-9.399959578024427e-08,-0.0025770193000955515,-0.002577
0.004925600000000011,-1.6916429382654474,-0.005730597046539443,-1.6916429186354698,0.0014637169665124572,12.0,-0.004506282661302142,-0.005730229862379119,-0.35604706290161797,-1.4141922678979384,0.0014632779831175219,-1.6916429299733182,-12.0,-1.2239472010769775e-07,-0.0025770239330799556,-0.002577
0.004945600000000011,-1.691060043641592,-0.004848941310457766,-1.6910600201054826,0.0017646988776593292,12.0,-0.003351884846053016,-0.0048484923282131175,-0.39814565801799,-1.372121904080828,0.0017641696267712977,-1.6910600335556296,-12.0,-1.4966074821601018e-07,-0.002577026756209882,-0.002577
0.004965600000000011,-1.6904610463932126,-0.0038998098061045205,-1.6904610194167933,0.0020316597402924713,12.0,-0.0021446258044627155,-0.0038992834088232126,-0.44771474248444715,-1.322561650333121,0.002031050425164922,-1.690461034636106,-12.0,-1.7546576043604975e-07,-0.002577027639281757,-0.002577
0.004985600000000011,-1.6898548606985764,-0.0028984161110515855,-1.6898548307689678,0.0022608691339348203,12.0,-0.0009035447327986468,-0.002897817829122688,-0.5039211182646047,-1.2663447997284685,0.0022601910766118366,-1.689854847393117,-12.0,-1.9942730963240413e-07,-0.0025770265917993075,-0.002577
0.005005600000000011,-1.6892500240010206,-0.0018600816878978355,-1.6892499916120454,0.002449433943891674,12.0,0.00035178577905304714,-0.0018594183266661196,-0.5658612342395222,-1.2043762610058053,0.0024486993340914467,-1.6892500092968088,-12.0,-2.211204105719167e-07,-0.0025770237495245326,-0.002577
0.005025600000000011,-1.6886547561430656,-0.0008001089982417331,-1.688654721786245,0.002595194538807355,12.0,0.0016015684190225068,-0.0007993887111026954,-0.6325776910449412,-1.1376157680521182,0.0025944162139431718,-1.688654740189124,-12.0,-2.4009571301252026e-07,-0.002577019345909706,-0.002577
0.005045600000000011,-1.6880769263627196,0.0002663265745909138,-1.6880768905235457,0.0026966615550650663,12.0,0.002826093368293347,0.00026709427431910606,-0.7030717710347968,-1.06706508268854,0.0026958527992252987,-1.688076909336158,-12.0,-2.558999093974241e-07,-0.002577013685372334,-0.002577
0.005065600000000011,-1.6875241074374203,0.0013242432819576822,-1.6875240705958354,0.0027529632692473993,12.0,0.004006049136919888,0.0013250475824240309,-0.7763120788568776,-0.9937590571796449,0.0027521376279590116,-1.6875240895181602,-12.0,-2.681001554495857e-07,-0.0025770071136036526,-0.002577
0.005085600000000011,-1.6870034884246168,0.0023589566616947777,-1.6870034510585747,0.0027638755227906778,12.0,0.0051228271175593814,0.0023597855741577982,-0.8512401625714813,-0.9187598424857377,0.002763046608808035,-1.6870034698257979,-12.0,-2.763041543401583e-07,-0.002577000000505722,-0.002577
0.005105600000000011,-1.6865218473806727,0.003356182480830902,-1.6865218099713482,0.0027298752895376713,12.0,0.006158815054326468,0.0033570230184416672,-0.9267743514362952,-0.84315291313602,0.0027290565725659015,-1.6865218283247347,-12.0,-2.8017920358848004e-07,-0.0025769927264572318,-0.002577
0.005125600000000011,-1.686085389995732,0.004302190222229385,-1.6860853530332098,0.0026522492687609603,12.0,0.0070976747985889346,0.004303028616084136,-1.001813428239873,-0.7680433793996428,0.002651453832611177,-1.6860853707452612,-12.0,-2.7946461825047983e-07,-0.002576985680763952,-0.002577
0.0051456000000000114,-1.6856996867193257,0.005183938668486154,-1.6856996507073438,0.002533165092464429,12.0,0.007924599971332349,0.005184760620291467,-1.0752417238958103,-0.6945508421116386,0.002532405370853173,-1.6856996675525826,-12.0,-2.739839351040882e-07,-0.0025769792566007455,-0.002577
0.0051656000000000115,-1.685369535851916,0.005989224596079007,-1.6853695013105396,0.002375713471516862,12.0,0.008626549468601205,0.005990015556252711,-1.1459372311981513,-0.6238012358698235,0.002375000971225494,-1.6853695170915397,-12.0,-2.6365339123484944e-07,-0.0025769738467067978,-0.002577
0.0051856000000000116,-1.6850989843781745,0.0067067724329225725,-1.6850989518429584,0.0021838323475069227,12.0,0.00919245312749943,0.006707517913486776,-1.2127839766609507,-0.55691426554408,0.002183177394288636,-1.6850989663628535,-12.0,-2.4849352140126527e-07,-0.0025769698242205036,-0.002577
0.005205600000000012,-1.6848913115482826,0.007326314668220174,-1.6848912815648964,0.001962148224548304,12.0,0.009613386309271646,0.007327000583937774,-1.2746894838481826,-0.49498569023193184,0.0019615597566213176,-1.6848912946553676,-12.0,-2.286385725333873e-07,-0.0025769675174080117,-0.002577
0.005225600000000012,-1.6847491656928597,0.007838622104387086,-1.6847491388061493,0.001715697258429131,12.0,0.009882710646187995,0.00783923514703683,-1.3306073178899918,-0.43906438932929603,0.0017151827036180455,-1.6847491503019902,-12.0,-2.043475499151164e-07,-0.002576967170721929,-0.002577
0.005245600000000012,-1.6846746154353316,0.008235568051191189,-1.6846745921726782,0.0014496179783673353,12.0,0.009996178732568802,0.008236096075988164,-1.3795638069541,-0.39012529361345827,0.0014491832234003151,-1.6846746019413223,-12.0,-1.7600826565806371e-07,-0.002576968910056756,-0.002577
0.005265600000000012,-1.684669275266226,0.008510202418703344,-1.684669256115732,0.0011688253899694336,12.0,0.009952001108909267,0.008510634828587441,-1.4206869676115061,-0.34904014094947655,0.001168474847515179,-1.684669264032774,-12.0,-1.441366280321826e-07,-0.0025769727108560982,-0.002577
0.005285600000000012,-1.6847342648045966,0.008656913000713112,-1.684734250189998,0.0008777740636408335,12.0,0.009750874482724926,0.00865724109073071,-1.453235004467369,-0.31654887299074375,0.0008775108103977142,-1.684734256168684,-12.0,-1.0936333919942148e-07,-0.0025769783877458113,-0.002577
0.005305600000000012,-1.6848701889631823,0.008671616508298688,-1.6848701792183363,0.0005803020060819487,12.0,0.00939597074105795,0.008671833749396186,-1.4766214687258428,-0.29323452225475677,0.0005801279676916413,-1.6848701831843302,-12.0,-7.24136991661764e-08,-0.00257698559909806,-0.002577
0.005325600000000012,-1.6850769432697188,0.008552015111213465,-1.6850769386164397,0.000279617726315063,12.0,0.008892886927923636,0.008552117342089214,-1.4904345990306098,-0.27950416527544064,0.00027953386615521645,-1.6850769405358024,-12.0,-3.40769585834422e-08,-0.0025769938764306053,-0.002577
0.005345600000000012,-1.6853535749643098,0.008297825019100993,-1.685353575497257,-2.162932581286324e-05,12.0,0.008249556975582818,0.008297810543030758,-1.4944491294968856,-0.2755775012320285,-2.1622838961174885e-05,-1.6853535753494937,-12.0,4.8253567447940716e-09,-0.0025770026630728914,-0.002577
0.005365600000000012,-1.6856980312209797,0.007910998681718517,-1.6856980369024026,-0.00032117412614244764,12.0,0.007476126581690592,0.00791086825921526,-1.488629929050036,-0.281483734862082,-0.00032107780280160716,-1.685698034706582,-12.0,4.347416775246678e-08,-0.002577011366391212,-0.002577
0.005385600000000012,-1.6861070313684925,0.007395852048866752,-1.6861070420338249,-0.0006169396434035912,12.0,0.006584793205583564,0.007395608804187171,-1.4731277150317827,-0.2970663459859182,-0.0006167546170184856,-1.6861070378201033,-12.0,8.108155986036067e-08,-0.0025770194061017705,-0.002577
0.005405600000000012,-1.686575885881847,0.006759137111197425,-1.6865759012549217,-0.0009068037961883178,12.0,0.005589613707059633,0.006758786359401721,-1.4482678702483656,-0.32199477058143344,-0.0009065318366373266,-1.68657589508938,-12.0,1.1691726523420879e-07,-0.0025770262640829804,-0.002577
0.005425600000000012,-1.6870984841596754,0.006009991370110254,-1.6870985038746629,-0.0011884092383493104,12.0,0.0045062826613021115,0.0060095403927908075,-1.4145338075897655,-0.3557813973247157,-0.0011880528225025595,-1.687098495830103,-12.0,1.5032577314886966e-07,-0.0025770315204914486,-0.002577
0.005445600000000012,-1.6876672599532825,0.005159821600823775,-1.6876672835794,-0.0014589946088061807,12.0,0.0033518848460529506,0.0051592793824628514,-1.372546679998065,-0.3978021575124231,-0.0014585570416936727,-1.6876672737598148,-12.0,1.8073945364099006e-07,-0.002577034883751049,-0.002577
0.005465600000000012,-1.688273343356544,0.0042220673734032765,-1.6882733704219641,-0.0017153188721885683,12.0,0.002144625804462648,0.004221444327846262,-1.3230433063587557,-0.44731870776432814,-0.0017148044308593104,-1.6882733589335963,-12.0,2.076818523383614e-07,-0.0025770362014123087,-0.002577
0.005485600000000012,-1.688906694675883,0.0032119150434094523,-1.6889067246878722,-0.0019536443088820077,12.0,0.0009035447327986126,0.0032112227400072895,-1.2668542475751317,-0.5035003720545781,-0.0019530583913645982,-1.6889067116643681,-12.0,2.3076780072086772e-07,-0.002577035461962971,-0.002577
0.005505600000000012,-1.689556410286118,0.0021459249396137414,-1.6895564427460057,-0.0021698299526112033,12.0,-0.000351785779053188,0.002145175851124688,-1.2048836998620502,-0.5654440825632854,-0.002169179198851548,-1.6895564283207876,-12.0,2.496961630177876e-07,-0.0025770327782425337,-0.002577
0.0055256000000000124,-1.6902109754023993,0.0010416592213758763,-1.6902110098147076,-0.0023594737816045874,12.0,-0.0016015684190225407,0.0010408664909028987,-1.1380925408243778,-0.6321911279208479,-0.0023587661517590597,-1.6902109941477577,-12.0,2.6424349099254394e-07,-0.002577028366874523,-0.002577
0.0055456000000000125,-1.6908586339048572,-8.2712255313519e-05,-1.6908586697812569,-0.0025181279499351256,12.0,-0.0028260933682934483,-8.353502281716189e-05,-1.0674851829996406,-0.702740002651776,-0.0025173727381136916,-1.690858653033515,-12.0,2.742558345476286e-07,-0.0025770225185651418,-0.002577
0.0055656000000000126,-1.6914876421929257,-0.0012087405104568572,-1.6914876790517321,-0.0026415052995462512,12.0,-0.004006049136919952,-0.0012095794513625243,-0.9941002772938258,-0.7760554793100916,-0.002640713085620565,-1.69148766141384,-12.0,2.796469685557428e-07,-0.002577015575660392,-0.002577
0.005585600000000013,-1.6920865825935956,-0.002317996142047307,-1.6920866199563096,-0.0027256976822006285,12.0,-0.005122827117559472,-0.002318837338980881,-0.9190045485057887,-0.8510745610396988,-0.0027248802181351877,-1.6920866016248808,-12.0,2.803989778578591e-07,-0.002577007910954549,-0.002577
0.005605600000000013,-1.6926445268996742,-0.00339228229533782,-1.6926445642856076,-0.0027673375373775885,12.0,-0.0061588150543264945,-0.003393112006252242,-0.8432886008774065,-0.9267105946058827,-0.002766507585102058,-1.6926445454932442,-12.0,2.765703048074252e-07,-0.002576999919548329,-0.002577
0.005625600000000013,-1.6931512570134148,-0.004413834221402471,-1.6931512939340012,-0.002763750339140711,12.0,-0.007097674798589009,-0.004414639132102416,-0.768063080747171,-1.0018570334504489,-0.0027629214627019004,-1.6931512749261814,-12.0,2.683035666486593e-07,-0.0025769920114197624,-0.002577
0.005645600000000013,-1.6935973667355042,-0.0053654874891170545,-1.6935974026893081,-0.0027130581569134865,12.0,-0.00792459997133237,-0.005366254992610672,-0.6944535239850826,-1.0753925765284684,-0.0027122444835684157,-1.6935973837537885,-12.0,2.5583449787216986e-07,-0.0025769846100513554,-0.002577
0.005665600000000013,-1.6939744711078732,-0.006230907288561016,-1.6939745055779096,-0.002614302766975149,12.0,-0.008626549468601294,-0.006231625765671894,-0.6235921370549602,-1.1461892679396932,-0.0026135187113617404,-1.693974487019638,-12.0,2.3949237029293994e-07,-0.0025769781404994655,-0.002577
0.005685600000000013,-1.6942753482621835,-0.0069948611980339415,-1.6942753807165543,-0.0024675501821380535,12.0,-0.00919245312749947,-0.006995520277888825,-0.5566051327309784,-1.2131249899938616,-0.0024668101390963246,-1.6942753628831189,-12.0,2.1969328496106463e-07,-0.0025769730122724844,-0.002577
0.005705600000000013,-1.6944942150824005,-0.007643596773111855,-1.694494244979733,-0.0022740270312030103,12.0,-0.009613386309271655,-0.007644187532744813,-0.49459467420908565,-1.2751011795236167,-0.002273345027694702,-1.6944942282303344,-12.0,1.9691987765268428e-07,-0.0025769695853732704,-0.002577
0.005725600000000013,-1.6946269204220328,-0.008165255911827388,-1.6946269472222764,-0.0020362168266942066,12.0,-0.00988271064618801,-0.008165770993723127,-0.43861547302845677,-1.3310658604697778,-0.0020356061448507513,-1.6946269319450484,-12.0,1.716939652464884e-07,-0.0025769681333498236,-0.002577
0.005745600000000013,-1.694671211807608,-0.008550326625270777,-1.6946712349886723,-0.0017579347631172526,12.0,-0.009996178732568802,-0.008550760250815302,-0.3896470563815696,-1.380040954541478,-0.001757407540854996,-1.6946712215601747,-12.0,1.4454184817534993e-07,-0.002576968801092305,-0.002577
0.005765600000000013,-1.6946268313195887,-0.008792019782218385,-1.694626850398836,-0.0014442926035544423,12.0,-0.00995200110890925,-0.008792367672249383,-0.3485639278682948,-1.4211518460855181,-0.001443859445720726,-1.694626839191527,-12.0,1.1596334366598669e-07,-0.0025769715773953815,-0.002577
0.005785600000000013,-1.6944955984097856,-0.008886557457477906,-1.694495612968786,-0.0011015860851092407,12.0,-0.009750874482724919,-0.008886816674820277,-0.31610644949799893,-1.4536563526189106,-0.0011012557083967217,-1.6944956043024413,-12.0,8.640578079046431e-08,-0.002576976280211691,-0.002577
0.005805600000000013,-1.694281268316257,-0.008833285148071357,-1.6942812780256693,-0.0007370527888649614,12.0,-0.009395970741057913,-0.008833453903122738,-0.2928555543755293,-1.4769701307458227,-0.0007368317393431584,-1.6942812721705205,-12.0,5.625168379351757e-08,-0.0025769825685121356,-0.002577
0.005825600000000013,-1.6939893737166263,-0.008634644490243579,-1.6939893783578102,-0.00035858111253947444,12.0,-0.00889288692792362,-0.008634721939740034,-0.2792137707876656,-1.4906859206711935,-0.0003584735704683339,-1.6939893754876296,-12.0,2.5816498818358716e-08,-0.002576989969145886,-0.002577
0.005845600000000013,-1.6936268841437152,-0.008295974400180456,-1.693626883623304,2.5646234845022597e-05,12.0,-0.008249556975582757,-0.008295960479129392,-0.2753942394638669,-1.4945849956125592,2.5638543282037986e-05,-1.693626883826949,-12.0,-4.640350354663461e-09,-0.002576997923507643,-0.002577
0.005865600000000013,-1.6932019182805438,-0.007825219987196944,-1.6932019126354902,0.00040747786035076616,12.0,-0.007476126581690522,-0.007825115290584276,-0.28141817709896777,-1.488640189868864,0.00040735565365466976,-1.69320191588477,-12.0,-3.489887088937539e-08,-0.0025770058366967837,-0.002577
0.005885600000000013,-1.6927233487738678,-0.007232539146443812,-1.6927233381659272,0.0007791130282033265,12.0,-0.006584793205583486,-0.0072323448809412045,-0.2971204210045215,-1.4730109066849124,0.0007788793643940082,-1.6927233443455818,-12.0,-6.475516753577184e-08,-0.002577013132768944,-0.002577
0.0059056000000000134,-1.6922005249248966,-0.0065298916328307005,-1.6922005096257857,0.0011333368880954292,12.0,-0.005589613707059605,-0.0065296096340526025,-0.3221618367773804,-1.4480311642526864,0.0011329969889987295,-1.6922005185200824,-12.0,-9.399959269929978e-08,-0.002577019300103007,-0.002577
0.0059256000000000135,-1.6916429383862017,-0.0057305970769255254,-1.691642918756224,0.0014637169311766673,12.0,-0.004506282661302017,-0.0057302298927560886,-0.35604706285995097,-1.4141922678753218,0.0014632779477923297,-1.6916429300939724,-12.0,-1.2239472314540713e-07,-0.0025770239330735276,-0.002577
0.0059456000000000135,-1.6910600435214707,-0.004848941280320554,-1.6910600199853614,0.001764698912326751,12.0,-0.0033518848460528513,-0.004848492298084944,-0.3981456580620869,-1.3721219041071144,0.0017641696614283224,-1.6910600334356085,-12.0,-1.4966074520320922e-07,-0.0025770267562169203,-0.002577
0.005965600000000014,-1.6904610465121763,-0.0038998098355143146,-1.6904610195357568,0.0020316597068355258,12.0,-0.0021446258044625446,-0.003899283438224186,-0.44771474243757314,-1.3225616503010436,0.0020310503917180104,-1.6904610347549698,-12.0,-1.7546576337616413e-07,-0.002577027639273862,-0.002577
0.005985600000000014,-1.6898548605812138,-0.002898416082781005,-1.6898548306516055,0.002260869165697288,12.0,-0.0009035447327985077,-0.0028978178008605866,-0.5039211183137163,-1.2663447997646458,0.0022601911083647785,-1.6898548472758543,-12.0,-1.9942730680620792e-07,-0.0025770265918078363,-0.002577
0.006005600000000014,-1.68925002411698,-0.0018600817151945698,-1.6892499917280046,0.002449433913696189,12.0,0.00035178577905322224,-0.0018594183539546673,-0.5658612341965652,-1.2043762609712338,0.0024486993039050174,-1.6892500094126683,-12.0,-2.2112041330078894e-07,-0.00257702374951678,-0.002577
0.006025600000000014,-1.688654756027949,-0.0008001089713344928,-1.6886547216711283,0.002595194567966322,12.0,0.0016015684190226445,-0.0007993886842035249,-0.6325776910831495,-1.1376157680850874,0.002594416243093394,-1.688654740074107,-12.0,-2.40095710322617e-07,-0.002577019345916824,-0.002577
0.006045600000000014,-1.6880769264775413,0.0002663265475233989,-1.6880768906383679,0.0026966615264294447,12.0,0.0028260933682934812,0.000267094247259709,-0.7030717710025085,-1.0670650826580221,0.002695852770598265,-1.6880769094508807,-12.0,-2.5589991210337725e-07,-0.0025770136853660534,-0.002577
0.006065600000000014,-1.6875241073233989,0.0013242433087928829,-1.687524070481814,0.002752963296935085,12.0,0.0040060491369200485,0.0013250476092511833,-0.7763120788976875,-0.9937590572213608,0.0027521376556383934,-1.6875240894042378,-12.0,-2.681001527668865e-07,-0.002577007113611905,-0.002577
0.006085600000000014,-1.6870034885388565,0.0023589566342918367,-1.6870034511728147,0.0027638754952595476,12.0,0.005122827117559501,0.0023597855467630754,-0.8512401625532653,-0.9187598424632171,0.002763046581285162,-1.6870034699399385,-12.0,-2.763041570796426e-07,-0.0025770000005016485,-0.002577
0.006105600000000014,-1.686521847265239,0.0033561825099343023,-1.686521809855915,0.002729875318034189,12.0,0.006158815054326578,0.0033570230475363392,-0.9267743514568505,-0.8431529131635074,0.0027290566010538726,-1.6865218282094,-12.0,-2.801792006790239e-07,-0.0025769927264620357,-0.002577
0.006125600000000014,-1.6860853901128217,0.00430219019107507,-1.6860853531502995,0.002652249238946955,12.0,0.007097674798589083,0.004303028584939165,-1.0018134282318831,-0.7680433793826147,0.002651453802806113,-1.6860853708622519,-12.0,-2.7946462136499176e-07,-0.0025769856807614498,-0.002577
0.006145600000000014,-1.6856996866017617,0.005183938700731333,-1.68569965058978,0.0025331651226678173,12.0,0.007924599971332434,0.005184760652526975,-1.0752417239243317,-0.6945508421528892,0.002532405401047503,-1.6856996674351175,-12.0,-2.739839318805459e-07,-0.002576979256607722,-0.002577
0.006165600000000014,-1.6853695359688052,0.005989224564070861,-1.6853695014274288,0.002375713442231586,12.0,0.008626549468601311,0.005990015524254164,-1.1459372311750047,-0.6238012358307721,0.0023750009419490014,-1.6853695172083303,-12.0,-2.636533944347148e-07,-0.002576973846700578,-0.002577
0.006185600000000014,-1.6850989842606878,0.006706772465884386,-1.6850989517254715,0.002183832377080648,12.0,0.009192453127499485,0.006707517946438704,-1.2127839766717106,-0.5569142655706187,0.002183177423853492,-1.6850989662454652,-12.0,-2.484935181060781e-07,-0.0025769698242242333,-0.002577
0.006205600000000014,-1.6848913116657676,0.007326314634740774,-1.6848912816823816,0.001962148195030173,12.0,0.009613386309271686,0.007327000550468415,-1.2746894838220941,-0.49498569018505023,0.0019615597271120393,-1.6848912947727543,-12.0,-2.2863857588032704e-07,-0.0025769675174007146,-0.002577
0.006225600000000014,-1.6847491655750026,0.007838622138496176,-1.684749138688292,0.0017156972880155615,12.0,0.009882710646188026,0.007839235181135691,-1.3306073178970363,-0.4390643893567301,0.0017151827331956027,-1.6847491501842315,-12.0,-2.0434754650523344e-07,-0.002576967170725377,-0.002577
0.006245600000000014,-1.6846746155547272,0.008235568015206807,-1.6846745922920738,0.0014496179473863502,12.0,0.009996178732568806,0.008236096040014573,-1.3795638069475606,-0.3901252935860491,0.0014491831924286216,-1.68467460206062,-12.0,-1.7600826925542323e-07,-0.002576968910053361,-0.002577
