# artifact_type: raw_data
# circuit_file: differential_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\differential_amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:08.046607

Time (s),V(m1#body diode),V(m1#gate),V(m2#body diode),V(m2#gate),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),I(V1),I(V2),I(V3)
0.0008456000000000008,-1.6936270115810172,-0.008295282542925525,-1.6936270110725045,2.4755462488965096e-05,12.0,-0.008249556975583203,-0.008295268829369389,-0.2755111549944839,-1.4944678812074983,2.4748038077541833e-05,-1.6936270112695972,-12.0,-4.571185378618544e-09,-0.0025769979036201983,-0.002577
0.0008656000000000009,-1.693202030695386,-0.007824657727455483,-1.6932020250602744,0.000406738282316646,12.0,-0.007476126581691034,-0.007824553199470148,-0.28151434603977116,-1.4885438436536411,0.00040661629742741776,-1.6932020283029225,-12.0,-3.4842661777911384e-08,-0.0025770058189693414,-0.002577
0.0008856000000000009,-1.6927234437625491,-0.007232081222430645,-1.69272343316286,0.0007785013368672988,12.0,-0.006584793205584059,-0.00723188709426404,-0.29719944497402756,-1.472931729008227,0.0007782678565103457,-1.6927234393380417,-12.0,-6.470938886799813e-08,-0.0025770131173982256,-0.002577
0.000905600000000001,-1.6922006054970566,-0.006529517864171913,-1.6922005902047563,0.0011328323125554818,12.0,-0.005589613707060228,-0.006529235977490784,-0.3222267319318665,-1.4479661384060094,0.001132492564786046,-1.6922005990942672,-12.0,-9.396222704305559e-08,-0.002577019287033788,-0.002577
0.000925600000000001,-1.6916430033205074,-0.005730290703511234,-1.6916429836961147,0.0014633022922536376,12.0,-0.0045062826613026805,-0.005729923611226258,-0.35610034563911297,-1.4141388768594787,0.0014628634332236705,-1.6916429950310006,-12.0,-1.2236409499235772e-07,-0.0025770239222498593,-0.002577
0.0009456000000000011,-1.691060096940694,-0.004848689581790466,-1.691060073409144,0.0017643585200900619,12.0,-0.003351884846053601,-0.00484824067504177,-0.39818941682339964,-1.3720780567456146,0.0017638293712786783,-1.6910600868559948,-12.0,-1.496355828988169e-07,-0.0025770267473569017,-0.002577
0.0009656000000000011,-1.6904610875213237,-0.0038996018077332023,-1.6904610605486092,0.002031381279452932,12.0,-0.0021446258044633135,-0.0038990754728326915,-0.4477507044090207,-1.3225256179818956,0.00203077204783858,-1.6904610757661331,-12.0,-1.7544496683693783e-07,-0.0025770276322390918,-0.002577
0.0009856000000000012,-1.6898548935558741,-0.0028982439259470916,-1.6898548636292696,0.0022606411538595717,12.0,-0.0009035447327992827,-0.0028976456956582336,-0.5039507035919224,-1.2663151586020582,0.0022599631649100984,-1.6898548802511049,-12.0,-1.994100962858951e-07,-0.0025770265862193986,-0.002577
0.0010056000000000012,-1.6892500480135249,-0.001859938198156011,-1.6892500156269792,0.0024492478480937774,12.0,0.00035178577905244443,-0.0018592748799583076,-0.5658856081677737,-1.204351844440282,0.0024485132941055457,-1.68925003331076,-12.0,-2.211060659010752e-07,-0.0025770237452608057,-0.002577
0.0010256000000000013,-1.6886547750109708,-0.0007999894181973805,-1.6886547406561163,0.002595042166489897,12.0,0.0016015684190219027,-0.0007992691669215974,-0.6325978041723666,-1.1375956221050032,0.0025942638873237,-1.6886547590573404,-12.0,-2.4008375859435004e-07,-0.002577019342627737,-0.002577
0.0010456000000000013,-1.6880769391398707,0.0002664269872534458,-1.6880769033022889,0.002696537196116011,12.0,0.0028260933682927687,0.0002671946568668736,-0.7030883986029354,-1.0670484311865316,0.0026957284775727393,-1.688076922114447,-12.0,-2.5588987114258953e-07,-0.002577013682978947,-0.002577
0.0010656000000000014,-1.687524117455807,0.0013243273731358696,-1.6875240806155138,0.002752861210915822,12.0,0.004006049136919311,0.0013251316483824304,-0.7763258498322174,-0.9937452683051013,0.002752035600235751,-1.687524099536609,-12.0,-2.6809174885368814e-07,-0.002577007111813732,-0.002577
0.0010856000000000015,-1.6870034943295542,0.00235902771897821,-1.6870034569645638,0.002763792149373473,12.0,0.005122827117558879,0.0023598566101304384,-0.8512515884249482,-0.9187484043244218,0.0027629632603953544,-1.687003475731669,-12.0,-2.7629705074284413e-07,-0.002576999999274937,-0.002577
0.0011056000000000015,-1.6865218521461331,0.0033562421529847036,-1.6865218147376682,0.0027298066339130275,12.0,0.0061588150543259584,0.0033570826726991914,-0.9267838462822242,-0.8431434092614047,0.002728987937531768,-1.6865218330900948,-12.0,-2.801732381626767e-07,-0.0025769927255543633,-0.002577
0.0011256000000000016,-1.6860853919360186,0.004302240901129531,-1.6860853549742019,0.0026521931548216388,12.0,0.007097674798588535,0.004303079279785171,-1.0018213293577871,-0.7680354728535157,0.0026513977355009885,-1.6860853726863465,-12.0,-2.7945955188033643e-07,-0.0025769856802211302,-0.002577
0.0011456000000000016,-1.6856996885188664,0.0051839812664373625,-1.6856996525074674,0.0025331187530807583,12.0,0.007924599971331964,0.0051848032054671225,-1.0752483047425276,-0.6945442575718239,0.002532359045367148,-1.685699669351916,-12.0,-2.7397967658648414e-07,-0.0025769792562314355,-0.002577
0.0011656000000000017,-1.6853695355987504,0.005989260939152849,-1.685369501057857,0.0023756756720447678,12.0,0.008626549468600931,0.0059900518884269,-1.1459427156840192,-0.6237957499575302,0.002374963183089841,-1.685369516839083,-12.0,-2.636497580174031e-07,-0.002576973846564155,-0.002577
0.0011856000000000017,-1.6850989845827524,0.006706802939375589,-1.6850989520479394,0.0021838010854531367,12.0,0.009192453127499191,0.006707548410790601,-1.2127885473887268,-0.5569096940799554,0.0021831461416106533,-1.6850989665671527,-12.0,-2.484904716708591e-07,-0.0025769698241468685,-0.002577
0.0012056000000000018,-1.6848913101611966,0.007326340798273934,-1.6848912801781486,0.001962122860476496,12.0,0.009613386309271464,0.0073270267061548685,-1.2746932918218445,-0.4949818829933541,0.001961534400156449,-1.6848912932689293,-12.0,-2.2863596031165966e-07,-0.00257696751748152,-0.002577
0.0012256000000000018,-1.6847491651286004,0.007838643939019771,-1.6847491382421753,0.0017156762669882884,12.0,0.009882710646187906,0.00783925697512109,-1.330610487355851,-0.4390612206906006,0.0017151617184727466,-1.6847491497374043,-12.0,-2.043453671066815e-07,-0.0025769671708046455,-0.002577
0.0012456000000000019,-1.684674613566561,0.00823558680966023,-1.6846745903041478,0.0014496010914774454,12.0,0.009996178732568783,0.008236114828831352,-1.3795664420030258,-0.3901226604786352,0.001449166341574973,-1.6846746000731556,-12.0,-1.760063903737431e-07,-0.0025769689102481666,-0.002577
0.001265600000000002,-1.6846692744445941,0.008510217960858601,-1.6846692552943041,0.0011688113917426718,12.0,0.009952001108909323,0.00851065036608145,-1.42068915461509,-0.3490379555251302,0.0011684608534866258,-1.6846692632107803,-12.0,-1.4413507428278734e-07,-0.0025769727110140223,-0.002577
0.001285600000000002,-1.684734262856513,0.00865692638619718,-1.6847342482420864,0.0008777629245751567,12.0,0.009750874482725063,0.008657254472200338,-1.453236816689114,-0.3165470629827958,0.0008774996746727548,-1.6847342542211714,-12.0,-1.093620010524726e-07,-0.0025769783879671915,-0.002577
0.001305600000000002,-1.684870188205458,0.008671627442394123,-1.6848701784607591,0.0005802927099978032,12.0,0.00939597074105816,0.008671844680212376,-1.4766229673909836,-0.29323302524226236,0.0005801186743954846,-1.6848701824262184,-12.0,-7.241260608457839e-08,-0.0025769855992633247,-0.002577
0.001325600000000002,-1.6850769414803468,0.00855202456425444,-1.6850769368271905,0.000279610426602208,12.0,0.008892886927923916,0.008552126792295127,-1.4904358364557377,-0.2795029300154006,0.0002795265686316185,-1.6850769387469753,-12.0,-3.4076013562878845e-08,-0.0025769938766471144,-0.002577
0.0013456000000000021,-1.6853535744291896,0.008297832595490676,-1.6853535749622417,-2.1635502073583113e-05,12.0,0.008249556975583152,0.008297818117148206,-1.4944501492468774,-0.2755764828667431,-2.162901336957224e-05,-1.685353574813965,-12.0,4.82611415650544e-09,-0.0025770026632113622,-0.002577
0.0013656000000000022,-1.6856980296953792,0.007911005277756705,-1.6856980353768876,-0.0003211789015080506,12.0,0.0074761265816909875,0.00791087485327523,-1.488630768557606,-0.28148289716076036,-0.00032108257673503005,-1.6856980331815041,-12.0,4.3474827158424217e-08,-0.002577011366571837,-0.002577
0.0013856000000000022,-1.6861070311082713,0.007395857206372425,-1.6861070417736772,-0.0006169437815004876,12.0,0.006584793205583999,0.007395613960146056,-1.473128405123492,-0.2970656569114496,-0.0006167587538743253,-1.6861070375594571,-12.0,8.108207545620574e-08,-0.0025770194062034943,-0.002577
0.0014056000000000023,-1.6865758846300216,0.006759141667479596,-1.6865759000031544,-0.0009068069272419634,12.0,0.00558961370706017,0.006758790914317418,-1.4482684374424584,-0.32199420480763763,-0.0009065349667519378,-1.6865758938380597,-12.0,1.1691772072572481e-07,-0.0025770262642250095,-0.002577
0.0014256000000000023,-1.6870984841550987,0.006009994819148587,-1.687098503870137,-0.0011884120545773043,12.0,0.004506282661302595,0.006009543840794739,-1.414534273339415,-0.3557809322417249,-0.0011880556378859384,-1.6870984958250888,-12.0,1.503261179492145e-07,-0.002577031520558114,-0.002577
