# artifact_type: raw_data
# circuit_file: 01_two_stage_bjt_ce_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\comprehensive_circuits\01_two_stage_bjt_ce_amplifier.cir
# analysis_type: ac
# executor: spice
# timestamp: 2026-04-22T10:26:20.025230

Frequency (Hz),V(out)_mag,V(out)_phase,V(out)_real,V(out)_imag,V(in)_mag,V(in)_phase,V(in)_real,V(in)_imag,I(VIN)_mag,I(VIN)_phase,I(VIN)_real,I(VIN)_imag,V(b1)_mag,V(b1)_phase,V(b1)_real,V(b1)_imag,V(b2)_mag,V(b2)_phase,V(b2)_real,V(b2)_imag,V(c1)_mag,V(c1)_phase,V(c1)_real,V(c1)_imag,V(c2)_mag,V(c2)_phase,V(c2)_real,V(c2)_imag,V(e1)_mag,V(e1)_phase,V(e1)_real,V(e1)_imag,V(e2)_mag,V(e2)_phase,V(e2)_real,V(e2)_imag,V(vdd)_mag,V(vdd)_phase,V(vdd)_real,V(vdd)_imag,I(VDD)_mag,I(VDD)_phase,I(VDD)_real,I(VDD)_imag
11.220184543019615,16.55535908863431,-138.62061942247072,-12.422297333097848,-10.943785612014555,1.0,0.0,1.0,0.0,5.6672348826735674e-05,-123.84599564778364,-3.156437479183999e-05,-4.706851777504222e-05,0.5576001047873785,53.4137989683335,0.3323472319742564,0.4477311629292128,2.2404744661001232,-29.01953779698807,1.9591926132626254,-1.0868717207581566,4.018355071822452,-82.41410336474955,0.5304726906480004,-3.9831866900407635,17.292898845578673,-155.41454447623474,-15.725154937076773,-7.194710048941946,0.5435918096888179,51.29834340234657,0.3398890528687516,0.4242257503980009,2.1845071171703623,-31.151848267296188,1.869499686174345,-1.130062948849307,0.0,0.0,0.0,0.0,0.003991985654387692,-143.26483384915494,-0.00319921200089031,-0.0023876750277616403
12.58925411794165,22.2673001717392,-141.44178653933835,-17.41247801595833,-13.879418802028574,1.0,0.0,1.0,0.0,6.088093434076257e-05,-126.70474438632138,-3.6388019164659305e-05,-4.880983740473462e-05,0.598550853099792,50.22470839898528,0.3829398611150341,0.460021941341592,2.751208882976213,-32.907692928296136,2.3097689621421456,-1.4946965107646497,4.596969146466482,-83.1116905742032,0.5513341622789152,-4.563787459453933,23.058765063844433,-156.49695251415886,-21.145783723046815,-9.195785828720725,0.5834030843692727,47.85206173898858,0.39149099511624924,0.43254359270999454,2.6820044689106153,-35.3000878660545,2.1888822871138833,-1.549820087757159,0.0,0.0,0.0,0.0,0.005245443195958361,-145.87381720641454,-0.0043421991197212404,-0.002942784587209528
14.125375446227517,29.816208115419986,-144.50990763702183,-24.276831376898837,-17.310162468320648,1.0,0.0,1.0,0.0,6.499725572605948e-05,-129.58779081224458,-4.1420137287986216e-05,-5.009007365699462e-05,0.6384099851602025,46.97235918921567,0.43561975731576474,0.466693407054786,3.351588480621995,-37.00204515317319,2.676625576566988,-2.017131841577415,5.250738259918539,-83.95251752754825,0.5531789954170188,-5.221517525892429,30.661015160059286,-157.9910093552234,-28.42659555830589,-11.490279178935943,0.6221066615100314,44.311314167842475,0.44515141027300836,0.43457671385741375,3.2665468906498383,-39.68612567086261,2.5137849179214493,-2.085956369448982,0.0,0.0,0.0,0.0,0.006887373244389998,-148.69630065330372,-0.005884745848583212,-0.003578501991772796
15.848931924611104,39.71497265024201,-147.79559267661878,-33.60491043060477,-21.16575175987146,1.0,0.0,1.0,0.0,6.895357109665222e-05,-132.44884652772836,-4.6538950948552834e-05,-5.0879475347032276e-05,0.6764601784895752,43.69878328665937,0.48906840903090615,0.46734405353029385,4.04878730908114,-41.2427322330279,3.044378069590612,-2.669164821357467,5.98651581863996,-84.91882738902326,0.530207704906988,-5.9629901422427105,40.6113588256119,-159.8560428934976,-38.1271750556914,-13.985742309054213,0.6589913364299138,40.71436216800743,0.49949622523033554,0.4298524194073237,3.9449370513300086,-44.25390744928684,2.825578339058262,-2.752932143878787,0.0,0.0,0.0,0.0,0.0090250753288529,-151.71363325127498,-0.007947392307271024,-0.0042767908770243385
17.782794100389193,52.594331889950936,-151.2610935049307,-46.115755116198976,-25.288354573065405,1.0,0.0,1.0,0.0,7.269255846725626e-05,-135.23975418657142,-5.161603954677425e-05,-5.1185862481952054e-05,0.7120757005056623,40.4475666219056,0.5418895937030297,0.4619604652857159,4.8492536128974475,-45.56796171449479,3.3947817971286267,-3.4627614922317536,6.8118214161942285,-85.99246059580193,0.4760628042409596,-6.795165576536056,53.539412701206174,-162.04252004988965,-50.93127129058796,-16.506796088720783,0.6934325292549229,37.10058087523187,0.5530664003888055,0.4182896477201523,4.723185933882127,-48.94589376266155,3.1020535929775774,-3.5617058935735946,0.0,0.0,0.0,0.0,0.01179083497847652,-154.898238737836,-0.010677258515440198,-0.005001993610964053
19.952623149688755,69.22847674766312,-154.86594438062502,-62.673682426588904,-29.403937217536253,1.0,0.0,1.0,0.0,7.617256071723904e-05,-137.91332572357564,-5.65300755754763e-05,-5.1054966082178586e-05,0.7447717076566848,37.26105424118488,0.5927527844129841,0.45092020701728236,5.759015106770354,-49.91899822646252,3.708056829266783,-4.406423669024249,7.735047064035303,-87.15704188608032,0.3836476709367602,-7.725527007746848,70.21840855966418,-164.49816282540527,-67.66399513248689,-18.767223112722633,0.724939719957471,33.50762054560638,0.6044637314352113,0.40020144296521115,5.606777715627197,-53.708093358420705,3.318647978316186,-4.519129556504397,0.0,0.0,0.0,0.0,0.015347432944935575,-158.21856858625486,-0.014251720344809492,-0.005694924513339666
22.387211385683347,90.56799879843848,-158.57210172439983,-84.30776128746889,-33.087214948513186,1.0,0.0,1.0,0.0,7.937090511944884e-05,-140.42602110971734,-6.117930415646282e-05,-5.05651393987158e-05,0.7742339372136421,34.1777487545816,0.6405228080982485,0.4349353076484736,6.78413245638465,-54.24432482255884,3.964172454772383,-5.505432765423215,8.765626369989272,-88.39954072054394,0.2448208900092128,-8.762206821918005,91.59821000705858,-167.17342278819567,-89.31251241997573,-20.334876486688785,0.7531845785616887,29.968759221160084,0.6524822204233505,0.3762365763911889,6.601066373844786,-58.494272980390114,3.449610270816162,-5.627989539025814,0.0,0.0,0.0,0.0,0.019895173954305338,-161.64387382239948,-0.0188828565591434,-0.006265434928150197
25.118864315095745,117.78155823566009,-162.3479405305853,-112.23587697016512,-35.715590169534465,1.0,0.0,1.0,0.0,8.228492887644123e-05,-142.74010533436774,-6.549036586654504e-05,-4.9817883323833255e-05,0.8003250744207234,31.230277323459756,0.6843502840771987,0.41495170011700633,7.931201327589072,-58.502544441340305,4.143740992748639,-6.762644829041754,9.914144232124327,-89.71114573362472,0.0499815300935591,-9.914018241964937,118.8470055304245,-170.02569956536533,-117.05069751031193,-20.585065846341315,0.7780061262281063,26.510822743350875,0.6961988304579612,0.34727614504516585,7.711701824298875,-63.268908658839464,3.4687521456689288,-6.887532473884373,0.0,0.0,0.0,0.0,0.025680718818344304,-165.14810745464408,-0.024822768015187006,-0.0065825152556657435
28.183829312644473,152.3072273583085,-166.17082094865367,-147.89224839949267,-36.40569143579387,1.0,0.0,1.0,0.0,8.493091713216287e-05,-144.8250736114339,-6.942228338578698e-05,-4.8926549586229796e-05,0.8230698021193743,28.44415362686629,0.7237102833437307,0.3920297500743573,9.207799689979888,-62.663881402034626,4.228310356527801,-8.179545626724842,11.192373202622742,-91.08753752115118,-0.21243091593163133,-11.19035705474781,153.40263589464408,-173.0220431149573,-152.2663771033314,-18.636499221978674,0.7993948466697204,23.15290021393082,0.7350106801386606,0.3143110258393896,8.944978157318292,-68.008736770039,3.3495830978045196,-8.294150185872187,0.0,0.0,0.0,0.0,0.03300792499634437,-168.71259193457334,-0.03236947574562732,-0.006460661925649744
31.622776601683718,195.91392931573705,-170.02825435186054,-192.95430943367586,-33.9249490921488,1.0,0.0,1.0,0.0,8.734158586997664e-05,-146.658323423374,-7.296584076122346e-05,-4.800561117505208e-05,0.8426248144251003,25.837376028564915,0.7583915412965264,0.36723132760538507,10.622798744605163,-66.7103991067201,4.200029412520135,-9.757233527099308,12.613226714472317,-92.52871468133795,-0.55649645314615,-12.600944403032411,197.0339864790946,-176.140391616557,-196.58710934536242,-13.262739802867273,0.8174618374352512,19.9058987484732,0.7686210096736197,0.27832642553541787,10.308015652410944,-72.70301854302052,3.064826357596411,-9.841850745064738,0.0,0.0,0.0,0.0,0.04225079472201905,-172.32739913835437,-0.04187253008703268,-0.005640999800809762
