# artifact_type: raw_data
# circuit_file: 04_pjf_common_source.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\ac_analysis\04_pjf_common_source.cir
# analysis_type: ac
# executor: spice
# timestamp: 2026-04-22T10:24:02.635629

Frequency (Hz),V(out)_mag,V(out)_phase,V(out)_real,V(out)_imag,V(drain)_mag,V(drain)_phase,V(drain)_real,V(drain)_imag,V(in)_mag,V(in)_phase,V(in)_real,V(in)_imag,I(VIN)_mag,I(VIN)_phase,I(VIN)_real,I(VIN)_imag,V(gate)_mag,V(gate)_phase,V(gate)_real,V(gate)_imag,V(src)_mag,V(src)_phase,V(src)_real,V(src)_imag,V(vss)_mag,V(vss)_phase,V(vss)_real,V(vss)_imag,I(VSS)_mag,I(VSS)_phase,I(VSS)_real,I(VSS)_imag
79.43282347242791,0.8710784829065735,1.2595657091532517,0.8708680051565199,0.01914787135744884,0.8712533161330973,0.11171698155223224,0.8712516599534922,0.0016987940437928465,1.0,0.0,1.0,0.0,1.000010517581015e-06,-179.83391035243628,-1.0000063159865703e-06,-2.898837632068184e-09,0.9999961990927816,0.11480146979747499,0.9999941917671035,0.002003654677686529,0.017660834405583227,92.53351901089636,-0.0007806767012138581,0.017643571514566265,0.0,0.0,0.0,0.0,0.00019408214660594295,-179.8370330337657,-0.00019408136153447234,-5.520290718529309e-07
89.12509381337428,0.8711148345863603,1.1226193110641753,0.8709476288116527,0.017067012151566054,0.8712537182161129,0.09956990767427404,0.871252402611209,0.0015140837485062564,1.0,0.0,1.0,0.0,1.0000110388262954e-06,-179.8401437140281,-1.0000071466841843e-06,-2.7900456990321426e-09,0.9999966121590643,0.10231694630561132,0.9999950176819405,0.0017857605946006508,0.015743069478850683,92.25819382722013,-0.0006203196699112003,0.015730843592224836,0.0,0.0,0.0,0.0,0.00019408293891096822,-179.85481081968732,-0.0001940823157785099,-4.918113148169627e-07
99.99999999999969,0.871143713128537,1.0005574669640616,0.8710108857553034,0.015212028764646598,0.8712540377827599,0.08874379735022879,0.8712529927125383,0.001349459969165884,1.0,0.0,1.0,0.0,1.000011501024043e-06,-179.84425589773036,-1.0000078065494318e-06,-2.7182752902971466e-09,0.9999969402697558,0.09119009466575519,0.9999956737305086,0.0015915618554282643,0.014033032887374999,92.0127291479926,-0.0004928615300526485,0.014024375192155353,0.0,0.0,0.0,0.0,0.0001940835683830376,-179.87066380148045,-0.0001940830738975988,-4.381127165875995e-07
112.20184543019599,0.8711666543008802,0.8917639710329166,0.8710611386068162,0.013558479811042959,0.8712542917377327,0.07909507287839719,0.8712534615650052,0.0012027395455428292,1.0,0.0,1.0,0.0,1.0000119287862183e-06,-179.84630146597104,-1.000008330720345e-06,-2.682574256479553e-09,0.9999972008976458,0.08127327178094645,0.9999961948490999,0.0014184817402690003,0.01250837542402916,91.79389824589875,-0.0003915661337957803,0.01250224506683983,0.0,0.0,0.0,0.0,0.00019408406846752936,-179.88480182265778,-0.00019408367617892156,-3.9022273656078873e-07
125.89254117941631,0.8711848784665844,0.7947976643614184,0.8711010596995187,0.012084546297369034,0.8712544935334529,0.07049575702061296,0.8712538340624976,0.0010719765069012112,1.0,0.0,1.0,0.0,1.0000123448915958e-06,-179.84630756012336,-1.0000087471095466e-06,-2.6824690087462813e-09,0.9999974079219288,0.0724348898890096,0.9999966087887461,0.0012642237081448304,0.011149108118044992,91.59881893404767,-0.0003110716364763909,0.011144767663116025,0.0,0.0,0.0,0.0,0.0001940844657475455,-179.89741212072653,-0.000194084154642178,-3.475073255242768e-07
141.25375446227497,0.8711993552845705,0.7083736081400395,0.8711327725699729,0.0107707568352151,0.871254653871023,0.06283178141336118,0.8712541299949624,0.0009554363595467964,1.0,0.0,1.0,0.0,1.0000127714985801e-06,-179.84427426042495,-1.0000090778904037e-06,-2.7179582513673153e-09,0.9999975723672829,0.06455767076832179,0.999996937592969,0.0011267409385959527,0.00993736598972248,91.42491790548205,-0.0002471119384784529,0.009934293055046969,0.0,0.0,0.0,0.0,0.00019408478134930277,-179.90866176785482,-0.00019408453473325512,-3.0940068285816263e-07
158.48931924611082,0.8712108551653447,0.6313462433059568,0.8711579645250682,0.00959973970851306,0.8712547812604272,0.05600147763697132,0.8712543650922656,0.0008515731489269993,1.0,0.0,1.0,0.0,1.0000132313250607e-06,-179.84017458702579,-1.00000934067765e-06,-2.7895129756441706e-09,0.9999977029909473,0.057537089736220924,0.9999971987716207,0.0010042091824482408,0.008857191565191751,91.26989841970386,-0.00019629391209223415,0.008855016155975065,0.0,0.0,0.0,0.0,0.00019408503206056423,-179.91869985672827,-0.00019408483667191425,-2.753978696595072e-07
177.82794100389168,0.8712199901832756,0.5626943384002301,0.8711779761696813,0.008555999757203257,0.871254882467602,0.04991423146729241,0.8712545518555248,0.0007590090010001093,1.0,0.0,1.0,0.0,1.0000137488581215e-06,-179.83395414196295,-1.0000095494653143e-06,-2.8980827202016585e-09,0.9999978067490598,0.051279988818048926,0.9999974062333074,0.0008950025628032265,0.00789433771946923,91.13171112558018,-0.00015591949320880585,0.007892797801836314,0.0,0.0,0.0,0.0,0.0001940852312204671,-179.92765945688768,-0.00019408507652389116,-2.45048194223213e-07
199.52623149688728,0.8712272465991824,0.5015075437723727,0.8711938725919248,0.007625718004064235,0.8712549628707907,0.04448928284390008,0.871254700218742,0.0006765158778997447,1.0,0.0,1.0,0.0,1.000014351657989e-06,-179.82553038772497,-1.0000097153718817e-06,-3.0451081747297215e-09,0.9999978891670888,0.04570334070226138,0.9999975710260519,0.0007976720060682207,0.0070360889681228495,91.00852778849887,-0.00012384376085715202,0.007034998982959189,0.0,0.0,0.0,0.0,0.00019408538942739036,-179.93565936487266,-0.00019408526705365283,-2.1794929236125885e-07
223.87211385683318,0.8712330107098171,0.44697438637692277,0.871206499952571,0.006796571994974387,0.8712550267445988,0.039654655910452814,0.8712548180753797,0.0006029993104411013,1.0,0.0,1.0,0.0,1.0000150718256546e-06,-179.8147915523574,-1.000009847232342e-06,-3.232540304008713e-09,0.9999979546340751,0.04073314709266641,0.9999977019256251,0.0007109260174734374,0.006271100070276339,90.8987176832439,-9.836182469582133e-05,0.0062703286231953126,0.0,0.0,0.0,0.0,0.00019408551510155845,-179.9428056695228,-0.0001940854184021563,-1.9374183128914715e-07
251.18864315095712,0.8712375893905693,0.3983715548304101,0.8712165304637225,0.006057574914442971,0.871255077485964,0.03534620512822889,0.8712549116969935,0.0005374838949081982,1.0,0.0,1.0,0.0,1.000015947712298e-06,-179.80159514725608,-1.0000099520686578e-06,-3.4628662357299306e-09,0.9999980066363628,0.03630345684853667,0.9999978059028793,0.0006336135464419375,0.005589250677706196,90.80082641746986,-7.811873576408167e-05,0.0055887047337788215,0.0,0.0,0.0,0.0,0.00019408561493259536,-179.94919315188022,-0.00019408553862591398,-1.7210477196776188e-07
281.83829312644434,0.8712412264195931,0.3550543389021849,0.8712244981347085,0.0053989316574506565,0.8712551177942006,0.03150676494709552,0.8712549860663223,0.00047910036402573717,1.0,0.0,1.0,0.0,1.0000170259615497e-06,-179.7857660774475,-1.0000100354636902e-06,-3.7391422668623525e-09,0.9999980479432563,0.03235549089024048,0.9999978884949661,0.0005647087147740554,0.004981514723224601,90.71355696019415,-6.20377739454748e-05,0.004981128411545658,0.0,0.0,0.0,0.0,0.0001940856942349263,-179.9549065373301,-0.00019408563412510823,-1.5275113068714532e-07
316.22776601683677,0.871244115448348,0.3164481010771787,0.8712308271772041,0.004811910171519639,0.8712551498140996,0.028085391851065393,0.871255045141969,0.0004270740622227031,1.0,0.0,1.0,0.0,1.0000183639933305e-06,-179.76709431961928,-1.0000101018584938e-06,-4.06503442322223e-09,0.9999980807544925,0.028836862262902233,0.999997954100203,0.00050329720523066,0.004439843256386588,90.63575266286149,-4.926338861828655e-05,0.004439569940864014,0.0,0.0,0.0,0.0,0.00019408575723041664,-179.96002161592776,-0.00019408570998400164,-1.3542418624618575e-07
354.8133892335741,0.8712464103068757,0.28204067021037743,0.8712358545752412,0.004288726520293763,0.8712551752496468,0.025036688792160366,0.871255092068695,0.00038071467344487467,1.0,0.0,1.0,0.0,1.0000200330614828e-06,-179.74533213782618,-1.0000101547888112e-06,-4.444867101119354e-09,0.9999981068173869,0.02570088101198364,0.9999980062123021,0.0004485641300643188,0.003957059484608461,90.56638207553446,-3.911581415153064e-05,0.003956866148584387,0.0,0.0,0.0,0.0,0.00019408580727312116,-179.96460624530454,-0.0001940857702415808,-1.1989408424111136e-07
398.10717055349573,0.8712482331913984,0.2513755585986813,0.8712398480179466,0.003822442255749825,0.8712551954546871,0.02232020309927209,0.8712551293448025,0.00033940706605697484,1.0,0.0,1.0,0.0,1.0000221220480477e-06,-179.72019079921,-1.000010197073362e-06,-4.883680453961203e-09,0.999998127519882,0.022905934649153303,0.9999980476064181,0.000399783218637453,0.0035267648486556626,90.50452537646451,-3.105498142118063e-05,0.003526628118449992,0.0,0.0,0.0,0.0,0.0001940858470274683,-179.96872124912875,-0.0001940858181061958,-1.0595479469619294e-07
446.6835921509614,0.8712496811686914,0.22404591406267055,0.8712430201465934,0.0034068728167170655,0.871255211504735,0.019899889908325412,0.8712551589548861,0.0003026031339439497,1.0,0.0,1.0,0.0,1.0000247421961365e-06,-179.69133674733905,-1.0000102309639426e-06,-5.387297271480795e-09,0.9999981439644592,0.020414935989193052,0.9999980804869358,0.00035630718073609193,0.0031432550433125065,90.44936224895812,-2.4651827538023667e-05,0.003143158372514586,0.0,0.0,0.0,0.0,0.00019408587861025433,-179.9724212228042,-0.00019408585612650775,-9.34213835965187e-08
501.1872336272703,0.8712508313435233,0.19968912791755217,0.8712455398734277,0.003036505794501212,0.8712552242542568,0.017743634019180107,0.8712551824755231,0.0002698145259693035,1.0,0.0,1.0,0.0,1.0000280330333791e-06,-179.65838718258215,-1.0000102582653455e-06,-5.962400245404509e-09,0.9999981570268521,0.018194831032198305,0.9999981066048613,0.00031755911776455253,0.0028014449801721762,90.40016105457677,-1.9565491098155665e-05,0.002801376655947924,0.0,0.0,0.0,0.0,0.00019408590370313976,-179.97575525693034,-0.00019408588632697604,-8.212756276799318e-08
562.3413251903468,0.8712517449635236,0.17798202808599586,0.8712475413734908,0.002706428020911344,0.8712552343820205,0.015822823853121573,0.8712552011590757,0.00024060616762116378,1.0,0.0,1.0,0.0,1.0000321698012365e-06,-179.62090499180613,-1.0000102804314663e-06,-6.616620644179366e-09,0.99999816740268,0.01621616036176499,0.999998127351068,0.000283024867894081,0.0024968017757138025,90.35626916602094,-1.55251880978233e-05,0.0024967535072053315,0.0,0.0,0.0,0.0,0.00019408592364230772,-179.9787675880053,-0.00019408591031576673,-7.192348605522461e-08
630.9573444801906,0.8712524706801538,0.15863659413544015,0.8712491312278952,0.002412260539412676,0.8712552424272388,0.014111971870196376,0.8712552160003799,0.00021459048909135234,1.0,0.0,1.0,0.0,1.0000373727855968e-06,-179.57839296111763,-1.000010298642729e-06,-7.35863957528754e-09,0.9999981756444936,0.0144526682397479,0.9999981438303664,0.00025224618361945327,0.0022252849312992006,90.31710433638872,-1.2315809383987505e-05,0.0022252508501979062,0.0,0.0,0.0,0.0,0.00019408593948953457,-179.98149818492442,-0.00019408592937030425,-6.267376287254596e-08
707.9457843841349,0.8712530471391298,0.14139613778223906,0.8712503940983658,0.002150100616487593,0.8712552488182759,0.01258837641822205,0.8712552277897134,0.00019142228334171515,1.0,0.0,1.0,0.0,1.0000439190452294e-06,-179.53028719622574,-1.0000103138689493e-06,-8.19830318216086e-09,0.9999981821911987,0.012880954210914806,0.9999981569203389,0.0002248146512145369,0.001983292950872619,90.28214699380962,-9.766476468011558e-06,0.001983268903834884,0.0,0.0,0.0,0.0,0.00019408595208869606,-179.98398327899002,-0.00019408594450525944,-5.42556630260424e-08
794.328234724278,0.8712535050381702,0.1260318984654936,0.8712513972349719,0.0019164700378924713,0.8712552538954534,0.011231820533717138,0.8712552371548751,0.00017079412604730832,1.0,0.0,1.0,0.0,1.0000521571619706e-06,-179.4759496662608,-1.0000103269209776e-06,-9.146753287940512e-09,0.999998187391432,0.011480162594784448,0.999998167318074,0.00020036627141632607,0.001767615716022483,90.25093336169054,-7.741448665171224e-06,0.0017675987637193686,0.0,0.0,0.0,0.0,0.00019408596211068204,-179.98625584443272,-0.00019408595652655892,-4.655748911631971e-08
891.2509381337416,0.8712538687615401,0.11234000901648158,0.87125219405688,0.0017082690137385685,0.8712552579291251,0.010024303701834185,0.8712552445945685,0.00015243229670609002,1.0,0.0,1.0,0.0,1.0000625257975475e-06,-179.414659773243,-1.0000103384938805e-06,-1.0216575254198834e-08,0.9999981915221238,0.010231705744594151,0.9999981755772885,0.00017857662943678994,0.0015753920062862438,90.22304931505536,-6.132898851864631e-06,0.0015753800687523848,0.0,0.0,0.0,0.0,0.00019408597008917225,-179.9883460357833,-0.0001940859660743507,-3.9477095067169214e-08
999.9999999999955,0.8712541576784597,0.10013879130265495,0.8712528269967648,0.001522735087839924,0.8712552611340424,0.008949803019300399,0.8712552505049272,0.00013609314684668702,1.0,0.0,1.0,0.0,1.0000755770433873e-06,-179.3456048427382,-1.0000103492039585e-06,-1.1421964964120068e-08,0.9999981948032491,0.009119017401353327,0.9999981821378161,0.00015915659021886313,0.00140407161506226,90.19812489270285,-4.855174081978657e-06,0.0014040632206236928,0.0,0.0,0.0,0.0,0.00019408597644910005,-179.99028158787965,-0.00019408597365713792,-3.2920531196169204e-08
1122.0184543019582,0.8712543871746311,0.08926634606246547,0.8712533297604121,0.0013574065111091958,0.871255263680901,0.007994060593941175,0.871255255200722,0.00012155986718826318,1.0,0.0,1.0,0.0,1.0000920058052072e-06,-179.26786941210258,-1.0000103596215614e-06,-1.2778917209133045e-08,0.9999981974095399,0.008127332870241288,0.9999981873490286,0.00014184846182043552,0.0012513815683729056,90.17582939324251,-3.840236024282547e-06,0.0012513756759066044,0.0,0.0,0.0,0.0,0.00019408598152909187,-179.9920881838059,-0.00019408597967866773,-2.6800797892625377e-08
1258.9254117941612,0.8712545694714159,0.0795784050198892,0.8712537291214257,0.0012100895965252733,0.871255265705312,0.007144394360182589,0.8712552589320013,0.00010863961086405594,1.0,0.0,1.0,0.0,1.0001126867831614e-06,-179.1804231861499,-1.000010370301464e-06,-1.430543792278749e-08,0.9999981994797899,0.007243493102494909,0.9999981914884416,0.00012642257602045877,0.0011152960052680583,90.15586699057313,-3.0340387896163877e-06,0.0011152918783778137,0.0,0.0,0.0,0.0,0.00019408598559969047,-179.99378979562482,-0.00019408598445962258,-2.1036691442447232e-08
1412.5375446227474,0.8712547142767015,0.0709464168298168,0.8712540463469979,0.0010788296250365819,0.8712552673150803,0.00638952980304166,0.8712552618974676,9.71609345808268e-05,1.0,0.0,1.0,0.0,1.0001387210114753e-06,-179.08210751124753,-1.0000103818124107e-06,-1.602178310508573e-08,0.9999982011242481,0.0064557700831219976,0.9999981947764943,0.00011267424077649236,0.0009940093251799454,90.1379728110516,-2.3936514944682932e-06,0.0009940064431266094,0.0,0.0,0.0,0.0,0.00019408598887766303,-179.99540900243287,-0.00019408598825459847,-1.5551726660699957e-08
1584.8931924611056,0.8712548293018192,0.06325584148981561,0.8712542983303706,0.0009618849180904531,0.871255268595905,0.005719450356536277,0.8712552642550153,8.697152374358281e-05,1.0,0.0,1.0,0.0,1.000171494427201e-06,-178.9716202054375,-1.000010394767401e-06,-1.795072761441585e-08,0.9999982024304874,0.00575371120747708,0.9999981973882874,0.00010042102409649623,0.0008859122494439723,90.12190942062787,-1.8849724793759551e-06,0.0008859102440956593,0.0,0.0,0.0,0.0,0.00019408599153760935,-179.99696728993715,-0.0001940859912657272,-1.0273122109983676e-08
1778.2794100389137,0.8712549206722893,0.05640463061266384,0.8712544984905282,0.0008577037340262809,0.8712552696160396,0.005125264493137393,0.8712552661302376,7.793617138670971e-05,1.0,0.0,1.0,0.0,1.0002127515727005e-06,-178.84749856918515,-1.0000104098563352e-06,-2.0117867371993725e-08,0.9999982034680707,0.005128000581696468,0.9999981994629086,8.950033328480432e-05,0.0007895704818330128,90.10746367554694,-1.4809135516401987e-06,0.0007895690930356053,0.0,0.0,0.0,0.0,0.0001940859937211068,-179.99848533553427,-0.00019408599365328775,-5.130834425415523e-09
1995.2623149688693,0.8712549932538707,0.0503018734122369,0.8712546574866378,0.0007649036826616821,0.8712552704297786,0.004599087741522717,0.8712552676229651,6.99349841073864e-05,1.0,0.0,1.0,0.0,1.0002646883347294e-06,-178.70810038496532,-1.000010427882754e-06,-2.255195900857654e-08,0.999998204292252,0.004570335406551561,0.9999982011108386,7.976725744126774e-05,0.0007037056867154273,90.09444389498182,-1.159957617167482e-06,0.0007037047307031248,0.0,0.0,0.0,0.0,0.00019408599554448185,-179.9999832826746,-0.0001940859955444736,-5.6628930950789965e-11
2238.7211385683277,0.8712550509117993,0.04486659044717294,0.8712547837857993,0.0006822533855282312,0.8712552710804706,0.004133938066033206,0.8712552688127055,6.286179117965095e-05,1.0,0.0,1.0,0.0,1.0003300686229792e-06,-178.55158270391115,-1.0000104498066302e-06,-2.528530143770802e-08,0.9999982049469225,0.0040733158044217775,0.9999982024198361,7.109264458549593e-05,0.0006271785336772002,90.08267731820033,-9.050129284012887e-07,0.0006271778807141419,0.0,0.0,0.0,0.0,0.00019408599710481105,179.99851899185765,-0.00019408599703997243,5.016825749496202e-09
2511.8864315095666,0.8712550967165387,0.040026659125201106,0.8712548841138567,0.0006086561388489816,0.8712552716027443,0.0037236432199632633,0.8712552697627933,5.662273574506967e-05,1.0,0.0,1.0,0.0,1.0004123711463284e-06,-178.37587820518854,-1.00001047679549e-06,-2.835416445384764e-08,0.999998205466946,0.003630346627466984,0.9999982034596097,6.336138789126589e-05,0.0005589735845107497,90.07200781260293,-7.025029569315768e-07,0.0005589731430671708,0.0,0.0,0.0,0.0,0.00019408599848522339,179.99700161420395,-0.00019408599821946074,1.0156851093585539e-08
2818.3829312644384,0.8712551331073716,0.03571785671801725,0.8712549638136483,0.0005431353628142482,0.8712552720244313,0.0033627588448849554,0.871255270523843,5.1135029410007427e-05,1.0,0.0,1.0,0.0,1.0005159740136679e-06,-178.17866891400246,-1.0000105102865887e-06,-3.179927000537819e-08,0.9999982058800152,0.003235549944059834,0.9999982042855313,5.647089829079942e-05,0.0004981858226553248,90.0622938022626,-5.416434382462404e-07,0.0004981855282092691,0.0,0.0,0.0,0.0,0.0001940859997592015,179.9954444497195,-0.00019408599914572117,1.5431651985992335e-08
3162.2776601683618,0.8712551620222398,0.03188300819142836,0.8712550271294693,0.0004848216442825589,0.871255272367988,0.0030464962281608783,0.871255271136383,4.632585370755993e-05,1.0,0.0,1.0,0.0,1.00064638685007e-06,-177.9573570653226,-1.0000105520634494e-06,-3.566633255402962e-08,0.9999982062081277,0.002883687042230635,0.999998204941584,5.03297431815268e-05,0.00044400864678896307,90.0534063895294,-4.1386809835825054e-07,0.00044400845390213384,0.0,0.0,0.0,0.0,0.0001940860009945886,179.99382683580143,-0.00019408599986807978,2.0911221745333144e-08
3548.133892335735,0.871255185000958,0.02847122754537867,0.8712550774331074,0.0004329412011180765,0.8712552726517048,0.0027706587593018433,0.8712552716330284,4.213139383623157e-05,1.0,0.0,1.0,0.0,1.0008105425659532e-06,-177.70903292184647,-1.0000106043508424e-06,-4.0006665657371654e-08,0.9999982064687571,0.002570088915160999,0.9999982054627055,4.485643317196732e-05,0.0003957231695677675,90.04522764480679,-3.123724862186879e-07,0.00039572304627882106,0.0,0.0,0.0,0.0,0.0001940860022571817,179.99212730771674,-0.0001940860004250128,2.6668270864591157e-08
3981.07170553495,0.8712552032672263,0.025437242601567444,0.8712551174034112,0.0003868056152422159,0.8712552728906915,0.002531586244442519,0.8712552720402282,3.8495991891109487e-05,1.0,0.0,1.0,0.0,1.0010171639686882e-06,-177.43043938577227,-1.0000106699332615e-06,-4.487786291196283e-08,0.9999982066757821,0.0022905943063132954,0.9999982058766468,3.997834076769787e-05,0.00035268867973646333,90.03764904180994,-2.3175162300922546e-07,0.000352688603594495,0.0,0.0,0.0,0.0,0.00019408600361421537,179.99032331377646,-0.0001940860008461759,3.277919184257833e-08
4466.835921509605,0.8712552177937737,0.022740794278480973,0.8712551491689273,0.0003458026982106585,0.8712552730976593,0.0023261063379394417,0.8712552723796513,3.537140831980763e-05,1.0,0.0,1.0,0.0,1.0012772241784339e-06,-177.11793332545503,-1.00001075230321e-06,-5.034456213373617e-08,0.9999982068402281,0.002041494492093966,0.9999982062054523,3.563073664911168e-05,0.0003143341412060163,90.03057001757129,-1.6771217436387478e-07,0.000314334096464813,0.0,0.0,0.0,0.0,0.00019408600513798422,179.9883909160907,-0.0001940860011540252,3.9325072858758067e-08
5011.872336272693,0.8712552293542236,0.02034610238412059,0.8712551744213163,0.00030938836817006964,0.8712552732836621,0.0021514924470486044,0.8712552726694056,3.271618180973592e-05,1.0,0.0,1.0,0.0,1.001604524496152e-06,-176.76744362813838,-1.0000108558471886e-06,-5.647930310243021e-08,0.9999982069708524,0.0018194840693513457,0.999998206466632,3.175593075301694e-05,0.000280150616407485,90.02389663809252,-1.1684381911701434e-07,0.00028015059204116583,0.0,0.0,0.0,0.0,0.0001940860069095812,179.98630447293164,-0.0001940860013649015,4.639277375232162e-08
5623.413251903457,0.8712552385641719,0.018221390839372378,0.8712551945053191,0.0002770794304578582,0.8712552734585662,0.002005427551871453,0.8712552729248823,3.0495079124482538e-05,1.0,0.0,1.0,0.0,1.002016419106817e-06,-176.37442617845667,-1.0000109860792897e-06,-6.33634901214819e-08,0.9999982070746107,0.0016216170946887606,0.999998206674094,2.8302506760791036e-05,0.0002496845134644234,90.01754035193973,-7.643764006486407e-08,0.00024968450176423245,0.0,0.0,0.0,0.0,0.00019408600902341233,179.9840362984848,-0.00019408600149009667,5.407607859721991e-08
6309.573444801895,0.8712552459141198,0.01633846603329521,0.8712552104905192,0.0002484471660870835,0.8712552736317225,0.0018859734612012835,0.8712552731597233,2.867862759994708e-05,1.0,0.0,1.0,0.0,1.0025347230229584e-06,-175.93381621174052,-1.0000111499348504e-06,-7.108847215053782e-08,0.999998207157029,0.0014452679935888324,0.9999982068388872,2.5224639835243105e-05,0.00022253156763269122,90.01141681524169,-4.434186597830725e-08,0.0002225315632148886,0.0,0.0,0.0,0.0,0.00019408601159198922,179.98155629546872,-0.00019408600153622034,6.24769401875826e-08
7079.457843841336,0.8712552517954666,0.014672342710819079,0.8712552232281747,0.0002231116429842598,0.8712552738123412,0.0017915450913823026,0.8712552733864236,2.7242724021735243e-05,1.0,0.0,1.0,0.0,1.0031868481881065e-06,-175.43997885598026,-1.0000113561397745e-06,-7.975675500593304e-08,0.9999982072224961,0.0012880967206371705,0.9999982069697871,2.2481488552987264e-05,0.00019833147718595462,90.00544477253884,-1.8847283135320532e-08,0.00019833147629043347,0.0,0.0,0.0,0.0,0.00019408601475211608,179.97883155578242,-0.0001940860015057468,7.17068328267388e-08
7943.282347242766,0.8712552565214073,0.013200912437514603,0.871255233396604,0.00020073667463903083,0.8712552740100327,0.0017208894355032571,0.8712552736170477,2.6168314825049037e-05,1.0,0.0,1.0,0.0,1.00400722282095e-06,-174.88665923445825,-1.0000116156752263e-06,-8.948336153308256e-08,0.999998207274499,0.0011480177085431236,0.999998207073765,2.0036652963654337e-05,0.0001767631225953422,89.99954497857462,1.4037859102446518e-09,0.00017676312258976804,0.0,0.0,0.0,0.0,0.00019408601867209414,179.9758259238229,-0.00019408600139706624,8.188823157588697e-08
8912.5093813374,0.8712552603436157,0.011904650234447988,0.8712552415373126,0.00018102535915962096,0.8712552742353247,0.0016730689359481504,0.8712552738638769,2.5441143253215133e-05,1.0,0.0,1.0,0.0,1.0050390611012332e-06,-174.26693424567446,-1.0000119423624143e-06,-1.0039735789252324e-07,0.9999982073158064,0.0010231721939301215,0.9999982071563576,1.7857691584726602e-05,0.00015754030558505134,89.99363914677954,1.7489783132196578e-08,0.00015754030461421245,0.0,0.0,0.0,0.0,0.00019408602356067484,179.97249951673206,-0.00019408600120438945,9.315623740346705e-08
9999.999999999938,0.8712552634656413,0.010766355494908123,0.8712552480838264,0.0001637161396143867,0.8712552745002182,0.0016474490440925305,0.8712552741400593,2.5051560187089276e-05,1.0,0.0,1.0,0.0,1.00633656415506e-06,-173.57316919824646,-1.0000123535986231e-06,-1.1264356619689053e-07,0.9999982073486179,0.0009119035526758214,0.9999982072219632,1.591569092281822e-05,0.00014040795153771475,89.98764891046591,3.0267345728588065e-08,0.00014040794827539159,0.0,0.0,0.0,0.0,0.00019408602967818937,179.96880819517844,-0.00019408600091745215,1.0566036990385393e-07
11220.184543019564,0.8712552660537484,0.009770923742231357,0.8712552533847756,0.00014857933334203757,0.8712552748188243,0.0016436897990745412,0.8712552744603073,2.4994396089613763e-05,1.0,0.0,1.0,0.0,1.0079676488193969e-06,-172.79698392041934,-1.000012871283679e-06,-1.2638448612656283e-07,0.9999982073746819,0.0008127353175170938,0.9999982072740764,1.418488180921529e-05,0.00012513872486766777,89.98149478297115,4.04169249778619e-08,0.00012513871834079983,0.0,0.0,0.0,0.0,0.0001940860373504099,179.9647029776716,-0.00019408600052096627,1.1956655130414347e-07
12589.254117941593,0.871255268245761,0.00890514620390926,0.8712552577224534,0.0001354140842371462,0.8712552752081083,0.0016617413176466954,0.8712552748416732,2.5268892423348683e-05,1.0,0.0,1.0,0.0,1.0100173173664047e-06,-171.9292348546724,-1.0000135229861965e-06,-1.4180245140604786e-07,0.9999982073953854,0.0007243515862269136,0.9999982073154714,1.2642297458685096e-05,0.00011153001245724712,89.97509510292767,4.847902265858841e-08,0.00011153000192099908,0.0,0.0,0.0,0.0,0.00019408604698591152,179.96012939061336,-0.00019408599999381907,1.3505930817244296e-07
14125.375446227454,0.8712552701584133,0.008157534539478466,0.8712552613278582,0.0001240456975262068,0.8712552756888023,0.0017018431322408656,0.871255275304468,2.5878691585006384e-05,1.0,0.0,1.0,0.0,1.0125917978297165e-06,-170.96002220540396,-1.0000143434117084e-06,-1.5910204902158664e-07,0.999998207411831,0.0006455795603915941,0.999998207348353,1.1267468714205158e-05,9.940123513311302e-05,89.96836495068555,5.488297466768173e-08,9.94012199816859e-05,0.0,0.0,0.0,0.0,0.00019408605909781827,179.9550267454832,-0.00019408599930793678,1.5234421997280194e-07
15848.931924611034,0.8712552718935369,0.0075181683975304656,0.8712552643929671,0.00011432332168618702,0.8712552762864809,0.0017645273695203155,0.8712552758733128,2.683188523951299e-05,1.0,0.0,1.0,0.0,1.0158235991971245e-06,-169.87873425584337,-1.0000153762508652e-06,-1.785128341258435e-07,0.9999982074248946,0.0005753739830886008,0.9999982073744722,1.0042152433696746e-05,8.859145151109722e-05,89.9612150215057,5.99698146778731e-08,8.85914312135458e-05,0.0,0.0,0.0,0.0,0.00019408607433117023,179.94932733356194,-0.0001940859984268312,1.7165064698218626e-07
17782.794100389114,0.8712552735435739,0.006978563777247973,0.8712552670810485,0.00010611794672007457,0.8712552770330132,0.0018506258098039531,0.8712552765785411,2.8141121667725696e-05,1.0,0.0,1.0,0.0,1.019877634407481e-06,-168.67414482044998,-1.0000166765061095e-06,-2.0029237597640748e-07,0.9999982074352725,0.0005128032689623912,0.9999982073952204,8.950089414620931e-06,7.895722241643788e-05,89.9535504405862,6.401043537959654e-08,7.895719646987856e-05,0.0,0.0,0.0,0.0,0.00019408609349713576,179.9429555275228,-0.00019408599730351788,1.9323477372488317e-07
