# artifact_type: raw_data
# circuit_file: 02_cmos_nand_gate.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\by_device\mosfet\02_cmos_nand_gate.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:24:47.370353

Time (s),V(out),V(a),V(b),V(mid),V(mna#body diode),V(mna#gate),V(mnb#body diode),V(mnb#gate),V(mpa#body diode),V(mpa#gate),V(mpb#body diode),V(mpb#gate),V(vdd),I(VA),I(VB),I(VDD)
5.177947145522126e-09,5.028370224002906,0.5177947145522126,0.5177947145522126,2.9068660171288676,2.903095767928382,0.5067626769549278,0.003377701178768011,0.4864238633205895,5.000016605377526,0.49985995645172265,5.000016605377526,0.49985995645172265,5.0,-0.009655598565924906,-0.016435203110704344,0.014963080463992482
8.521956968744893e-09,5.03048910110516,0.8521956968744892,0.8521956968744892,3.176589830532627,3.172651528883013,0.8409910063030545,0.003254517974105961,0.8208014151363734,5.000022031805654,0.8342779889261642,5.000022031805654,0.8342779889261639,5.0,-0.009707466173253243,-0.016437329895480413,0.015056827694288025
1.5209976615190422e-08,5.037367045064312,1.5209976615190421,1.5209976615190421,3.7076164430376872,3.7033953666270722,1.5087530290535236,0.002960730663759653,1.4894246911490459,5.000040848405682,1.5031610222074516,5.000040848405682,1.503161022207452,5.0,-0.010027090592369836,-0.01646986989386212,0.015227869971052715
2.0762657662396734e-08,5.021804772808335,2.0762657662396733,2.0762657662396733,3.1834400440363186,3.1969016157085193,1.976415860047923,-0.010152451448735424,2.0215326395658524,4.999790489362439,2.0577125697349823,4.999790489362439,2.0577125697349823,5.0,-0.03946770089881391,-0.024428774392837416,0.009533918892856093
2.5833492456763802e-08,5.013112618761709,2.5833492456763802,2.5833492456763802,0.99539010864239,1.0180978354036874,2.374386050043489,-0.030930331342216212,2.4004111229946545,5.0001017445785685,2.5656218166805016,5.0001017445785685,2.565621816680503,5.0,-0.07556354154292333,-0.06688851722586764,0.0061140410306406495
2.9499846562001153e-08,3.5041713028760406,2.949984656200115,2.949984656200115,0.5424470890657256,0.498749188153486,2.880227099892409,0.013487736019606573,2.8883190759678072,4.981688806422641,2.8534662167273055,4.981688806422641,2.8534662167273055,5.0,-0.055425331926838406,-0.0527280065683724,-0.011648535444950356
3.3048686161481405e-08,0.988783578337242,3.30486861614814,3.30486861614814,0.5778736385022857,0.5457350805357598,3.0348796830634215,-0.011150154189881276,3.249244341626599,4.997631397071783,3.2814304812976816,4.997631397071783,3.2814304812976824,5.0,-0.09780902264505897,-0.026354136457332755,0.005548227446660038
3.4779213168183006e-08,0.5036979883147902,3.4779213168183003,3.4779213168183003,0.36851360742182593,0.37273355998058366,3.305245320557809,-0.006453416523175118,3.384228162050754,4.9956995421267685,3.4721594269744562,4.9956995421267685,3.4721594269744553,5.0,-0.059479295368111584,-0.03315168153713022,-0.0009609839168501695
3.64810144310868e-08,0.3475394491655681,3.64810144310868,3.64810144310868,0.24640598867773214,0.23989168980730874,3.54183937320498,-0.004660555843854955,3.569949126673663,5.002089053230002,3.6361149592686175,5.002089053230002,3.6361149592686175,5.0,-0.03941618458125418,-0.030046266758359863,0.0070359621903455525
3.733640841388929e-08,0.2903630340002486,3.7336408413889286,3.7336408413889286,0.21333630065662873,0.21368394806127494,3.6379120126609212,-0.0019621285692568366,3.6606139641557633,4.9965276729393056,3.7269250238804497,4.9965276729393056,3.726925023880451,5.0,-0.034148215412162175,-0.026580898247214435,0.0007516742560526291
3.8274534953208865e-08,0.25484333241848933,3.8274534953208863,3.8274534953208863,0.18802809506677806,0.1862035606256814,3.7442688853941988,-0.0023146951302567,3.7591305489586175,5.002463587613668,3.8184016573310635,5.002463587613668,3.8184016573310635,5.0,-0.030745482638836474,-0.02579159478403037,0.006257756491794341
3.928536442646884e-08,0.22966663497448356,3.928536442646884,3.928536442646884,0.1701095565265276,0.17033852484403672,3.8533575336705335,-0.00080941680114055,3.862749896049706,4.997090426704651,3.9213790914318265,4.997090426704651,3.9213790914318265,5.0,-0.027445420063802795,-0.024314632604078623,0.0016667195935729114
4.031149390164636e-08,0.21125223658133757,4.031149390164636,4.031149390164636,0.15791181708071894,0.15684823513484147,3.96118632134937,-0.0010934524235877777,3.9676824911561384,5.002384631137506,4.023012966685506,5.002384631137506,4.023012966685506,5.0,-0.026033164098131945,-0.0238677741625426,0.005860383440042561
4.23637528520014e-08,0.19345895708037925,4.23637528520014,4.23637528520014,0.14484168170331083,0.14536844732395449,4.172499287213326,-4.1992367134889574e-05,4.174750852961939,4.9974729931045605,4.229283712147649,4.9974729931045605,4.229283712147649,5.0,-0.023655857013101578,-0.022905335096897295,0.002102394171137721
4.4776901835424205e-08,0.1824891809285498,4.477690183542419,4.477690183542419,0.13789437940071342,0.13716690639387666,4.415962759564197,-0.0004103404460512397,4.417226005402978,5.00237798051189,4.46996438209695,5.00237798051189,4.4699643820969515,5.0,-0.023151075141230493,-0.022729993194969822,0.0057654999894135904
4.9603199802269815e-08,0.17797969002031067,4.9603199802269815,4.9603199802269815,0.13403151503630253,0.1346853685533731,4.900354906465089,0.0002542395215836251,4.900151307461365,4.997623169937268,4.953405106231257,4.997623169937268,4.953405106231258,5.0,-0.022293315919206025,-0.022361182253780365,0.002253808124219959
5.0000000000000004e-08,0.17651302091182264,5.0,5.0,0.1335326844855888,0.13298297639780698,4.939611858899551,-0.00025138548768818825,4.939957289467442,5.002041185329539,4.992593080709483,5.002041185329539,4.992593080709481,5.0,-0.022598353463655352,-0.022483209941025484,0.005388811951415737
5.00152730518904e-08,0.17597601962887102,5.0,5.0,0.13295841299094152,0.13252201982739253,4.9402867750756005,-0.0006977332702891303,4.94083683557791,5.00064006361532,4.993481535029509,5.00064006361532,4.993481535029509,5.0,-0.02207722996496342,-0.021893876464193607,0.003947992645662165
5.004581915567119e-08,0.17505771098785017,5.0,5.0,0.13187841551717264,0.1317092315751998,4.941730151673266,-0.0013942412128653409,4.942641676611956,4.999513841583805,4.995059181248,4.999513841583805,4.995059181247999,5.0,-0.021070222359578006,-0.020766380713348243,0.002330140733650582
5.010691136323277e-08,0.1722085509844297,5.0,5.0,0.12923316269284418,0.12900020493392078,4.944026202522269,-0.002582222035986445,4.946010283237724,4.999453182445204,4.996979366376167,4.999453182445204,4.9969793663761655,5.0,-0.0196648103671877,-0.019003450128703303,0.0010071865005944038
5.017514542008949e-08,0.16811205549591654,5.0,5.0,0.12577277597653572,0.12521242864608062,4.9459036204867495,-0.003539454696110819,4.94932287915971,4.99925453669196,4.998079391312353,4.99925453669196,4.998079391312353,5.0,-0.01867232940029906,-0.01753257650931217,0.0001673984369204882
5.024486656506449e-08,0.16374186750598785,5.0,5.0,0.12211417708451147,0.12136344936595113,4.947558255417264,-0.004037335576712819,4.9523930562998855,4.999310157571344,4.998653563752467,4.999310157571344,4.998653563752463,5.0,-0.017929393610089495,-0.016317793315883566,-0.00012509800178517886
5.0323221859178024e-08,0.15863010692524343,5.0,5.0,0.11792896139270184,0.11700127279086184,4.949163590632047,-0.004314679279827885,4.955518170195397,4.999236598769661,4.998941671960841,4.999236598769661,4.998941671960839,5.0,-0.017298245802370493,-0.015180052614587769,-0.00036979090820578515
5.041097669639933e-08,0.15299950440508273,5.0,5.0,0.11333788672513916,0.11233552821820197,4.950853101325573,-0.004366914070683098,4.95870574760944,4.999298103533235,4.999107903100277,4.999298103533235,4.999107903100275,5.0,-0.016679665191383197,-0.014062116430094918,-0.00039841000329646144
5.0515671010708334e-08,0.1463239842619511,5.0,5.0,0.10799200117927753,0.10690518943102376,4.9527076730157,-0.004313342232176595,4.962122224931787,4.999268629976123,4.999178103087645,4.999268629976123,4.999178103087644,5.0,-0.01603807463221818,-0.012899890660189595,-0.00046866000478178063
5.0646311971520935e-08,0.13834920316128915,5.0,5.0,0.1016598564450576,0.10055730452351543,4.954947365336919,-0.004120499929797641,4.96591086414059,4.999341444876224,4.9992430757742765,4.999341444876224,4.999243075774276,5.0,-0.015269852962934705,-0.011615353361711378,-0.0004188615226154444
5.08296002045134e-08,0.1276977153745596,5.0,5.0,0.09335308255934383,0.09222677481322726,4.957914543292991,-0.0038315838275888095,4.970464339315953,4.999347639398651,4.999286593729229,4.999347639398651,4.999286593729227,5.0,-0.014266287659259858,-0.010083022318273294,-0.00043006481117277003
5.109824160175921e-08,0.11348044034024962,5.0,5.0,0.08242761020608128,0.08135693545698716,4.962055767510065,-0.0033857370880560345,4.975880355606403,4.999451799447627,4.999369751042896,4.999451799447627,4.999369751042893,5.0,-0.012858160482346337,-0.008249964450234293,-0.0003487327299482818
5.162829246049775e-08,0.08958263332142243,5.0,5.0,0.0644736905104726,0.06352195964142848,4.969332747766703,-0.00266988716810582,4.98345765277063,4.99953116892192,4.999488015437402,4.99953116892192,4.999488015437402,5.0,-0.010393078931964617,-0.005684777263989194,-0.0003095709339924631
5.268839417797484e-08,0.055239260084535814,5.0,5.0,0.03931094992721473,0.03867184817354448,4.980578636644497,-0.0016342126763484212,4.991686106208426,4.9997379489997344,4.999692398760986,4.9997379489997344,4.9996923987609865,5.0,-0.00657632153150578,-0.002873831676862615,-0.00016286158773881675
5.423643519162919e-08,0.02661397656050824,5.0,5.0,0.01883857547082304,0.018502005093993194,4.990491083211442,-0.0007979093218269057,4.996463034168366,4.999846957263918,4.9998448482786415,4.999846957263918,4.999844848278642,5.0,-0.0032213561699721005,-0.0012307058509968272,-0.00010528705324869497
5.572009887466188e-08,0.013246872946115144,5.0,5.0,0.009367128657663114,0.009211042602730118,4.9952799741560066,-0.00038983248552106834,4.998262528831655,4.999950375917903,4.999929795358563,4.999950375917903,4.999929795358563,5.0,-0.0015967434951433823,-0.0006025586032605279,-2.5757384394227295e-05
5.7121102470566975e-08,0.006843185088315862,5.0,5.0,0.004845338084703087,0.004752177037044084,4.997543865289063,-0.00021052823987443724,4.999098050786179,4.999947697672823,4.999956324082784,4.999947697672823,4.999956324082783,5.0,-0.0008332702093842848,-0.00031520837701259907,-4.00366381620861e-05
