# artifact_type: raw_data
# circuit_file: 01_nmos_low_side_switch.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\by_device\mosfet\01_nmos_low_side_switch.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:24:43.854593

Time (s),V(drain),I(VIN),V(gate),V(m1#body diode),V(m1#gate),V(n1),V(vdd),I(LLOAD),I(VDD)
3.281915961741449e-08,10.671076955657933,-0.0066610139899760945,1.6409579808707242,-0.002187008987562175,1.620974938900796,10.001564095698447,10.0,-1.5640956984462973e-05,1.564095698446122e-05
3.4169171546086626e-08,10.35499267214517,-0.008231703442909799,1.708458577304331,-0.00554323535199211,1.6837634669756014,10.00161180253738,10.0,-1.6118025373798024e-05,1.6118025373795808e-05
3.686919540343089e-08,9.088793854569625,-0.014042371438062418,1.8434597701715443,-0.017509995171717696,1.801332655857357,10.001536288059011,10.0,-1.536288059011717e-05,1.536288059010571e-05
4.081022464460798e-08,5.1127710355664,-0.029090028550095237,2.040511232230399,-0.0402976584534081,1.9532411465801134,10.000393317711321,10.0,-3.933177113213846e-06,3.9331771132106175e-06
4.101326589545885e-08,4.858839604569074,-0.03000056760160974,2.0506632947729426,-0.04151019616955609,1.9606615919681134,10.000288925081199,10.0,-2.889250811990682e-06,2.8892508119882088e-06
4.14193483971606e-08,4.364422681856794,-0.032130763117744876,2.0709674198580297,-0.04231274448278344,1.974575130504795,10.00007010556085,10.0,-7.010556085041347e-07,7.010556084957598e-07
4.22315134005641e-08,3.441902431750354,-0.03706774861869666,2.111575670028205,-0.04178512350631214,2.0003724241721152,9.999574956173992,10.0,4.250438260081415e-06,-4.250438260078315e-06
4.3855843407371105e-08,2.078082414211098,-0.04941403921873655,2.192792170368555,-0.030425226652047707,2.0445500527123457,9.998399104558002,10.0,1.6008954419971376e-05,-1.60089544199854e-05
4.710450342098511e-08,0.29876310255252736,-0.05545990913741772,2.355225171049255,-0.03315921685015297,2.188845443637002,9.995537507588114,10.0,4.462492411885357e-05,-4.462492411885788e-05
5.017064813791732e-08,-0.021240105885588906,-0.008389651702214507,2.5085324068958657,0.013309367851948282,2.4833634517892222,9.99251574067817,10.0,7.484259321829052e-05,-7.484259321829945e-05
5.3099550732767674e-08,0.0462110888559139,-0.007656496026405724,2.6549775366383837,-0.00789200983728749,2.6320080485591664,9.989593115033108,10.0,0.00010406884966891913,-0.00010406884966893126
5.430890314002227e-08,0.013282589487410274,-0.011924306492430592,2.7154451570011133,0.0016902658628078389,2.6796722375238216,9.988388691454777,10.0,0.00011611308545224096,-0.00011611308545224353
5.4853500911891433e-08,0.026461450981340964,-0.009656674825782363,2.742675045594571,0.0023893718798388905,2.713705021117224,9.987845823040225,10.0,0.0001215417695977637,-0.0001215417695977633
5.5243211578798324e-08,0.022298403149969188,-0.01030706968411621,2.7621605789399157,-0.002196826082212529,2.731239369887567,9.987457543712152,10.0,0.00012542456287849003,-0.00012542456287847892
5.569236863805608e-08,0.02407608495350641,-0.009914218635676653,2.7846184319028033,0.0014566130326804658,2.754875775995773,9.987010001528443,10.0,0.00012989998471556934,-0.00012989998471557573
5.630187189679043e-08,0.02248723481030272,-0.010147632813855001,2.8150935948395213,-0.0011565821668041857,2.7846506963979563,9.98640272754588,10.0,0.000135972724541211,-0.0001359727245412029
5.693644920755424e-08,0.023442184015784594,-0.009930522625555493,2.8468224603777115,0.0008609529076905311,2.817030892501045,9.985770490435694,10.0,0.0001422950956430571,-0.00014229509564306353
5.7741777076726356e-08,0.022451852767423033,-0.010078659480369567,2.8870888538363175,-0.0007283184419922661,2.8568528753952087,9.98496818880172,10.0,0.00015031811198280362,-0.00015031811198280842
5.880961959648974e-08,0.023013292367989716,-0.009941506211323836,2.9404809798244873,0.0006010555026582697,2.910656461190516,9.983904435719467,10.0,0.0001609556428053337,-0.00016095564280534103
6.01776758281169e-08,0.022289973007665383,-0.010049863197754805,3.0088837914058444,-0.0005458882314862551,2.9787342018125798,9.98254177353219,10.0,0.00017458226467808612,-0.00017458226467809146
6.212788565985994e-08,0.022599727799417733,-0.00995315071284475,3.106394282992997,0.0004807576414464622,3.076534830854462,9.980599535026363,10.0,0.00019400464973637043,-0.00019400464973637344
6.476122613209506e-08,0.02205211363436043,-0.010034965821342334,3.2380613066047528,-0.0004545342634153951,3.207956409140726,9.97797752776404,10.0,0.00022022472235960154,-0.00022022472235960766
6.84487088879891e-08,0.022148941407515936,-0.009964258782078739,3.4224354443994547,0.00041727976514414433,3.3925426680532182,9.974306992040079,10.0,0.0002569300795992065,-0.00025693007959921854
7.347709086669746e-08,0.021859607297702293,-0.010022947002473748,3.673854543334873,-0.000398631503168157,3.643785702327452,9.969303851961822,10.0,0.00030696148038177317,-0.0003069614803817844
8.0430552647318e-08,0.02182425696713417,-0.00997537776641777,4.0215276323659,0.0003779404541450704,3.9916014990666464,9.962389326328937,10.0,0.0003761067367106254,-0.000376106736710638
9.083323389225391e-08,0.02198771798212195,-0.010013210648254223,4.541661694612695,-0.00036246857558592084,4.511622062667932,9.952053934158982,10.0,0.00047946065841018024,-0.0004794606584101746
1.0000000000000001e-07,0.02193735338869374,-0.009986744679200799,5.0,0.0003477717961624907,4.970039765962397,9.94295542182787,10.0,0.0005704457817212949,-0.0005704457817213016
1.0032190362022402e-07,0.018190663756104383,-0.00742904388176191,5.0,-0.0007349664266225056,4.977712868354714,9.942635950341224,10.0,0.0005736404965877618,-0.0005736404965877712
1.0096571086067204e-07,0.011407864862329349,-0.003710084697441385,5.0,-0.001054044104384283,4.988869745907675,9.941996809601351,10.0,0.0005800319039864967,-0.0005800319039864915
1.0173198132685687e-07,0.00638385593935876,-0.0016851475903731927,5.0,-0.00029580357160023446,4.99494455722888,9.941235694572848,10.0,0.0005876430542715178,-0.0005876430542715305
1.0254514873792059e-07,0.004311607026673468,-0.0007034701165329338,5.0,-0.0001845153864273129,4.997889589650401,9.94042777339245,10.0,0.0005957222660754956,-0.0005957222660755018
1.0318629459725314e-07,0.0035268934279650546,-0.0003631658257567949,5.0,-6.700745632257706e-05,4.99891050252273,9.939790718685115,10.0,0.0006020928131488517,-0.0006020928131488523
1.0396031334987229e-07,0.003097396070841592,-0.0001590129202204693,5.0,-3.906163363778933e-05,4.999522961239339,9.939021646373812,10.0,0.0006097835362618806,-0.0006097835362618848
1.0507832028815036e-07,0.002885087047550668,-4.2029729176551456e-05,5.0,-1.1165599984711049e-06,4.99987391081247,9.937910853374374,10.0,0.0006208914662562651,-0.0006208914662562542
1.063286001964686e-07,0.002854472651356612,-7.367635606714273e-06,5.0,-3.0009669572623804e-06,4.99997789709318,9.936668772797539,10.0,0.0006333122720246149,-0.0006333122720246082
1.0869220324324497e-07,0.002939079032602055,5.221491195639416e-06,5.0,8.557127460609226e-06,5.000015664473587,9.934321100869965,10.0,0.0006567889913003403,-0.0006567889913003527
