# artifact_type: raw_data
# circuit_file: 04_class_ab_power_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\comprehensive_circuits\04_class_ab_power_amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:26.120133

Time (s),V(out),V(in),I(VIN),V(b1),V(b2),V(c2),V(c3),V(e3),V(np),V(pp),V(tail),V(vdd),V(vss),I(VDD),I(VSS)
1.2942537177634212e-06,-2.107343630129905,0.002439583894472677,-3.0439429174242135e-06,-0.0006043590229515367,-0.19151601898992487,11.938204016632422,-11.987399175870726,11.99620132673707,-7.484377367016672,-2.9813555583387186,-0.6529240943171137,12.0,-12.0,-0.0010150583438672811,0.26452311478756146
1.428265242449703e-06,-2.1073240431896076,0.002692180420301718,-2.893584910863667e-06,-0.0002014044905619485,-0.19005993672389435,11.980406565842143,-11.995474992019222,12.00867244216693,-7.4881422183370985,-2.9808094448240037,-0.6524983601811333,12.0,-12.0,-0.0009809944115062308,0.2644857862444672
1.5689063774846365e-06,-2.107123253599695,0.002957270953878411,-3.0626497769221943e-06,-0.0001053788230437833,-0.19223113209950868,11.981500844672507,-11.999557133368931,11.993728387627995,-7.490342557371231,-2.9811279815807614,-0.6524385235351107,12.0,-12.0,-0.0010136595722229913,0.26449450771809146
1.7209815049462749e-06,-2.1073332432376204,0.0032439104944802515,-2.8784178212847344e-06,0.0003654926731955174,-0.19064139026088397,11.997029998383828,-11.998770875517048,12.006642491068934,-7.489794322957196,-2.980817770643917,-0.6519193764577328,12.0,-12.0,-0.000980781976977596,0.26448696727692583
2.0251317598695517e-06,-2.10710636238382,0.0038171804288021746,-3.0898581141904945e-06,0.0007273223146116797,-0.19233596589294166,11.989028412080552,-12.000733617094427,11.993685199349114,-7.490922285815744,-2.981110954716517,-0.6516144734458534,12.0,-12.0,-0.0010133039987749726,0.26449210727558325
2.344188874651754e-06,-2.1073338764154417,0.004418532162951154,-2.876062986453073e-06,0.0015424691764980803,-0.1907335906744804,11.99916953396076,-11.999237741013344,12.006173576961263,-7.490027913177158,-2.980818085439736,-0.6507386446491106,12.0,-12.0,-0.0009808428720958773,0.26448713510397925
2.9823031042161595e-06,-2.1071047327020276,0.005621179943008642,-3.1188211053707212e-06,0.0025023588376379214,-0.1923128439858752,11.98954281716553,-12.000685744119682,11.993907616981563,-7.4908976129346625,-2.9811094818343666,-0.6498443365691507,12.0,-12.0,-0.00101321740351068,0.26449181767279123
4.140205319130571e-06,-2.1073345460593917,0.007803223011140766,-2.9039858678824416e-06,0.004899237143258325,-0.19074386197904508,11.999810903462759,-11.999257358671608,12.006061817105198,-7.490038016340471,-2.9808186731183652,-0.647383207105625,12.0,-12.0,-0.000980888025708282,0.26448726298703784
6.456009748959394e-06,-2.1071044174062403,0.012165954600891534,-3.1873356965057056e-06,0.008978618904385829,-0.19230824031009044,11.99079826510386,-12.000678236535846,11.993964325722784,-7.490893724344263,-2.9811092105313843,-0.6433735939792198,12.0,-12.0,-0.0010131920514879766,0.2644917545681962
1.108761860861704e-05,-2.1073346918612317,0.020882767440985037,-3.032815899860295e-06,0.01784995154112474,-0.19074592419327044,12.001832639746594,-11.999263664396215,12.006031733806083,-7.490041229419692,-2.980818796786836,-0.6344404956690771,12.0,-12.0,-0.000980899333569596,0.26448729278034816
2.0350836327932333e-05,-2.1071043468131996,0.038255974448538274,-3.447883893522728e-06,0.03480809055501555,-0.19230771763545512,11.993469156694825,-12.000679581914945,11.993976106694573,-7.490894362655834,-2.9811091510092043,-0.6175571469447675,12.0,-12.0,-0.0010131837932476628,0.264491739501804
3.0350836327932332e-05,-2.1073347354749252,0.0568638545340418,-3.39012176996223e-06,0.05347373276407957,-0.1907471613106576,12.00417384373159,-11.99926672032132,12.00602142140696,-7.490042772063477,-2.9808188332107397,-0.5988305798253529,12.0,-12.0,-0.000980901279575619,0.26448730180849706
4.035083632793233e-05,-2.107104305396858,0.07524731896432346,-3.815863996876e-06,0.07143145496744746,-0.19230933799601688,11.994655702049958,-12.000680254913247,11.99398345227225,-7.4908946780710295,-2.9811091164233128,-0.5809450284956961,12.0,-12.0,-0.001013177385345898,0.2644917303998371
5.035083632793233e-05,-2.1073347766410593,0.09333381660388297,-3.751746186881949e-06,0.08958207041700103,-0.19074918497762514,12.004756914299875,-11.99926776747126,12.006012889657034,-7.490043307781431,-2.980818867469949,-0.5627319704252786,12.0,-12.0,-0.000980903406031075,0.2644873105415846
6.0350836327932326e-05,-2.1071042663639483,0.11105196830947175,-4.171760918911672e-06,0.10688020739056008,-0.19231203727872986,11.994957083798583,-12.000680027223641,11.993991383833539,-7.4908945471261035,-2.981109084294441,-0.5455053050810854,12.0,-12.0,-0.0010131708663720929,0.264491721638053
7.035083632793232e-05,-2.1073348164264307,0.1283318486309614,-4.098581921405716e-06,0.12423326670955567,-0.190751448590921,12.00488418788473,-11.999268475338182,12.006004643308174,-7.490043679711718,-2.980818900320488,-0.5280890148895295,12.0,-12.0,-0.0009809056615921463,0.26448731912297957
8.035083632793232e-05,-2.107104228981132,0.1451052617751494,-4.51016879400763e-06,0.14059509298114178,-0.19231535153742846,11.99504560458627,-12.000679448573612,11.993999519285362,-7.490894244569352,-2.981109053843169,-0.5117984915030764,12.0,-12.0,-0.0010131642274586738,0.26449171309181274
9.035083632793232e-05,-2.1073348548476245,0.16130601074339915,-4.4252521772845195e-06,0.15688075856611464,-0.1907537934182939,12.00490337312456,-11.999269230176521,12.005996402656379,-7.490044076411451,-2.9808189317807425,-0.4954490195263162,12.0,-12.0,-0.0009809079977571855,0.2644873275229771
0.00010035083632793232,-2.1071041930788286,0.17687015858095118,-4.825805099882509e-06,0.17204435348106867,-0.19231913749829738,11.995081431541584,-12.000678669593068,11.994007760131904,-7.490893844875023,-2.9811090248946264,-0.48035663900717473,12.0,-12.0,-0.0010131574907603635,0.2644917047318797
0.00011035083632793232,-2.1073348920161026,0.19173628070687337,-4.726620955288147e-06,0.18700965975158523,-0.19075620906902366,12.004896537119967,-11.999270106183866,12.005988110147806,-7.49004453395199,-2.980818961967317,-0.4653269624760168,12.0,-12.0,-0.000980910399036361,0.2644873357481301
0.00012035083632793232,-2.107104158515144,0.20584570732882,-5.113710922147408e-06,0.20073199640667258,-0.19232331342056036,11.995103026183616,-12.00067773981628,11.9940160762356,-7.490893368632395,-2.9811089973018627,-0.4516757255761832,12.0,-12.0,-0.0010131506916053468,0.26449169653983134
0.0001303508363279323,-2.1073349280418663,0.219142754985898,-4.99793325194631e-06,0.2141448217339517,-0.19075869873778262,12.00488359287811,-11.999271105330932,12.005979758867394,-7.490045049289872,-2.9808189909951164,-0.43819793321859857,12.0,-12.0,-0.0009809128667228606,0.2644873438113765
0.0001403508363279323,-2.1071041251698426,0.23157494630584816,-5.369356304503692e-06,0.22620559000134446,-0.1923278132691914,11.99512006520386,-12.000676685806225,11.994024453935335,-7.490892830603841,-2.981108970940291,-0.4262081034631767,12.0,-12.0,-0.0010131438665723635,0.2644916885014134
0.0001503508363279323,-2.107334963019213,0.24309321710925857,-5.234903748170278e-06,0.23785831336108829,-0.19076126506941252,12.004869560618944,-11.999272215727517,12.00597135305779,-7.490045618625862,-2.980819018962658,-0.41448977643375823,12.0,-12.0,-0.0009809154062025982,0.26448735172508236
0.0001603508363279323,-2.10710409292829,0.2536521100434656,-5.588718047971994e-06,0.2480633919954936,-0.19233257666045378,11.995135173160893,-12.00067552610644,11.994032884251428,-7.490892235700677,-2.9811089456912243,-0.4043554287725738,12.0,-12.0,-0.0010131370499948389,0.2644916806036128
0.0001703508363279323,-2.1073349970379107,0.2632099539819572,-5.433787641319842e-06,0.2577761663406373,-0.19076390758281797,12.004855742222592,-11.999273422787548,12.005962899131621,-7.4900462328442385,-2.9808190459636674,-0.3945763768928307,12.0,-12.0,-0.000980918023913091,0.2644873595016431
0.0001803508363279323,-2.10710406169695,0.2717290284812717,-5.7683446976993825e-06,0.2659606837835723,-0.19233754592756244,11.995149154461211,-12.000674276211003,11.994041359784616,-7.490891597635528,-2.9811089214578614,-0.38646234243195504,12.0,-12.0,-0.0010131302738756176,0.2644916728360759
0.0001903508363279323,-2.10733503017095,0.2791757126463552,-5.591440505648825e-06,0.2735842721407064,-0.19076662268688485,12.004842461909721,-11.99927471288484,12.005954403488554,-7.490046891775921,-2.980819072074422,-0.378771771016626,12.0,-12.0,-0.0009809207260644826,0.26448736715137194
0.0002003508363279323,-2.1071040313831793,0.28552061781687466,-5.905411365945761e-06,0.27961520645092885,-0.19234266501633807,11.995162308446526,-12.000672949560766,11.994049874130656,-7.490890920684011,-2.9811088981444556,-0.37281103889775447,12.0,-12.0,-0.0010131235675459038,0.2644916651887818
0.0002103508363279323,-2.1073350624822638,0.29073870355083326,-5.7053680911605255e-06,0.28503333545967274,-0.19076940423822072,12.004829773534462,-11.999276073583038,12.005945872017058,-7.490047581277067,-2.9808190973617514,-0.36732519640446565,12.0,-12.0,-0.0009809235179858433,0.264487374683556
0.0002203508363279323,-2.1071040019128056,0.2948093764477558,-5.997764387959549e-06,0.2888116120597962,-0.19234787893313837,11.995174780730764,-12.000671557539224,11.994058421602803,-7.4908902142805776,-2.981108875674506,-0.3636168168519986,12.0,-12.0,-0.0010131169576226284,0.2644916576540147
0.0002303508363279323,-2.1073350940278313,0.29771657142143165,-5.773765716424824e-06,0.29194280570500686,-0.1907722441758337,12.004817652680705,-11.999277494279978,12.005937309999702,-7.4900483068796575,-2.980819121884139,-0.3604171617892384,12.0,-12.0,-0.0009809264037556886,0.2644873821062774
