# artifact_type: raw_data
# circuit_file: inverting amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\inverting amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:09.947959

Time (s),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(xu1.ndrv),I(E.XU1.E1),I(V1),I(V2),I(V3)
0.00998559999999993,-9.035438300822023e-09,0.009035347938216939,12.0,-0.0009035447328038247,0.0,-12.0,0.009035438300822023,-9.03626050843126e-08,-1.2e-11,-1.2e-11,9.035356973655239e-08
0.010005599999999929,3.517854275825771e-09,-0.0035178190940818328,12.0,0.00035178577904788666,0.0,-12.0,-0.003517854275825771,3.518174393826734e-08,-1.2e-11,-1.2e-11,-3.517822611936109e-08
0.010025599999999928,1.601566818907881e-08,-0.016015508017822967,12.0,0.0016015684190173046,0.0,-12.0,-0.01601566818907881,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033491158e-07
0.010045599999999927,2.826090544769435e-08,-0.02826062281292299,12.0,0.002826093368288292,0.0,-12.0,-0.02826090544769435,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.826065107382844e-07
0.010065599999999926,4.0060451345153165e-08,-0.04006005070418547,12.0,0.004006049136915026,0.0,-12.0,-0.04006045134515317,4.006409677001499e-07,-1.2e-11,-1.2e-11,-4.006009076463682e-07
0.010085599999999926,5.122821999394403e-08,-0.05122770766512739,12.0,0.005122827117554732,0.0,-12.0,-0.05122821999394403,5.12328816641705e-07,-1.2e-11,-1.2e-11,-5.122775889334739e-07
0.010105599999999925,6.158808901117644e-08,-0.061587473074242345,12.0,0.006158815054322148,0.0,-12.0,-0.06158808901117644,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.158753466233137e-07
0.010125599999999924,7.097667707376107e-08,-0.0709759672424029,12.0,0.007097674798585072,0.0,-12.0,-0.07097667707376107,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821907998e-07
0.010145599999999923,7.924592053948134e-08,-0.07924512800816369,12.0,0.007924599971328961,0.0,-12.0,-0.07924592053948135,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725408422e-07
0.010165599999999922,8.626540849907569e-08,-0.08626454576649083,12.0,0.008626549468598432,0.0,-12.0,-0.08626540849907569,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203189934e-07
0.010185599999999921,9.19244394341819e-08,-0.09192352010613809,12.0,0.009192453127497186,0.0,-12.0,-0.09192443943418191,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203057753e-07
0.01020559999999992,9.613376704641324e-08,-0.09613280562126289,12.0,0.00961338630927004,0.0,-12.0,-0.09613376704641324,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175502994e-07
0.01022559999999992,9.88270077247942e-08,-0.09882601936478626,12.0,0.009882710646187124,0.0,-12.0,-0.09882700772479419,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.8826118191794e-07
0.010245599999999919,9.996168745496217e-08,-0.09996068774712441,12.0,0.00999617873256864,0.0,-12.0,-0.09996168745496217,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770881185e-07
0.010265599999999918,9.951991165974793e-08,-0.09951891637007011,12.0,0.009952001108909838,0.0,-12.0,-0.09951991165974793,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588998178e-07
0.010285599999999917,9.750864740734613e-08,-0.09750767223214106,12.0,0.009750874482726253,0.0,-12.0,-0.09750864740734613,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974078846e-07
0.010305599999999917,9.395961353648812e-08,-0.09395867385485131,12.0,0.00939597074106002,0.0,-12.0,-0.09395961353648812,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781446484e-07
0.010325599999999916,8.892878043140678e-08,-0.08892789106267898,12.0,0.008892886927926372,0.0,-12.0,-0.08892878043140678,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999145942e-07
0.010345599999999915,8.249548733544436e-08,-0.08249466230550169,12.0,0.008249556975586238,0.0,-12.0,-0.08249548733544436,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480098904e-07
0.010365599999999914,7.476119112378671e-08,-0.07476044344384421,12.0,0.007476126581694659,0.0,-12.0,-0.07476119112378671,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820503536e-07
0.010385599999999913,6.584786626793629e-08,-0.06584720772935332,12.0,0.006584793205588226,0.0,-12.0,-0.06584786626793629,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.584727357721959e-07
0.010405599999999912,5.5896081225432005e-08,-0.05589552221375539,12.0,0.005589613707064887,0.0,-12.0,-0.05589608122543201,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810983661e-07
0.010425599999999912,4.5062781591301085e-08,-0.0450623309224789,12.0,0.004506282661307641,0.0,-12.0,-0.04506278159130109,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.5062375985260497e-07
0.01044559999999991,3.351881497227704e-08,-0.033518479753625846,12.0,0.003351884846059054,0.0,-12.0,-0.033518814972277045,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.351851327244082e-07
0.01046559999999991,2.1446236617968105e-08,-0.02144602213608626,12.0,0.002144625804468906,0.0,-12.0,-0.021446236617968104,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.144604358232288e-07
0.01048559999999991,9.035438300834417e-09,-0.009035347938229332,12.0,0.0009035447328050643,0.0,-12.0,-0.009035438300834416,9.03626050843126e-08,-1.2e-11,-1.2e-11,-9.035356973667635e-08
0.010505599999999908,-3.5178542758126213e-09,0.0035178190940686836,12.0,-0.00035178577904657174,0.0,-12.0,0.0035178542758126214,-3.518174393783366e-08,-1.2e-11,-1.2e-11,3.5178226119229593e-08
0.010525599999999908,-1.6015668189067223e-08,0.016015508017811382,12.0,-0.001601568419016146,0.0,-12.0,0.016015668189067224,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.6015524033479572e-07
0.010545599999999907,-2.8260905447681053e-08,0.028260622812909694,12.0,-0.0028260933682869617,0.0,-12.0,0.028260905447681055,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.826065107381514e-07
0.010565599999999906,-4.00604513451411e-08,0.0400600507041734,12.0,-0.004006049136913821,0.0,-12.0,0.0400604513451411,-4.006409677001499e-07,-1.2e-11,-1.2e-11,4.006009076462476e-07
0.010585599999999905,-5.1228219993933356e-08,0.051227707665116716,12.0,-0.005122827117553665,0.0,-12.0,0.05122821999393336,-5.12328816641705e-07,-1.2e-11,-1.2e-11,5.122775889333672e-07
0.010605599999999904,-6.158808901116608e-08,0.061587473074231985,12.0,-0.006158815054321111,0.0,-12.0,0.06158808901116608,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.1587534662321e-07
0.010625599999999904,-7.09766770737518e-08,0.07097596724239363,12.0,-0.007097674798584145,0.0,-12.0,0.0709766770737518,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821907072e-07
0.010645599999999903,-7.924592053947287e-08,0.07924512800815521,12.0,-0.007924599971328114,0.0,-12.0,0.07924592053947287,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725407575e-07
0.010665599999999902,-8.626540849906904e-08,0.08626454576648418,12.0,-0.008626549468597767,0.0,-12.0,0.08626540849906904,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203189269e-07
0.010685599999999901,-9.192443943417699e-08,0.09192352010613318,12.0,-0.009192453127496695,0.0,-12.0,0.091924439434177,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.192361203057261e-07
0.0107055999999999,-9.61337670464098e-08,0.09613280562125945,12.0,-0.009613386309269696,0.0,-12.0,0.0961337670464098,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.613290175502651e-07
0.0107255999999999,-9.882700772479208e-08,0.09882601936478415,12.0,-0.009882710646186912,0.0,-12.0,0.09882700772479208,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819179188e-07
0.010745599999999899,-9.996168745496176e-08,0.099960687747124,12.0,-0.009996178732568601,0.0,-12.0,0.09996168745496176,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.996078770881145e-07
0.010765599999999898,-9.951991165974916e-08,0.09951891637007135,12.0,-0.009952001108909961,0.0,-12.0,0.09951991165974916,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.9519015889983e-07
0.010785599999999897,-9.75086474073489e-08,0.09750767223214382,12.0,-0.00975087448272653,0.0,-12.0,0.0975086474073489,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.750776974079123e-07
0.010805599999999896,-9.395961353649238e-08,0.09395867385485557,12.0,-0.009395970741060447,0.0,-12.0,0.09395961353649238,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.395876781446911e-07
0.010825599999999895,-8.892878043141311e-08,0.08892789106268531,12.0,-0.008892886927927005,0.0,-12.0,0.08892878043141311,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.892797999146575e-07
0.010845599999999895,-8.249548733545218e-08,0.08249466230550952,12.0,-0.00824955697558702,0.0,-12.0,0.08249548733545219,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480099686e-07
0.010865599999999894,-7.476119112379499e-08,0.07476044344385248,12.0,-0.007476126581695486,0.0,-12.0,0.07476119112379498,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.476051820504363e-07
0.010885599999999893,-6.584786626794566e-08,0.06584720772936269,12.0,-0.006584793205589163,0.0,-12.0,0.06584786626794566,-6.585385829704915e-07,-1.2e-11,-1.2e-11,6.584727357722896e-07
0.010905599999999892,-5.589608122544233e-08,0.05589552221376571,12.0,-0.005589613707065919,0.0,-12.0,0.055896081225442325,-5.590116766152065e-07,-1.2e-11,-1.2e-11,5.589557810984693e-07
0.010925599999999891,-4.506278159131346e-08,0.045062330922491275,12.0,-0.004506282661308879,0.0,-12.0,0.04506278159131346,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.5062375985272874e-07
0.01094559999999989,-3.351881497228877e-08,0.03351847975363757,12.0,-0.0033518848460602265,0.0,-12.0,0.03351881497228877,-3.352186511984545e-07,-1.2e-11,-1.2e-11,3.3518513272452546e-07
0.01096559999999989,-2.144623661798026e-08,0.021446022136098416,12.0,-0.0021446258044701214,0.0,-12.0,0.02144623661798026,-2.144818818453076e-07,-1.2e-11,-1.2e-11,2.1446043582335035e-07
0.010985599999999889,-9.035438300846813e-09,0.009035347938241728,12.0,-0.0009035447328063039,0.0,-12.0,0.009035438300846813,-9.03626050843126e-08,-1.2e-11,-1.2e-11,9.03535697368003e-08
0.011005599999999888,3.5178542758001826e-09,-0.0035178190940562447,12.0,0.00035178577904532783,0.0,-12.0,-0.0035178542758001826,3.518174393783366e-08,-1.2e-11,-1.2e-11,-3.5178226119105205e-08
0.011025599999999887,1.601566818905353e-08,-0.016015508017797688,12.0,0.0016015684190147771,0.0,-12.0,-0.01601566818905353,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033465882e-07
0.011045599999999886,2.8260905447669112e-08,-0.02826062281289775,12.0,0.0028260933682857678,0.0,-12.0,-0.028260905447669113,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.82606510738032e-07
0.011065599999999886,4.00604513451297e-08,-0.040060050704162,12.0,0.00400604913691268,0.0,-12.0,-0.0400604513451297,4.006409677001499e-07,-1.2e-11,-1.2e-11,-4.0060090764613355e-07
0.011085599999999885,5.122821999392143e-08,-0.051227707665104795,12.0,0.005122827117552473,0.0,-12.0,-0.05122821999392143,5.123288166347661e-07,-1.2e-11,-1.2e-11,-5.12277588933248e-07
0.011105599999999884,6.158808901115627e-08,-0.061587473074222174,12.0,0.006158815054320131,0.0,-12.0,-0.06158808901115627,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.15875346623112e-07
0.011125599999999883,7.097667707374303e-08,-0.07097596724238486,12.0,0.007097674798583269,0.0,-12.0,-0.07097667707374303,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821906195e-07
0.011145599999999882,7.924592053946527e-08,-0.07924512800814762,12.0,0.007924599971327355,0.0,-12.0,-0.07924592053946528,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725406815e-07
0.011165599999999882,8.626540849906274e-08,-0.08626454576647788,12.0,0.008626549468597138,0.0,-12.0,-0.08626540849906274,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.62646320318864e-07
0.01118559999999988,9.192443943417155e-08,-0.09192352010612774,12.0,0.00919245312749615,0.0,-12.0,-0.09192443943417156,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203056717e-07
0.01120559999999988,9.613376704640638e-08,-0.09613280562125602,12.0,0.009613386309269353,0.0,-12.0,-0.09613376704640637,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175502308e-07
0.011225599999999879,9.882700772479017e-08,-0.09882601936478223,12.0,0.009882710646186722,0.0,-12.0,-0.09882700772479017,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819178998e-07
0.011245599999999878,9.996168745496144e-08,-0.09996068774712367,12.0,0.009996178732568568,0.0,-12.0,-0.09996168745496144,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770881113e-07
0.011265599999999877,9.951991165975051e-08,-0.0995189163700727,12.0,0.009952001108910096,0.0,-12.0,-0.0995199116597505,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588998436e-07
0.011285599999999877,9.750864740735197e-08,-0.09750767223214689,12.0,0.009750874482726837,0.0,-12.0,-0.09750864740735196,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.75077697407943e-07
0.011305599999999876,9.395961353649664e-08,-0.09395867385485983,12.0,0.009395970741060872,0.0,-12.0,-0.09395961353649664,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781447336e-07
0.011325599999999875,8.89287804314188e-08,-0.088927891062691,12.0,0.008892886927927574,0.0,-12.0,-0.0889287804314188,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999147144e-07
0.011345599999999874,8.249548733545921e-08,-0.08249466230551654,12.0,0.008249556975587723,0.0,-12.0,-0.08249548733545921,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480100388e-07
0.011365599999999873,7.476119112380418e-08,-0.07476044344386168,12.0,0.007476126581696406,0.0,-12.0,-0.07476119112380418,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820505283e-07
0.011385599999999873,6.58478662679561e-08,-0.06584720772937314,12.0,0.006584793205590207,0.0,-12.0,-0.0658478662679561,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.58472735772394e-07
0.011405599999999872,5.5896081225452664e-08,-0.05589552221377605,12.0,0.005589613707066952,0.0,-12.0,-0.055896081225452664,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810985727e-07
0.011425599999999871,4.506278159132458e-08,-0.04506233092250239,12.0,0.00450628266130999,0.0,-12.0,-0.045062781591324576,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.5062375985283986e-07
0.01144559999999987,3.351881497229916e-08,-0.03351847975364796,12.0,0.003351884846061265,0.0,-12.0,-0.03351881497229916,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.351851327246293e-07
0.01146559999999987,2.1446236617993804e-08,-0.021446022136111957,12.0,0.002144625804471476,0.0,-12.0,-0.021446236617993802,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.144604358234858e-07
0.011485599999999868,9.035438300860625e-09,-0.009035347938255542,12.0,0.000903544732807685,0.0,-12.0,-0.009035438300860626,9.03626050843126e-08,-1.2e-11,-1.2e-11,-9.035356973693843e-08
0.011505599999999868,-3.517854275787743e-09,0.003517819094043805,12.0,-0.00035178577904408393,0.0,-12.0,0.003517854275787743,-3.518174393783366e-08,-1.2e-11,-1.2e-11,3.517822611898081e-08
0.011525599999999867,-1.601566818904125e-08,0.016015508017785406,12.0,-0.0016015684190135485,0.0,-12.0,0.016015668189041248,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.6015524033453597e-07
0.011545599999999866,-2.8260905447657168e-08,0.028260622812885806,12.0,-0.0028260933682845734,0.0,-12.0,0.028260905447657168,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.8260651073791256e-07
0.011565599999999865,-4.0060451345116994e-08,0.040060050704149294,12.0,-0.0040060491369114095,0.0,-12.0,0.040060451345116994,-4.006409677001499e-07,-1.2e-11,-1.2e-11,4.006009076460065e-07
0.011585599999999864,-5.122821999391075e-08,0.051227707665094116,12.0,-0.005122827117551404,0.0,-12.0,0.05122821999391075,-5.123288166347661e-07,-1.2e-11,-1.2e-11,5.122775889331411e-07
0.011605599999999864,-6.158808901114648e-08,0.06158747307421238,12.0,-0.0061588150543191505,0.0,-12.0,0.06158808901114648,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.158753466230139e-07
0.011625599999999863,-7.097667707373426e-08,0.0709759672423761,12.0,-0.007097674798582392,0.0,-12.0,0.07097667707373427,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821905318e-07
0.011645599999999862,-7.924592053945769e-08,0.07924512800814003,12.0,-0.007924599971326596,0.0,-12.0,0.07924592053945768,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725406057e-07
0.011665599999999861,-8.626540849905572e-08,0.08626454576647086,12.0,-0.008626549468596435,0.0,-12.0,0.08626540849905572,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203187937e-07
0.01168559999999986,-9.192443943416664e-08,0.09192352010612283,12.0,-0.00919245312749566,0.0,-12.0,0.09192443943416664,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.192361203056226e-07
0.01170559999999986,-9.613376704640295e-08,0.09613280562125259,12.0,-0.009613386309269011,0.0,-12.0,0.09613376704640295,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.613290175501965e-07
0.011725599999999859,-9.882700772478808e-08,0.09882601936478015,12.0,-0.009882710646186512,0.0,-12.0,0.09882700772478809,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819178788e-07
0.011745599999999858,-9.996168745496108e-08,0.09996068774712333,12.0,-0.009996178732568533,0.0,-12.0,0.09996168745496109,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.996078770881077e-07
0.011765599999999857,-9.951991165975174e-08,0.09951891637007393,12.0,-0.009952001108910218,0.0,-12.0,0.09951991165975174,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.95190158899856e-07
0.011785599999999856,-9.75086474073544e-08,0.09750767223214933,12.0,-0.009750874482727082,0.0,-12.0,0.0975086474073544,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.750776974079674e-07
0.011805599999999855,-9.39596135365009e-08,0.09395867385486409,12.0,-0.0093959707410613,0.0,-12.0,0.0939596135365009,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.395876781447763e-07
0.011825599999999855,-8.892878043142515e-08,0.08892789106269736,12.0,-0.008892886927928209,0.0,-12.0,0.08892878043142516,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.892797999147779e-07
0.011845599999999854,-8.249548733546625e-08,0.08249466230552359,12.0,-0.008249556975588428,0.0,-12.0,0.08249548733546626,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480101093e-07
0.011865599999999853,-7.476119112381247e-08,0.07476044344386996,12.0,-0.007476126581697233,0.0,-12.0,0.07476119112381246,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.47605182050611e-07
0.011885599999999852,-6.584786626796439e-08,0.06584720772938142,12.0,-0.006584793205591037,0.0,-12.0,0.06584786626796439,-6.585385829704915e-07,-1.2e-11,-1.2e-11,6.584727357724769e-07
0.011905599999999851,-5.589608122546414e-08,0.055895522213787525,12.0,-0.0055896137070681005,0.0,-12.0,0.05589608122546414,-5.590116766152065e-07,-1.2e-11,-1.2e-11,5.589557810986875e-07
0.01192559999999985,-4.506278159133695e-08,0.04506233092251477,12.0,-0.0045062826613112275,0.0,-12.0,0.045062781591336955,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.5062375985296363e-07
0.01194559999999985,-3.351881497231222e-08,0.033518479753661026,12.0,-0.003351884846062572,0.0,-12.0,0.033518814972312225,-3.352186511984545e-07,-1.2e-11,-1.2e-11,3.3518513272476e-07
0.011965599999999849,-2.144623661800596e-08,0.021446022136124114,12.0,-0.0021446258044726914,0.0,-12.0,0.02144623661800596,-2.144818818453076e-07,-1.2e-11,-1.2e-11,2.1446043582360734e-07
0.011985599999999848,-9.035438300871605e-09,0.009035347938266521,12.0,-0.000903544732808783,0.0,-12.0,0.009035438300871605,-9.03626050843126e-08,-1.2e-11,-1.2e-11,9.035356973704822e-08
0.012005599999999847,3.5178542757738845e-09,-0.003517819094029947,12.0,0.000351785779042698,0.0,-12.0,-0.0035178542757738846,3.518174393739998e-08,-1.2e-11,-1.2e-11,-3.517822611884223e-08
0.012025599999999846,1.6015668189027558e-08,-0.016015508017771716,12.0,0.0016015684190121796,0.0,-12.0,-0.016015668189027558,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033439907e-07
0.012045599999999846,2.826090544764523e-08,-0.028260622812873868,12.0,0.0028260933682833795,0.0,-12.0,-0.02826090544764523,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.826065107377932e-07
0.012065599999999845,4.0060451345105586e-08,-0.040060050704137894,12.0,0.004006049136910269,0.0,-12.0,-0.04006045134510559,4.00640967693211e-07,-1.2e-11,-1.2e-11,-4.006009076458924e-07
0.012085599999999844,5.1228219993901275e-08,-0.05122770766508464,12.0,0.005122827117550457,0.0,-12.0,-0.05122821999390127,5.123288166347661e-07,-1.2e-11,-1.2e-11,-5.122775889330464e-07
0.012105599999999843,6.158808901113555e-08,-0.06158747307420145,12.0,0.006158815054318058,0.0,-12.0,-0.06158808901113554,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.158753466229047e-07
0.012125599999999842,7.097667707372549e-08,-0.07097596724236732,12.0,0.007097674798581515,0.0,-12.0,-0.07097667707372549,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821904442e-07
0.012145599999999842,7.924592053945009e-08,-0.07924512800813244,12.0,0.007924599971325837,0.0,-12.0,-0.0792459205394501,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725405298e-07
0.01216559999999984,8.626540849904942e-08,-0.08626454576646456,12.0,0.008626549468595805,0.0,-12.0,-0.08626540849904941,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203187307e-07
0.01218559999999984,9.192443943416172e-08,-0.0919235201061179,12.0,0.009192453127495169,0.0,-12.0,-0.09192443943416172,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203055735e-07
0.01220559999999984,9.613376704639914e-08,-0.09613280562124878,12.0,0.00961338630926863,0.0,-12.0,-0.09613376704639913,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175501584e-07
0.012225599999999838,9.882700772478639e-08,-0.09882601936477846,12.0,0.009882710646186342,0.0,-12.0,-0.09882700772478639,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819178619e-07
0.012245599999999838,9.996168745496075e-08,-0.099960687747123,12.0,0.009996178732568499,0.0,-12.0,-0.09996168745496076,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770881044e-07
0.012265599999999837,9.951991165975295e-08,-0.09951891637007514,12.0,0.00995200110891034,0.0,-12.0,-0.09951991165975295,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.95190158899868e-07
0.012285599999999836,9.750864740735747e-08,-0.0975076722321524,12.0,0.009750874482727389,0.0,-12.0,-0.09750864740735747,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.75077697407998e-07
0.012305599999999835,9.395961353650564e-08,-0.09395867385486883,12.0,0.009395970741061773,0.0,-12.0,-0.09395961353650564,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781448236e-07
0.012325599999999834,8.892878043143018e-08,-0.08892789106270238,12.0,0.008892886927928712,0.0,-12.0,-0.08892878043143018,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999148282e-07
0.012345599999999833,8.249548733547329e-08,-0.08249466230553062,12.0,0.008249556975589132,0.0,-12.0,-0.0824954873354733,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480101797e-07
0.012365599999999833,7.476119112382073e-08,-0.07476044344387822,12.0,0.007476126581698059,0.0,-12.0,-0.07476119112382072,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820506935e-07
0.012385599999999832,6.584786626797485e-08,-0.06584720772939187,12.0,0.006584793205592081,0.0,-12.0,-0.06584786626797484,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.584727357725814e-07
0.012405599999999831,5.5896081225474475e-08,-0.05589552221379786,12.0,0.0055896137070691335,0.0,-12.0,-0.05589608122547447,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810987908e-07
0.01242559999999983,4.506278159134679e-08,-0.04506233092252461,12.0,0.004506282661312212,0.0,-12.0,-0.045062781591346794,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.5062375985306205e-07
0.01244559999999983,3.351881497232395e-08,-0.033518479753672746,12.0,0.0033518848460637445,0.0,-12.0,-0.033518814972323945,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.3518513272487724e-07
0.012465599999999829,2.144623661801812e-08,-0.021446022136136274,12.0,0.0021446258044739075,0.0,-12.0,-0.02144623661801812,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.1446043582372895e-07
0.012485599999999828,9.035438300885418e-09,-0.009035347938280333,12.0,0.0009035447328101642,0.0,-12.0,-0.009035438300885417,9.03626050843126e-08,-1.2e-11,-1.2e-11,-9.035356973718634e-08
0.012505599999999827,-3.517854275761445e-09,0.0035178190940175075,12.0,-0.0003517857790414541,0.0,-12.0,0.003517854275761445,-3.518174393739998e-08,-1.2e-11,-1.2e-11,3.5178226118717833e-08
0.012525599999999826,-1.6015668189016675e-08,0.016015508017760832,12.0,-0.0016015684190110913,0.0,-12.0,0.016015668189016674,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.6015524033429025e-07
0.012545599999999825,-2.8260905447631925e-08,0.028260622812860563,12.0,-0.0028260933682820494,0.0,-12.0,0.028260905447631924,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.8260651073766014e-07
0.012565599999999824,-4.006045134509419e-08,0.0400600507041265,12.0,-0.004006049136909129,0.0,-12.0,0.04006045134509419,-4.00640967693211e-07,-1.2e-11,-1.2e-11,4.0060090764577843e-07
0.012585599999999824,-5.122821999388936e-08,0.05122770766507273,12.0,-0.005122827117549265,0.0,-12.0,0.051228219993889365,-5.123288166347661e-07,-1.2e-11,-1.2e-11,5.122775889329272e-07
0.012605599999999823,-6.158808901112574e-08,0.06158747307419164,12.0,-0.006158815054317077,0.0,-12.0,0.06158808901112574,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.158753466228066e-07
0.012625599999999822,-7.097667707371672e-08,0.07097596724235855,12.0,-0.007097674798580637,0.0,-12.0,0.07097667707371672,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821903564e-07
0.012645599999999821,-7.924592053944162e-08,0.07924512800812397,12.0,-0.00792459997132499,0.0,-12.0,0.07924592053944163,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725404451e-07
0.01266559999999982,-8.626540849904313e-08,0.08626454576645827,12.0,-0.008626549468595176,0.0,-12.0,0.08626540849904313,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203186678e-07
