# artifact_type: raw_data
# circuit_file: multistage_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\multistage_amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:11.833282

Time (s),V(m1#body diode),V(m1#gate),V(m2#body diode),V(m2#gate),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),I(V1),I(V2)
0.0010463000000000013,2.2704191608781494,3.958117545755776,1.1157774415258492,2.792912018179199,12.0,2.478345507388525,0.04340626602732067,2.7929117883616543,1.1157774363420732,0.002868255260616905,0.002810350439447884,3.9581176129941698,2.2704191624628254,-5.790482116902111e-08,-0.002414947449967179
0.0010663000000000014,2.2715406560790483,3.9592822043347535,1.1115186363869283,2.7883290804647154,12.0,2.4979287085375574,0.06298946706995734,2.7883288609460926,1.111518631447317,0.004046309078838839,0.003975005082379024,3.9592822676358086,2.271540657603262,-7.130399645981454e-08,-0.0024132664894980765
0.0010863000000000014,2.272601246995441,3.9603835569339902,1.1074857159303186,2.783988379004002,12.0,2.516478631759078,0.08153939014694878,2.7839881726702917,1.1074857113318597,0.005160550185739604,0.005076354674954153,3.9603836172268276,2.2726012484211013,-8.419551078545025e-08,-0.0024116741714653345
0.0011063000000000015,2.273585215991852,3.9614053478817604,1.1037310128678968,2.779946411868425,12.0,2.5337536907371145,0.09881444894463076,2.7799462210668717,1.1037310086278342,0.006193406333448002,0.006098140028833132,3.961405402578911,2.2735852173165028,-9.526630461487002e-08,-0.002410191246147067
0.0011263000000000015,2.274476090176284,3.962330407488791,1.1003127530282821,2.7762660270926474,12.0,2.549494364953695,0.11455512294784143,2.7762658592253153,1.1003127492521674,0.007128588763516316,0.007023194884687722,3.962330457432759,2.274476091357701,-1.0539387882859379e-07,-0.00240883970688274
0.0011463000000000016,2.2752609123221337,3.9631453495442375,1.09729197729076,2.773013166471902,12.0,2.563406245769748,0.1284670035208726,2.773013019937801,1.0972919740103548,0.007951349090371467,0.007838129528953797,3.963145392074839,2.2752609133578914,-1.1321956141767041e-07,-0.002407645213883967
0.0011663000000000016,2.2759261576274854,3.963836071214845,1.0947130331748578,2.7702357393786117,12.0,2.575296187575269,0.14035694505756924,2.770235619317182,1.0947130304461192,0.008648711892165744,0.008528845018928255,3.963836107562483,2.2759261584848467,-1.1986687323748762e-07,-0.002406623985058207
0.0011863000000000017,2.2764624306881176,3.9643928820225427,1.0926177706512745,2.767979060547436,12.0,2.584961196907372,0.15002195409929353,2.767978965409226,1.0926177685095442,0.009209679340930511,0.00908564714839688,3.9643929096895123,2.276462431368389,-1.240321925336315e-07,-0.002405793735800243
0.0012063000000000017,2.276860173186642,3.964805798745917,1.091038798550466,2.766278357243173,12.0,2.5922598881958976,0.1573206450804765,2.766278290878297,1.0910387970234632,0.009625404644893039,0.00949855664410526,3.9648058191827125,2.276860173662667,-1.2684800078777775e-07,-0.0024051663148944914
0.0012263000000000018,2.27711422241409,3.965069526182995,1.0900004151708687,2.76515999960212,12.0,2.597071835637049,0.16213259220217457,2.765159959995611,1.090000414283596,0.009889331567667577,0.009762274669105953,3.965069537205175,2.2771142226947045,-1.270568985616262e-07,-0.0024047523006170595
0.0012463000000000018,2.2772194897257845,3.965178720221918,1.0895192626124761,2.7646419364425334,12.0,2.599327948515203,0.16438870475380707,2.764641926507434,1.0895192623704968,0.00999729782401967,0.009871460936652365,3.9651787234701934,2.2772194897888025,-1.258368873673042e-07,-0.002404557384121331
0.0012663000000000019,2.2771753541050326,3.9651328020366337,1.0896020991381439,2.764731557083522,12.0,2.5989887787109325,0.16404953462109795,2.7647315742636764,1.089602099552671,0.00994760072159073,0.009825533150933818,3.9651327956819964,2.277175353967926,-1.2206757065691297e-07,-0.0024045851973024755
0.001286300000000002,2.27698153941503,3.9649314217910616,1.0902479105738099,2.765427684265674,12.0,2.596066456208515,0.16112721179350364,2.765427730618067,1.0902479116285944,0.009741024013373675,0.009624145146797769,3.9649314076754707,2.2769815390608894,-1.168788665759069e-07,-0.00240483447518235
0.001306300000000002,2.2766419727689695,3.9645787233246015,1.091445895099774,2.7667186911116386,12.0,2.590602071662669,0.15566282693086775,2.766718763604712,1.091445896792677,0.009380825537460023,0.00927143744005221,3.964578699966463,2.2766419722237172,-1.0938809740781299e-07,-0.0024053019597341163
0.001326300000000002,2.27616118610123,3.9640793466559394,1.0931775231513035,2.7685844286442935,12.0,2.582687958304863,0.14774871326964956,2.7685845285021546,1.0931775254441805,0.008872685838987085,0.008772053579523487,3.9640793161038346,2.276161185353311,-1.0063225946359782e-07,-0.0024059795284274263
0.001346300000000002,2.2755476048961527,3.9634421067493295,1.0954146541671828,2.7709945112487038,12.0,2.5724455273865168,0.13750628206604798,2.7709946349467156,1.095414657043988,0.008224618584547707,0.008134805334053308,3.96344206785646,2.2755476039795486,-8.981325049439785e-08,-0.0024068570239334556
0.0013663000000000021,2.2748100251556194,3.9626760687356035,1.098122899680227,2.7739116390847793,12.0,2.560039587198709,0.12510034161563333,2.7739117871243124,1.0981229030838502,0.007446844181881026,0.007368761193331963,3.9626760237140606,2.274810024062969,-7.808298854906355e-08,-0.002407920128271743
0.0013863000000000022,2.2739609736984385,3.9617943074903397,1.1012586828188335,2.777288762081833,12.0,2.545663134136664,0.11072388831776436,2.7772889303832695,1.1012586867186873,0.006551628597936985,0.006486992992501328,3.9617942555118026,2.2739609724712335,-6.463560543565665e-08,-0.0024091525273607427
0.0014063000000000023,2.2730129649063504,3.960809747178063,1.104773448723533,2.781073310318311,12.0,2.5295448432511556,0.09460559722692707,2.781073498708422,1.1047734530458435,0.005553089917250257,0.005502428057220232,3.9608096905753682,2.2730129635402356,-5.066186003002512e-08,-0.0024105344652134426
0.0014263000000000023,2.2719817953458814,3.9597388613425206,1.1086060794696808,2.785199356873133,12.0,2.511962801466847,0.07702355527098925,2.7851995632307585,1.1086060841574952,0.004466975691313385,0.0044315372169227985,3.95973879973421,2.271981793891364,-3.543847439058651e-08,-0.002412042188444522
0.0014463000000000024,2.2708829778227293,3.9585976818424555,1.112703702816751,2.7896097594011926,12.0,2.4931605147789853,0.058221268447882224,2.7896099816872257,1.112703707812814,0.0033104145902825505,0.0032903547838563085,3.958597617300589,2.2708829762702445,-2.0059806426241928e-08,-0.0024136548101874673
0.0014663000000000024,2.26973457429973,3.9574050420599467,1.1170031414078632,2.794236422747767,12.0,2.4734210915569967,0.03848184512919062,2.7942366546043687,1.1170031466322123,0.002101646273617156,0.002097711938640945,3.957404974455134,2.269734572706855,-3.9343349762108794e-09,-0.002415348273807029
0.0014863000000000025,2.2685539296214348,3.9561788766957062,1.12143248699336,2.799001800500167,12.0,2.4530831157029915,0.018143869218559594,2.7990020409631113,1.1214324923589174,0.000859733739754172,0.0008715458174273216,3.956178808333999,2.2685539279829996,1.1812077673149698e-08,-0.002417093293222299
0.0015063000000000025,2.267360418347334,3.9549393810657376,1.1259241854266793,2.8038332283357947,12.0,2.432449789525304,-0.0024894569747822004,2.8038334715176325,1.1259241908670388,-0.0003957373087647596,-0.0003679507600784504,3.954939311756889,2.2673604167189327,2.778654868630917e-08,-0.0024188640681279327
0.0015263000000000026,2.2661721746376995,3.9537053134068123,1.1304067453067246,2.808653716994042,12.0,2.4118554666647505,-0.023083779809761396,2.8086539609741976,1.1304067507160358,-0.0016449673435224791,-0.0016020170045094595,3.9537052455131656,2.266172173015376,4.295033901301954e-08,-0.0024206317305621736
0.0015463000000000026,2.265008591531355,3.952496889505064,1.1348099321357779,2.8133878577178373,12.0,2.391617103122748,-0.04332214328535722,2.813388096687092,1.1348099374516436,-0.0028682552606169886,-0.0028104396880173077,3.9524968228306654,2.265008589970074,5.781557259968096e-08,-0.00242236923786131
0.0015663000000000027,2.26388732707342,3.9513323747129863,1.1390647036275356,2.8179614150976278,12.0,2.372056690801557,-0.06288255550034272,2.8179616468015847,1.1390647087383927,-0.004046309078838911,-0.00397495097953815,3.9513323115404364,2.263887325567218,7.135809930076066e-08,-0.0024240488012563354
0.0015863000000000027,2.262826832966298,3.950231007988055,1.143109542740267,2.822308479138868,12.0,2.353447989603705,-0.08149125655382106,2.8223086949257046,1.143109547604288,-0.00516055018573968,-0.005076314655025449,3.9502309478665056,2.262826831565701,8.423553071422994e-08,-0.0024256471631916967
0.0016063000000000028,2.261842979847875,3.9492092047635325,1.1468716699481043,2.826350864200802,12.0,2.3361384406824506,-0.09880080529478352,2.826351064127911,1.146871674412844,-0.006193406333448064,-0.006098112248474674,3.9492091502748523,2.2618429785518,9.529408497338982e-08,-0.002427134088996027
0.0016263000000000028,2.2609521599609184,3.9482840607119756,1.150289446177665,2.8300226484574424,12.0,2.320405454571709,-0.1145337911921902,2.8300228291485197,1.1502894502340406,-0.007128588763516377,-0.007023251293095001,3.9482840112322375,2.260952158813338,1.0533747042137628e-07,-0.002428485901774806
